@@,geo,time,mean_years_in_school_women_25_to_34_years,changes(%)
->,civ,1983,1.2->1.47,22.50
->,com,1983,1.3->2.36,81.54
->,cpv,1983,2.1->2.6,23.81
->,cri,1983,7.2->6.36,11.67
->,cub,1983,8.9->7.87,11.57
->,cze,1983,11.7->10.08,13.85
->,dji,1983,0.9->1.52,68.89
+++,dma,1983,7.21,
->,dza,1983,3.1->3.46,11.61
->,eri,1983,0.9->1.48,64.44
->,esp,1983,6.5->7.92,21.85
->,eth,1983,0.5->1.44,188.00
->,fji,1983,8->7.13,10.88
+++,fsm,1983,7.41,
->,gab,1983,4.5->6.04,34.22
->,gbr,1983,11.2->10,10.71
->,geo,1983,11.1->9.69,12.70
->,gha,1983,4.1->3.47,15.37
->,gin,1983,0.6->0.72,20.00
->,gmb,1983,1.1->1.29,17.27
->,gnb,1983,0.6->0.8,33.33
+++,grd,1983,5.99,
->,gtm,1983,2.6->2.94,13.08
->,hti,1983,1.9->2.68,41.05
->,irq,1983,3.9->2.82,27.69
+++,isl,1983,9.88,
->,jam,1983,8.7->7.43,14.60
->,kir,1983,6.4->5.62,12.19
->,kor,1983,10.4->9.28,10.77
->,kwt,1983,5.3->6.18,16.60
->,lao,1983,1.8->2.52,40.00
+++,lby,1983,2.64,
->,lca,1983,7.9->6.81,13.80
->,lva,1983,11.2->9.69,13.48
->,mar,1983,1.5->1.81,20.67
->,mhl,1983,6.8->5.7,16.18
->,mli,1983,0.6->0.53,11.67
+++,mlt,1983,7.42,
->,mng,1983,8.2->7.09,13.54
->,mrt,1983,0.8->1.82,127.50
->,ner,1983,0.3->0.5,66.67
->,npl,1983,0.6->1.06,76.67
->,omn,1983,3.1->3.76,21.29
->,pak,1983,1.1->1.33,20.91
->,png,1983,1.9->2.57,35.26
+++,prk,1983,6.35,
->,rwa,1983,1.8->2.07,15.00
->,sau,1983,2.9->4.17,43.79
->,sdn,1983,1.8->2.16,20.00
->,sgp,1983,6.4->7.33,14.53
->,som,1983,0.4->0.72,80.00
+++,ssd,1983,0.42,
->,sur,1983,5.8->5.2,10.34
->,swz,1983,4.3->4.84,12.56
->,syc,1983,7->6.25,10.71
->,tcd,1983,0.4->0.57,42.50
->,tgo,1983,1.3->1.59,22.31
->,tls,1983,0.9->2.88,220.00
->,ton,1983,9.2->7.87,14.46
->,tur,1983,3.7->4.14,11.89
->,ukr,1983,11.2->9.44,15.71
->,ury,1983,8.7->7.8,10.34
+++,vct,1983,5.99,
->,vnm,1983,6.2->5.07,18.23
->,yem,1983,0.3->0.46,53.33
->,zmb,1983,4.2->3.58,14.76
->,afg,1984,0.2->0.34,70.00
->,alb,1984,8.2->7.34,10.49
+++,and,1984,10.44,
->,arm,1984,9.7->8.55,11.86
->,atg,1984,10.9->9.59,12.02
->,bdi,1984,1.3->1.6,23.08
->,bfa,1984,0.5->0.6,20.00
->,bhr,1984,6->5.3,11.67
->,bih,1984,5.5->6.16,12.00
->,blr,1984,10.9->9.76,10.46
->,blz,1984,6.9->5.11,25.94
+++,brb,1984,6.14,
+++,brn,1984,9.66,
+++,btn,1984,1.25,
->,caf,1984,1.3->1.75,34.62
->,che,1984,11->9.56,13.09
->,civ,1984,1.3->1.52,16.92
->,com,1984,1.4->2.43,73.57
->,cpv,1984,2.3->2.68,16.52
->,cri,1984,7.4->6.49,12.30
->,cub,1984,9->8.03,10.78
->,cze,1984,11.8->10.24,13.22
->,dji,1984,1->1.57,57.00
+++,dma,1984,7.36,
->,eri,1984,1->1.53,53.00
->,esp,1984,6.8->8.1,19.12
->,eth,1984,0.5->1.49,198.00
->,fji,1984,8.2->7.27,11.34
+++,fsm,1984,7.57,
->,gab,1984,4.8->6.17,28.54
->,gbr,1984,11.3->10.17,10.00
->,geo,1984,11.2->9.86,11.96
->,gha,1984,4.2->3.56,15.24
->,gmb,1984,1.1->1.33,20.91
->,gnb,1984,0.6->0.83,38.33
+++,grd,1984,6.14,
->,gtm,1984,2.7->3.03,12.22
->,hti,1984,2->2.77,38.50
->,irq,1984,4->2.96,26.00
+++,isl,1984,10.05,
->,jam,1984,8.9->7.6,14.61
->,kir,1984,6.6->5.75,12.88
->,kor,1984,10.7->9.45,11.68
->,kwt,1984,5.5->6.36,15.64
->,lao,1984,1.9->2.6,36.84
+++,lby,1984,2.72,
->,lca,1984,8->6.96,13.00
->,lva,1984,11.3->9.86,12.74
->,mar,1984,1.6->1.87,16.88
->,mhl,1984,7.1->5.84,17.75
+++,mlt,1984,7.53,
->,mng,1984,8.4->7.24,13.81
->,moz,1984,1.1->1.23,11.82
->,mrt,1984,0.8->1.87,133.75
->,ner,1984,0.3->0.52,73.33
->,npl,1984,0.6->1.11,85.00
->,omn,1984,3.3->3.87,17.27
->,pak,1984,1.2->1.39,15.83
->,png,1984,2->2.65,32.50
+++,prk,1984,6.5,
->,rwa,1984,1.9->2.15,13.16
->,sau,1984,3.2->4.3,34.37
->,sdn,1984,1.9->2.24,17.89
->,sgp,1984,6.5->7.51,15.54
->,som,1984,0.5->0.75,50.00
+++,ssd,1984,0.44,
->,swz,1984,4.4->4.99,13.41
->,syc,1984,7.2->6.42,10.83
->,tcd,1984,0.4->0.59,47.50
->,tgo,1984,1.4->1.64,17.14
->,tls,1984,1->2.97,197.00
->,ton,1984,9.4->8.01,14.79
->,ukr,1984,11.3->9.61,14.96
+++,vct,1984,6.14,
->,vnm,1984,6.3->5.19,17.62
->,yem,1984,0.3->0.49,63.33
->,zmb,1984,4.3->3.7,13.95
->,afg,1985,0.2->0.35,75.00
+++,and,1985,10.61,
->,arm,1985,9.8->8.7,11.22
->,atg,1985,11->9.76,11.27
->,bdi,1985,1.4->1.66,18.57
->,bfa,1985,0.5->0.62,24.00
->,bhr,1985,6.3->5.48,13.02
->,bih,1985,5.7->6.3,10.53
->,blr,1985,11.1->9.93,10.54
->,blz,1985,7->5.24,25.14
+++,brb,1985,6.28,
+++,brn,1985,9.82,
+++,btn,1985,1.3,
->,caf,1985,1.4->1.8,28.57
->,che,1985,11.1->9.73,12.34
->,civ,1985,1.4->1.57,12.14
->,com,1985,1.5->2.51,67.33
->,cpv,1985,2.4->2.76,15.00
->,cri,1985,7.5->6.63,11.60
->,cub,1985,9.2->8.19,10.98
->,cze,1985,12->10.4,13.33
->,dji,1985,1.1->1.62,47.27
+++,dma,1985,7.52,
->,eri,1985,1.1->1.58,43.64
->,esp,1985,7.1->8.28,16.62
->,eth,1985,0.5->1.54,208.00
->,fji,1985,8.3->7.42,10.60
+++,fsm,1985,7.72,
->,gab,1985,5->6.31,26.20
->,geo,1985,11.3->10.04,11.15
->,gha,1985,4.4->3.66,16.82
->,gin,1985,0.7->0.77,10.00
->,gmb,1985,1.2->1.38,15.00
->,gnb,1985,0.6->0.86,43.33
+++,grd,1985,6.28,
->,gtm,1985,2.8->3.11,11.07
->,hti,1985,2.1->2.87,36.67
->,irq,1985,4.1->3.1,24.39
+++,isl,1985,10.23,
->,jam,1985,9.1->7.76,14.73
->,kir,1985,6.8->5.87,13.68
->,kor,1985,10.9->9.63,11.65
->,kwt,1985,5.6->6.54,16.79
->,lao,1985,2->2.68,34.00
+++,lby,1985,2.8,
->,lca,1985,8.2->7.11,13.29
->,lva,1985,11.4->10.02,12.11
->,mhl,1985,7.2->5.98,16.94
+++,mlt,1985,7.64,
->,mng,1985,8.5->7.39,13.06
->,mrt,1985,0.9->1.93,114.44
->,ner,1985,0.4->0.54,35.00
->,npl,1985,0.7->1.15,64.29
->,omn,1985,3.5->3.98,13.71
->,pak,1985,1.3->1.44,10.77
->,png,1985,2.1->2.73,30.00
+++,prk,1985,6.65,
->,rwa,1985,2->2.23,11.50
->,sau,1985,3.4->4.43,30.29
->,sdn,1985,2->2.32,16.00
->,sgp,1985,6.7->7.7,14.93
->,som,1985,0.5->0.77,54.00
+++,ssd,1985,0.45,
->,sur,1985,6.1->5.46,10.49
->,swz,1985,4.6->5.14,11.74
->,tcd,1985,0.4->0.61,52.50
->,tgo,1985,1.5->1.69,12.67
->,tls,1985,1.1->3.06,178.18
->,ton,1985,9.5->8.15,14.21
->,ukr,1985,11.4->9.77,14.30
+++,vct,1985,6.28,
->,vnm,1985,6.4->5.32,16.88
->,wsm,1985,9->8.03,10.78
->,yem,1985,0.3->0.52,73.33
->,zmb,1985,4.5->3.82,15.11
->,afg,1986,0.2->0.36,80.00
+++,and,1986,10.78,
->,arm,1986,9.9->8.85,10.61
->,atg,1986,11.2->9.93,11.34
->,bdi,1986,1.5->1.71,14.00
->,bfa,1986,0.5->0.65,30.00
->,bhr,1986,6.6->5.67,14.09
->,blz,1986,7.1->5.37,24.37
+++,brb,1986,6.43,
+++,brn,1986,9.99,
+++,btn,1986,1.34,
->,caf,1986,1.5->1.86,24.00
->,che,1986,11.3->9.91,12.30
->,com,1986,1.7->2.59,52.35
->,cri,1986,7.7->6.76,12.21
->,cub,1986,9.4->8.36,11.06
->,cze,1986,12.1->10.57,12.64
->,dji,1986,1.1->1.68,52.73
+++,dma,1986,7.68,
->,eri,1986,1.2->1.63,35.83
->,esp,1986,7.3->8.46,15.89
->,eth,1986,0.6->1.6,166.67
->,fji,1986,8.5->7.56,11.06
+++,fsm,1986,7.88,
->,gab,1986,5.2->6.45,24.04
->,geo,1986,11.4->10.21,10.44
->,gha,1986,4.5->3.76,16.44
->,gmb,1986,1.2->1.42,18.33
->,gnb,1986,0.7->0.89,27.14
+++,grd,1986,6.43,
->,gtm,1986,2.9->3.2,10.34
->,hti,1986,2.2->2.97,35.00
->,irq,1986,4.1->3.25,20.73
+++,isl,1986,10.4,
->,jam,1986,9.2->7.93,13.80
->,kir,1986,7->6,14.29
->,kor,1986,11.2->9.8,12.50
->,kwt,1986,5.8->6.73,16.03
->,lao,1986,2.1->2.76,31.43
+++,lby,1986,2.89,
->,lca,1986,8.3->7.26,12.53
->,lva,1986,11.5->10.19,11.39
->,mhl,1986,7.4->6.12,17.30
->,mli,1986,0.7->0.59,15.71
+++,mlt,1986,7.75,
->,mng,1986,8.6->7.54,12.33
->,mrt,1986,1->1.99,99.00
->,ner,1986,0.4->0.55,37.50
->,npl,1986,0.7->1.2,71.43
->,omn,1986,3.7->4.09,10.54
->,pak,1986,1.3->1.5,15.38
->,png,1986,2.3->2.81,22.17
+++,prk,1986,6.8,
->,sau,1986,3.6->4.57,26.94
->,sgp,1986,6.8->7.9,16.18
->,slb,1986,3.6->3.23,10.28
->,som,1986,0.6->0.8,33.33
+++,ssd,1986,0.47,
->,swz,1986,4.8->5.29,10.21
->,tcd,1986,0.4->0.63,57.50
->,tgo,1986,1.5->1.74,16.00
->,tls,1986,1.2->3.15,162.50
->,ton,1986,9.7->8.3,14.43
->,ukr,1986,11.6->9.94,14.31
+++,vct,1986,6.43,
->,vnm,1986,6.5->5.45,16.15
->,wsm,1986,9.2->8.21,10.76
->,yem,1986,0.4->0.55,37.50
->,zmb,1986,4.6->3.94,14.35
->,afg,1987,0.2->0.37,85.00
+++,and,1987,10.95,
->,are,1987,7.9->7.07,10.51
->,atg,1987,11.4->10.1,11.40
->,bdi,1987,1.5->1.77,18.00
->,bfa,1987,0.6->0.67,11.67
->,bhr,1987,6.8->5.86,13.82
->,blz,1987,7.2->5.5,23.61
+++,brb,1987,6.58,
+++,brn,1987,10.16,
+++,btn,1987,1.38,
->,caf,1987,1.6->1.91,19.37
->,che,1987,11.4->10.08,11.58
->,com,1987,1.8->2.68,48.89
->,cri,1987,7.8->6.9,11.54
->,cub,1987,9.6->8.52,11.25
->,cze,1987,12.1->10.73,11.32
->,dji,1987,1.2->1.73,44.17
+++,dma,1987,7.84,
->,eri,1987,1.2->1.68,40.00
->,esp,1987,7.5->8.64,15.20
->,eth,1987,0.6->1.65,175.00
->,fji,1987,8.7->7.71,11.38
+++,fsm,1987,8.04,
->,gab,1987,5.4->6.59,22.04
->,geo,1987,11.6->10.38,10.52
->,gha,1987,4.6->3.86,16.09
->,gmb,1987,1.3->1.47,13.08
->,gnb,1987,0.7->0.92,31.43
+++,grd,1987,6.58,
->,hti,1987,2.3->3.07,33.48
->,irq,1987,4.1->3.41,16.83
+++,isl,1987,10.57,
->,jam,1987,9.4->8.09,13.94
->,kir,1987,7.2->6.12,15.00
->,kor,1987,11.4->9.98,12.46
->,kwt,1987,6->6.92,15.33
->,lao,1987,2.2->2.84,29.09
+++,lby,1987,2.98,
->,lca,1987,8.4->7.41,11.79
->,lva,1987,11.6->10.35,10.78
->,mhl,1987,7.6->6.26,17.63
->,mli,1987,0.7->0.61,12.86
+++,mlt,1987,7.86,
->,mng,1987,8.7->7.7,11.49
->,mrt,1987,1->2.05,105.00
->,ner,1987,0.4->0.57,42.50
->,npl,1987,0.8->1.26,57.50
->,pak,1987,1.4->1.57,12.14
->,png,1987,2.4->2.89,20.42
+++,prk,1987,6.95,
->,sau,1987,3.9->4.72,21.03
->,sgp,1987,7->8.1,15.71
->,som,1987,0.6->0.82,36.67
+++,ssd,1987,0.48,
->,sur,1987,6.4->5.73,10.47
->,tcd,1987,0.5->0.65,30.00
->,tgo,1987,1.6->1.8,12.50
->,tls,1987,1.3->3.24,149.23
->,ton,1987,9.8->8.44,13.88
->,ukr,1987,11.7->10.11,13.59
+++,vct,1987,6.58,
->,vnm,1987,6.6->5.57,15.61
->,wsm,1987,9.4->8.38,10.85
->,yem,1987,0.4->0.58,45.00
->,zmb,1987,4.7->4.06,13.62
->,afg,1988,0.2->0.39,95.00
+++,and,1988,11.11,
->,are,1988,8.2->7.3,10.98
->,atg,1988,11.5->10.26,10.78
->,bdi,1988,1.6->1.83,14.37
->,bfa,1988,0.6->0.7,16.67
->,bhr,1988,7.1->6.05,14.79
->,blz,1988,7.3->5.64,22.74
+++,brb,1988,6.73,
+++,brn,1988,10.33,
+++,btn,1988,1.43,
->,caf,1988,1.7->1.97,15.88
->,che,1988,11.5->10.25,10.87
->,com,1988,2->2.77,38.50
->,cri,1988,8->7.03,12.12
->,cub,1988,9.7->8.68,10.52
->,cze,1988,12.2->10.88,10.82
->,dji,1988,1.2->1.79,49.17
+++,dma,1988,8,
->,eri,1988,1.3->1.74,33.85
->,esp,1988,7.8->8.82,13.08
->,eth,1988,0.7->1.71,144.29
->,fji,1988,8.8->7.85,10.80
+++,fsm,1988,8.2,
->,gab,1988,5.6->6.72,20.00
->,gha,1988,4.7->3.96,15.74
->,gnb,1988,0.8->0.95,18.75
+++,grd,1988,6.73,
->,hti,1988,2.5->3.18,27.20
->,irq,1988,4.2->3.57,15.00
+++,isl,1988,10.74,
->,jam,1988,9.5->8.26,13.05
->,kir,1988,7.4->6.25,15.54
->,kor,1988,11.6->10.16,12.41
->,kwt,1988,6.1->7.11,16.56
->,lao,1988,2.3->2.93,27.39
+++,lby,1988,3.07,
->,lca,1988,8.6->7.57,11.98
->,lva,1988,11.7->10.51,10.17
->,mhl,1988,7.7->6.41,16.75
+++,mlt,1988,7.96,
->,mng,1988,8.8->7.85,10.80
->,mrt,1988,1.1->2.12,92.73
->,ner,1988,0.4->0.59,47.50
->,npl,1988,0.9->1.32,46.67
->,png,1988,2.5->2.97,18.80
+++,prk,1988,7.11,
->,sau,1988,4.1->4.87,18.78
->,sgp,1988,7.2->8.3,15.28
->,som,1988,0.6->0.85,41.67
+++,ssd,1988,0.5,
->,tcd,1988,0.5->0.67,34.00
->,tls,1988,1.4->3.34,138.57
->,ton,1988,10->8.58,14.20
->,ukr,1988,11.8->10.28,12.88
+++,vct,1988,6.73,
->,vnm,1988,6.7->5.7,14.93
->,wsm,1988,9.6->8.56,10.83
->,yem,1988,0.5->0.61,22.00
->,zmb,1988,4.9->4.19,14.49
->,afg,1989,0.2->0.4,100.00
+++,and,1989,11.28,
->,are,1989,8.5->7.54,11.29
->,atg,1989,11.7->10.43,10.85
->,bdi,1989,1.7->1.89,11.18
->,bfa,1989,0.6->0.72,20.00
->,bhr,1989,7.3->6.25,14.38
->,blz,1989,7.4->5.77,22.03
+++,brb,1989,6.88,
+++,brn,1989,10.5,
+++,btn,1989,1.47,
->,caf,1989,1.8->2.03,12.78
->,che,1989,11.6->10.42,10.17
->,com,1989,2.1->2.85,35.71
->,cri,1989,8.1->7.17,11.48
->,cub,1989,9.9->8.85,10.61
->,cze,1989,12.3->11.04,10.24
->,dji,1989,1.3->1.85,42.31
+++,dma,1989,8.17,
->,eri,1989,1.4->1.8,28.57
->,esp,1989,8->9.01,12.62
->,eth,1989,0.7->1.77,152.86
->,fji,1989,9->8,11.11
+++,fsm,1989,8.36,
->,gab,1989,5.8->6.86,18.28
->,gha,1989,4.8->4.06,15.42
->,gmb,1989,1.4->1.57,12.14
->,gnb,1989,0.8->0.99,23.75
+++,grd,1989,6.88,
->,hti,1989,2.6->3.29,26.54
->,irq,1989,4.2->3.74,10.95
+++,isl,1989,10.91,
->,jam,1989,9.7->8.43,13.09
->,kir,1989,7.6->6.38,16.05
->,kor,1989,11.8->10.34,12.37
->,kwt,1989,6.3->7.31,16.03
->,lao,1989,2.3->3.02,31.30
+++,lby,1989,3.16,
->,lca,1989,8.7->7.72,11.26
->,mhl,1989,7.8->6.56,15.90
->,mli,1989,0.8->0.65,18.75
+++,mlt,1989,8.05,
->,mng,1989,8.9->8,10.11
->,mrt,1989,1.2->2.18,81.67
->,ner,1989,0.5->0.61,22.00
->,npl,1989,0.9->1.37,52.22
->,png,1989,2.6->3.06,17.69
+++,prk,1989,7.27,
->,sau,1989,4.4->5.02,14.09
->,sgp,1989,7.3->8.51,16.58
->,som,1989,0.7->0.88,25.71
+++,ssd,1989,0.52,
->,tcd,1989,0.5->0.69,38.00
->,tls,1989,1.5->3.44,129.33
->,ton,1989,10.1->8.71,13.76
->,ukr,1989,11.9->10.45,12.18
+++,vct,1989,6.88,
->,vnm,1989,6.8->5.83,14.26
->,yem,1989,0.5->0.65,30.00
->,zmb,1989,5->4.32,13.60
->,afg,1990,0.2->0.42,110.00
+++,and,1990,11.45,
->,are,1990,8.8->7.79,11.48
->,atg,1990,11.8->10.6,10.17
->,bdi,1990,1.7->1.96,15.29
->,bhr,1990,7.6->6.46,15.00
->,blz,1990,7.5->5.91,21.20
+++,brb,1990,7.03,
+++,brn,1990,10.67,
+++,btn,1990,1.52,
->,caf,1990,1.9->2.1,10.53
->,cog,1990,5.4->4.84,10.37
->,com,1990,2.3->2.95,28.26
->,cri,1990,8.3->7.3,12.05
->,dji,1990,1.4->1.91,36.43
+++,dma,1990,8.33,
->,eri,1990,1.5->1.85,23.33
->,esp,1990,8.2->9.19,12.07
->,eth,1990,0.8->1.83,128.75
->,fji,1990,9.1->8.14,10.55
+++,fsm,1990,8.52,
->,gab,1990,6->6.99,16.50
->,gha,1990,4.9->4.16,15.10
->,gnb,1990,0.9->1.02,13.33
+++,grd,1990,7.03,
->,guy,1990,7.9->7.08,10.38
->,hti,1990,2.8->3.4,21.43
+++,isl,1990,11.08,
->,jam,1990,9.8->8.61,12.14
->,kir,1990,7.8->6.5,16.67
->,kor,1990,12->10.52,12.33
->,kwt,1990,6.5->7.51,15.54
->,lao,1990,2.4->3.11,29.58
+++,lby,1990,3.25,
->,lca,1990,8.8->7.88,10.45
->,mhl,1990,8->6.7,16.25
->,mli,1990,0.8->0.68,15.00
+++,mlt,1990,8.14,
->,mrt,1990,1.3->2.25,73.08
->,ner,1990,0.5->0.63,26.00
->,npl,1990,1->1.44,44.00
->,png,1990,2.7->3.15,16.67
+++,prk,1990,7.42,
->,sau,1990,4.7->5.18,10.21
->,sgp,1990,7.5->8.72,16.27
->,som,1990,0.7->0.91,30.00
+++,ssd,1990,0.53,
->,tcd,1990,0.6->0.72,20.00
->,tls,1990,1.7->3.54,108.24
->,ton,1990,10.3->8.85,14.08
->,ukr,1990,12->10.62,11.50
+++,vct,1990,7.03,
->,vnm,1990,6.9->5.96,13.62
->,yem,1990,0.5->0.69,38.00
->,zmb,1990,5.1->4.45,12.75
->,afg,1991,0.3->0.43,43.33
+++,and,1991,11.61,
->,are,1991,9->8.05,10.56
->,bdi,1991,1.8->2.02,12.22
->,bfa,1991,0.7->0.78,11.43
->,bhr,1991,7.8->6.67,14.49
->,blz,1991,7.6->6.05,20.39
+++,brb,1991,7.19,
+++,brn,1991,10.83,
+++,btn,1991,1.57,
->,cog,1991,5.6->4.99,10.89
->,com,1991,2.4->3.04,26.67
->,cri,1991,8.4->7.43,11.55
->,dji,1991,1.5->1.97,31.33
+++,dma,1991,8.49,
->,eri,1991,1.6->1.91,19.37
->,esp,1991,8.4->9.38,11.67
->,eth,1991,0.8->1.89,136.25
->,fji,1991,9.3->8.29,10.86
+++,fsm,1991,8.68,
->,gab,1991,6.1->7.13,16.89
->,gha,1991,5.1->4.26,16.47
->,gnb,1991,0.9->1.06,17.78
+++,grd,1991,7.19,
->,guy,1991,8.2->7.21,12.07
->,hti,1991,2.9->3.52,21.38
+++,isl,1991,11.25,
->,jam,1991,10->8.78,12.20
->,kir,1991,8->6.63,17.12
->,kor,1991,12.2->10.7,12.30
->,kwt,1991,6.6->7.72,16.97
->,lao,1991,2.5->3.2,28.00
+++,lby,1991,3.35,
->,mhl,1991,8.1->6.85,15.43
->,mli,1991,0.8->0.7,12.50
+++,mlt,1991,8.23,
->,mrt,1991,1.4->2.32,65.71
->,ner,1991,0.5->0.65,30.00
->,npl,1991,1.1->1.5,36.36
->,png,1991,2.8->3.24,15.71
+++,prk,1991,7.58,
->,pse,1991,8.1->7.26,10.37
->,sgp,1991,7.7->8.94,16.10
->,som,1991,0.7->0.94,34.29
+++,ssd,1991,0.55,
->,tcd,1991,0.6->0.74,23.33
->,tjk,1991,10.1->9.08,10.10
->,tls,1991,1.8->3.65,102.78
->,ton,1991,10.4->8.98,13.65
->,ukr,1991,12.1->10.79,10.83
+++,vct,1991,7.19,
->,vnm,1991,7->6.1,12.86
->,yem,1991,0.6->0.73,21.67
->,zmb,1991,5.2->4.59,11.73
->,afg,1992,0.3->0.45,50.00
+++,and,1992,11.78,
->,are,1992,9.3->8.32,10.54
->,bfa,1992,0.7->0.81,15.71
->,bhr,1992,8.1->6.88,15.06
->,blz,1992,7.7->6.19,19.61
+++,brb,1992,7.34,
+++,brn,1992,11,
+++,btn,1992,1.62,
->,cog,1992,5.8->5.14,11.38
->,com,1992,2.6->3.14,20.77
->,cri,1992,8.6->7.56,12.09
->,dji,1992,1.6->2.03,26.87
+++,dma,1992,8.66,
->,eri,1992,1.7->1.98,16.47
->,esp,1992,8.6->9.57,11.28
->,eth,1992,0.9->1.96,117.78
->,fji,1992,9.4->8.44,10.21
+++,fsm,1992,8.84,
->,gab,1992,6.3->7.26,15.24
->,gha,1992,5.2->4.36,16.15
->,gnb,1992,1->1.1,10.00
+++,grd,1992,7.34,
->,guy,1992,8.4->7.35,12.50
->,hti,1992,3->3.64,21.33
+++,isl,1992,11.42,
->,jam,1992,10.1->8.96,11.29
->,kir,1992,8.2->6.76,17.56
->,kor,1992,12.4->10.88,12.26
->,kwt,1992,6.8->7.94,16.76
->,lao,1992,2.6->3.3,26.92
+++,lby,1992,3.44,
->,mhl,1992,8.2->7.01,14.51
+++,mlt,1992,8.32,
->,mrt,1992,1.5->2.38,58.67
->,ner,1992,0.6->0.68,13.33
->,npl,1992,1.1->1.57,42.73
->,png,1992,3->3.33,11.00
+++,prk,1992,7.74,
->,pse,1992,8.3->7.42,10.60
->,sgp,1992,7.8->9.17,17.56
->,som,1992,0.8->0.97,21.25
+++,ssd,1992,0.57,
->,tcd,1992,0.6->0.77,28.33
->,tls,1992,1.9->3.75,97.37
->,ton,1992,10.6->9.11,14.06
->,ukr,1992,12.2->10.96,10.16
+++,vct,1992,7.34,
->,vnm,1992,7.1->6.23,12.25
->,yem,1992,0.6->0.78,30.00
->,zmb,1992,5.3->4.72,10.94
->,afg,1993,0.3->0.46,53.33
+++,and,1993,11.94,
->,bhr,1993,8.3->7.1,14.46
->,blz,1993,7.8->6.33,18.85
+++,brb,1993,7.5,
+++,brn,1993,11.17,
+++,btn,1993,1.67,
->,cog,1993,6->5.29,11.83
->,com,1993,2.7->3.24,20.00
->,cri,1993,8.7->7.69,11.61
->,dji,1993,1.6->2.1,31.25
+++,dma,1993,8.83,
->,eri,1993,1.8->2.04,13.33
->,eth,1993,0.9->2.02,124.44
->,fji,1993,9.6->8.58,10.62
+++,fsm,1993,9,
->,gab,1993,6.5->7.39,13.69
->,gha,1993,5.3->4.47,15.66
->,gnb,1993,1->1.13,13.00
+++,grd,1993,7.5,
->,guy,1993,8.6->7.48,13.02
->,hti,1993,3.2->3.77,17.81
+++,isl,1993,11.59,
->,jam,1993,10.2->9.13,10.49
->,kir,1993,8.4->6.88,18.10
->,kor,1993,12.6->11.06,12.22
->,kwt,1993,7->8.16,16.57
->,lao,1993,2.7->3.4,25.93
+++,lby,1993,3.55,
->,mhl,1993,8.4->7.16,14.76
->,mli,1993,0.9->0.76,15.56
+++,mlt,1993,8.39,
->,mrt,1993,1.5->2.45,63.33
->,mus,1993,7.4->6.66,10.00
->,ner,1993,0.6->0.7,16.67
->,npl,1993,1.2->1.65,37.50
->,png,1993,3.1->3.42,10.32
+++,prk,1993,7.9,
->,pse,1993,8.5->7.58,10.82
->,sgp,1993,8->9.4,17.50
->,som,1993,0.8->1,25.00
+++,ssd,1993,0.59,
->,tcd,1993,0.7->0.79,12.86
->,tjk,1993,10.4->9.31,10.48
->,tls,1993,2.1->3.86,83.81
->,ton,1993,10.7->9.24,13.64
->,tun,1993,4.3->4.74,10.23
+++,vct,1993,7.5,
->,vnm,1993,7.2->6.36,11.67
->,yem,1993,0.7->0.83,18.57
->,afg,1994,0.3->0.48,60.00
+++,and,1994,12.1,
->,bdi,1994,2->2.24,12.00
->,bhr,1994,8.5->7.32,13.88
->,blz,1994,7.9->6.48,17.97
+++,brb,1994,7.66,
+++,brn,1994,11.33,
+++,btn,1994,1.73,
->,cog,1994,6.2->5.45,12.10
->,com,1994,2.9->3.34,15.17
->,cri,1994,8.9->7.82,12.13
->,dji,1994,1.7->2.17,27.65
+++,dma,1994,8.99,
->,eri,1994,1.9->2.11,11.05
->,eth,1994,1->2.09,109.00
+++,fsm,1994,9.16,
->,gab,1994,6.6->7.51,13.79
->,gha,1994,5.4->4.57,15.37
+++,grd,1994,7.66,
->,guy,1994,8.8->7.61,13.52
->,hti,1994,3.4->3.9,14.71
+++,isl,1994,11.76,
->,kir,1994,8.6->7.01,18.49
->,kor,1994,12.8->11.25,12.11
->,kwt,1994,7.1->8.39,18.17
->,lao,1994,2.8->3.5,25.00
+++,lby,1994,3.65,
->,mhl,1994,8.5->7.31,14.00
->,mli,1994,0.9->0.78,13.33
+++,mlt,1994,8.47,
->,mrt,1994,1.6->2.53,58.12
->,mwi,1994,3.2->2.88,10.00
->,ner,1994,0.6->0.72,20.00
->,npl,1994,1.3->1.72,32.31
+++,prk,1994,8.07,
->,pse,1994,8.7->7.74,11.03
->,sgp,1994,8.1->9.64,19.01
->,som,1994,0.9->1.03,14.44
+++,ssd,1994,0.61,
->,tcd,1994,0.7->0.82,17.14
->,tjk,1994,10.5->9.42,10.29
->,tls,1994,2.2->3.97,80.45
->,ton,1994,10.8->9.37,13.24
->,tun,1994,4.5->5.01,11.33
+++,vct,1994,7.66,
->,vnm,1994,7.3->6.5,10.96
->,yem,1994,0.7->0.89,27.14
->,afg,1995,0.3->0.49,63.33
+++,and,1995,12.26,
->,bfa,1995,0.8->0.91,13.75
->,bhr,1995,8.8->7.54,14.32
->,blz,1995,8->6.63,17.12
+++,brb,1995,7.82,
+++,brn,1995,11.5,
+++,btn,1995,1.78,
->,cog,1995,6.3->5.61,10.95
->,com,1995,3.1->3.45,11.29
->,cri,1995,9->7.94,11.78
->,dji,1995,1.8->2.23,23.89
+++,dma,1995,9.16,
->,eth,1995,1->2.16,116.00
