alternative_gdp_per_capita_ppp_wb,geo,time
674.9,mwi,2006
693.3,mwi,2007
728.8,mwi,2008
770.6,mwi,2009
795.5,mwi,2010
805.4,mwi,2011
4867,mys,1980
5078,mys,1981
5245,mys,1982
5430,mys,1983
5696,mys,1984
5478,mys,1985
5385,mys,1986
5512,mys,1987
5884,mys,1988
6234,mys,1989
6607,mys,1990
7045,mys,1991
7473,mys,1992
8005,mys,1993
8524,mys,1994
9129,mys,1995
9793,mys,1996
10250,mys,1997
9268,mys,1998
9602,mys,1999
10210,mys,2000
10030,mys,2001
10330,mys,2002
10690,mys,2003
11180,mys,2004
11540,mys,2005
12000,mys,2006
12550,mys,2007
12940,mys,2008
12530,mys,2009
13210,mys,2010
13670,mys,2011
3230,mdv,1995
3451,mdv,1996
3736,mdv,1997
4026,mdv,1998
4241,mdv,1999
4368,mdv,2000
4444,mdv,2001
4638,mdv,2002
5304,mdv,2003
5761,mdv,2004
5290,mdv,2005
6238,mdv,2006
6803,mdv,2007
7531,mdv,2008
7080,mdv,2009
7387,mdv,2010
7834,mdv,2011
750.1,mli,1980
702.5,mli,1981
656,mli,1982
673.2,mli,1983
688.8,mli,1984
599.7,mli,1985
639.9,mli,1986
627.4,mli,1987
627.6,mli,1988
690.3,mli,1989
665.1,mli,1990
661.4,mli,1991
699.6,mli,1992
667.2,mli,1993
655.6,mli,1994
677.9,mli,1995
681.1,mli,1996
707.6,mli,1997
729.8,mli,1998
757.1,mli,1999
758.9,mli,2000
825.5,mli,2001
833.8,mli,2002
868.5,mli,2003
860.3,mli,2004
884.6,mli,2005
902.9,mli,2006
913,mli,2007
929.5,mli,2008
942.1,mli,2009
966.9,mli,2010
963.5,mli,2011
10430,mlt,1980
10700,mlt,1981
10710,mlt,1982
10490,mlt,1983
10590,mlt,1984
10680,mlt,1985
10910,mlt,1986
11280,mlt,1987
12130,mlt,1988
12990,mlt,1989
13670,mlt,1990
14390,mlt,1991
14910,mlt,1992
15430,mlt,1993
16160,mlt,1994
17070,mlt,1995
17610,mlt,1996
18410,mlt,1997
19240,mlt,1998
20050,mlt,1999
21290,mlt,2000
20340,mlt,2001
20760,mlt,2002
20650,mlt,2003
20410,mlt,2004
21020,mlt,2005
21350,mlt,2006
22120,mlt,2007
22920,mlt,2008
22200,mlt,2009
22700,mlt,2010
23010,mlt,2011
1967,mrt,1980
1977,mrt,1981
1877,mrt,1982
1892,mrt,1983
1781,mrt,1984
1785,mrt,1985
1837,mrt,1986
1823,mrt,1987
1806,mrt,1988
1843,mrt,1989
1763,mrt,1990
1746,mrt,1991
1731,mrt,1992
1782,mrt,1993
1680,mrt,1994
1794,mrt,1995
1845,mrt,1996
1721,mrt,1997
1749,mrt,1998
1830,mrt,1999
1771,mrt,2000
1755,mrt,2001
1716,mrt,2002
1767,mrt,2003
1817,mrt,2004
1926,mrt,2005
2229,mrt,2006
2206,mrt,2007
2227,mrt,2008
2146,mrt,2009
2204,mrt,2010
2255,mrt,2011
3729,mus,1980
3895,mus,1981
4061,mus,1982
4036,mus,1983
4190,mus,1984
4452,mus,1985
4844,mus,1986
5233,mus,1987
5546,mus,1988
5749,mus,1989
6104,mus,1990
6307,mus,1991
6630,mus,1992
6884,mus,1993
7069,mus,1994
7309,mus,1995
7639,mus,1996
7973,mus,1997
8369,mus,1998
8479,mus,1999
9154,mus,2000
9288,mus,2001
9403,mus,2002
9646,mus,2003
10110,mus,2004
10160,mus,2005
10480,mus,2006
11030,mus,2007
11560,mus,2008
11850,mus,2009
12280,mus,2010
12740,mus,2011
10240,mex,1980
10890,mex,1981
10600,mex,1982
9958,mex,1983
10120,mex,1984
10180,mex,1985
9596,mex,1986
9575,mex,1987
9497,mex,1988
9697,mex,1989
9990,mex,1990
10220,mex,1991
10390,mex,1992
10410,mex,1993
10680,mex,1994
9846,mex,1995
10180,mex,1996
10690,mex,1997
11030,mex,1998
11280,mex,1999
11850,mex,2000
11670,mex,2001
11620,mex,2002
11630,mex,2003
11960,mex,2004
12190,mex,2005
12660,mex,2006
12910,mex,2007
12890,mex,2008
11940,mex,2009
12440,mex,2010
12780,mex,2011
2588,fsm,1986
2558,fsm,1987
2566,fsm,1988
2598,fsm,1989
2634,fsm,1990
2760,fsm,1991
2798,fsm,1992
2953,fsm,1993
2881,fsm,1994
3053,fsm,1995
2940,fsm,1996
2764,fsm,1997
2848,fsm,1998
2904,fsm,1999
3038,fsm,2000
3083,fsm,2001
3086,fsm,2002
3123,fsm,2003
3005,fsm,2004
3054,fsm,2005
3048,fsm,2006
2975,fsm,2007
2896,fsm,2008
2908,fsm,2009
2988,fsm,2010
3017,fsm,2011
3865,mda,1980
3802,mda,1981
4205,mda,1982
4343,mda,1983
4443,mda,1984
4168,mda,1985
4458,mda,1986
4474,mda,1987
4516,mda,1988
4715,mda,1989
4583,mda,1990
3839,mda,1991
2720,mda,1992
2690,mda,1993
1864,mda,1994
1848,mda,1995
1755,mda,1996
1787,mda,1997
1674,mda,1998
1620,mda,1999
1657,mda,2000
1762,mda,2001
1904,mda,2002
2036,mda,2003
2192,mda,2004
2362,mda,2005
2482,mda,2006
2564,mda,2007
2768,mda,2008
2606,mda,2009
2794,mda,2010
2975,mda,2011
1995,mng,1981
2108,mng,1982
2175,mng,1983
2245,mng,1984
2311,mng,1985
2457,mng,1986
2469,mng,1987
2524,mng,1988
2566,mng,1989
2435,mng,1990
2189,mng,1991
1964,mng,1992
1886,mng,1993
1912,mng,1994
2018,mng,1995
2046,mng,1996
2107,mng,1997
2158,mng,1998
2204,mng,1999
2208,mng,2000
2252,mng,2001
2335,mng,2002
2472,mng,2003
2703,mng,2004
2862,mng,2005
3062,mng,2006
3324,mng,2007
3562,mng,2008
3459,mng,2009
3620,mng,2010
4178,mng,2011
7139,mne,1997
7527,mne,1998
6858,mne,1999
7105,mne,2000
7210,mne,2001
7367,mne,2002
7564,mne,2003
7904,mne,2004
8238,mne,2005
8942,mne,2006
9885,mne,2007
10550,mne,2008
9926,mne,2009
10160,mne,2010
10400,mne,2011
2335,mar,1980
2210,mar,1981
2359,mar,1982
2284,mar,1983
2322,mar,1984
2408,mar,1985
2548,mar,1986
2428,mar,1987
2625,mar,1988
2633,mar,1989
2687,mar,1990
2820,mar,1991
2659,mar,1992
2589,mar,1993
2812,mar,1994
2587,mar,1995
2860,mar,1996
2757,mar,1997
2928,mar,1998
2905,mar,1999
2915,mar,2000
3097,mar,2001
3162,mar,2002
3323,mar,2003
3444,mar,2004
3508,mar,2005
3740,mar,2006
3802,mar,2007
3973,mar,2008
4119,mar,2009
4227,mar,2010
4373,mar,2011
434.8,moz,1980
445.7,moz,1981
405.5,moz,1982
334.9,moz,1983
308.3,moz,1984
308.2,moz,1985
300,moz,1986
344.6,moz,1987
373.6,moz,1988
396.7,moz,1989
395.6,moz,1990
405.4,moz,1991
372.6,moz,1992
390.3,moz,1993
401.7,moz,1994
399,moz,1995
416,moz,1996
446.3,moz,1997
482.1,moz,1998
508.3,moz,1999
500.7,moz,2000
545.5,moz,2001
577.9,moz,2002
596.5,moz,2003
626.9,moz,2004
669.5,moz,2005
694.4,moz,2006
727.2,moz,2007
758.7,moz,2008
788.3,moz,2009
822.7,moz,2010
861.3,moz,2011
4928,nam,1980
4868,nam,1981
4747,nam,1982
4554,nam,1983
4419,nam,1984
4298,nam,1985
4330,nam,1986
4295,nam,1987
4144,nam,1988
4045,nam,1989
3987,nam,1990
4165,nam,1991
4324,nam,1992
4114,nam,1993
4289,nam,1994
4337,nam,1995
4345,nam,1996
4396,nam,1997
4413,nam,1998
4443,nam,1999
4489,nam,2000
4447,nam,2001
4572,nam,2002
4683,nam,2003
5168,nam,2004
5205,nam,2005
5472,nam,2006
5658,nam,2007
5739,nam,2008
5608,nam,2009
5870,nam,2010
5986,nam,2011
566.5,npl,1980
599.4,npl,1981
607.5,npl,1982
575.6,npl,1983
616.6,npl,1984
639.2,npl,1985
652.7,npl,1986
648.3,npl,1987
681.8,npl,1988
694.5,npl,1989
709.3,npl,1990
736.2,npl,1991
747.7,npl,1992
757.5,npl,1993
799.6,npl,1994
807,npl,1995
829.1,npl,1996
849.7,npl,1997
854.1,npl,1998
870.5,npl,1999
902.7,npl,2000
924,npl,2001
904.1,npl,2002
918.9,npl,2003
941.2,npl,2004
953.8,npl,2005
966.4,npl,2006
980.3,npl,2007
1021,npl,2008
1048,npl,2009
1079,npl,2010
1102,npl,2011
22270,nld,1980
21950,nld,1981
21570,nld,1982
21940,nld,1983
22520,nld,1984
22990,nld,1985
23500,nld,1986
23810,nld,1987
24470,nld,1988
25400,nld,1989
26280,nld,1990
26710,nld,1991
26960,nld,1992
27110,nld,1993
27740,nld,1994
28460,nld,1995
29300,nld,1996
30390,nld,1997
31390,nld,1998
32650,nld,1999
33690,nld,2000
34080,nld,2001
33890,nld,2002
33840,nld,2003
34480,nld,2004
35100,nld,2005
36240,nld,2006
37580,nld,2007
38110,nld,2008
36570,nld,2009
37000,nld,2010
37250,nld,2011
17390,nzl,1980
17990,nzl,1981
17890,nzl,1982
18160,nzl,1983
18890,nzl,1984
18930,nzl,1985
19330,nzl,1986
19460,nzl,1987
19170,nzl,1988
19000,nzl,1989
18730,nzl,1990
18240,nzl,1991
18250,nzl,1992
19190,nzl,1993
19940,nzl,1994
20500,nzl,1995
20910,nzl,1996
21000,nzl,1997
20900,nzl,1998
21870,nzl,1999
22310,nzl,2000
22970,nzl,2001
23690,nzl,2002
24230,nzl,2003
24770,nzl,2004
25300,nzl,2005
25190,nzl,2006
25670,nzl,2007
25040,nzl,2008
24650,nzl,2009
24820,nzl,2010
2748,nic,1980
2816,nic,1981
2717,nic,1982
2768,nic,1983
2657,nic,1984
2488,nic,1985
2408,nic,1986
2340,nic,1987
2006,nic,1988
1931,nic,1989
1886,nic,1990
1839,nic,1991
1801,nic,1992
1751,nic,1993
1767,nic,1994
1831,nic,1995
1907,nic,1996
1945,nic,1997
1982,nic,1998
2086,nic,1999
2138,nic,2000
2169,nic,2001
2156,nic,2002
2181,nic,2003
2268,nic,2004
2336,nic,2005
2402,nic,2006
2458,nic,2007
2494,nic,2008
2425,nic,2009
2499,nic,2010
2579,nic,2011
941,ner,1980
920.5,ner,1981
909.8,ner,1982
843,ner,1983
682.2,ner,1984
714.8,ner,1985
739.4,ner,1986
719.5,ner,1987
747.5,ner,1988
732.7,ner,1989
701.7,ner,1990
697,ner,1991
630.9,ner,1992
619.3,ner,1993
622.8,ner,1994
617.7,ner,1995
617.2,ner,1996
612.5,ner,1997
653.1,ner,1998
627.1,ner,1999
597.1,ner,2000
617.7,ner,2001
614.6,ner,2002
625.1,ner,2003
604.4,ner,2004
609.8,ner,2005
622.9,ner,2006
621.6,ner,2007
652.1,ner,2008
623.7,ner,2009
650.2,ner,2010
642.1,ner,2011
1645,nga,1980
1391,nga,1981
1353,nga,1982
1250,nga,1983
1160,nga,1984
1241,nga,1985
1240,nga,1986
1200,nga,1987
1285,nga,1988
1343,nga,1989
1417,nga,1990
1448,nga,1991
1455,nga,1992
1452,nga,1993
1419,nga,1994
1420,nga,1995
1447,nga,1996
1452,nga,1997
1445,nga,1998
1427,nga,1999
1469,nga,2000
1479,nga,2001
1465,nga,2002
1577,nga,2003
1702,nga,2004
1750,nga,2005
1813,nga,2006
1882,nga,2007
1946,nga,2008
2030,nga,2009
2135,nga,2010
2221,nga,2011
26200,nor,1980
26520,nor,1981
26450,nor,1982
27390,nor,1983
28920,nor,1984
30380,nor,1985
31490,nor,1986
31900,nor,1987
31680,nor,1988
31860,nor,1989
32360,nor,1990
33210,nor,1991
34180,nor,1992
34920,nor,1993
36480,nor,1994
37810,nor,1995
39540,nor,1996
41440,nor,1997
42300,nor,1998
42870,nor,1999
43970,nor,2000
44620,nor,2001
45050,nor,2002
45230,nor,2003
46740,nor,2004
47630,nor,2005
48400,nor,2006
49180,nor,2007
48580,nor,2008
47170,nor,2009
46910,nor,2010
46980,nor,2011
9818,omn,1980
10860,omn,1981
11460,omn,1982
12670,omn,1983
14050,omn,1984
15280,omn,1985
14940,omn,1986
13880,omn,1987
14180,omn,1988
15260,omn,1989
14660,omn,1990
14920,omn,1991
15510,omn,1992
15800,omn,1993
15900,omn,1994
16320,omn,1995
16620,omn,1996
17560,omn,1997
18050,omn,1998
18060,omn,1999
18990,omn,2000
20280,omn,2001
20590,omn,2002
20360,omn,2003
20670,omn,2004
21050,omn,2005
21660,omn,2006
22500,omn,2007
24650,omn,2008
24230,omn,2009
24560,omn,2010
25330,omn,2011
1224,pak,1980
1277,pak,1981
1314,pak,1982
1356,pak,1983
1377,pak,1984
1432,pak,1985
1461,pak,1986
1505,pak,1987
1569,pak,1988
1597,pak,1989
1620,pak,1990
1656,pak,1991
1738,pak,1992
1724,pak,1993
1744,pak,1994
1784,pak,1995
1822,pak,1996
1792,pak,1997
1791,pak,1998
1811,pak,1999
1845,pak,2000
1843,pak,2001
1867,pak,2002
1922,pak,2003
2028,pak,2004
2145,pak,2005
2237,pak,2006
2322,pak,2007
2317,pak,2008
2357,pak,2009
2411,pak,2010
2424,pak,2011
14570,plw,1991
13280,plw,1992
11320,plw,1993
11820,plw,1994
12760,plw,1995
13740,plw,1996
13720,plw,1997
13700,plw,1998
12710,plw,1999
12550,plw,2000
12570,plw,2001
12020,plw,2002
11790,plw,2003
12300,plw,2004
12910,plw,2005
13230,plw,2006
13430,plw,2007
12710,plw,2008
12370,plw,2009
12540,plw,2010
13180,plw,2011
6558,pan,1980
7000,pan,1981
7212,pan,1982
6739,pan,1983
6774,pan,1984
6960,pan,1985
7059,pan,1986
6790,pan,1987
5762,pan,1988
5734,pan,1989
6073,pan,1990
6509,pan,1991
6900,pan,1992
7128,pan,1993
7182,pan,1994
7161,pan,1995
7214,pan,1996
7528,pan,1997
7921,pan,1998
8071,pan,1999
8132,pan,2000
8025,pan,2001
8053,pan,2002
8240,pan,2003
8703,pan,2004
9167,pan,2005
9778,pan,2006
10780,pan,2007
11680,pan,2008
11860,pan,2009
12640,pan,2010
13770,pan,2011
1927,png,1980
1870,png,1981
1826,png,1982
1834,png,1983
1780,png,1984
1804,png,1985
1841,png,1986
1846,png,1987
1855,png,1988
1785,png,1989
1689,png,1990
1805,png,1991
2005,png,1992
2311,png,1993
2386,png,1994
2249,png,1995
2360,png,1996
2209,png,1997
2070,png,1998
2053,png,1999
1951,png,2000
1899,png,2001
1848,png,2002
1842,png,2003
1846,png,2004
1866,png,2005
1868,png,2006
1956,png,2007
2038,png,2008
2101,png,2009
2217,png,2010
2363,png,2011
4047,pry,1980
4269,pry,1981
3991,pry,1982
3757,pry,1983
3760,pry,1984
3797,pry,1985
3690,pry,1986
3743,pry,1987
3873,pry,1988
3989,pry,1989
4005,pry,1990
4000,pry,1991
4034,pry,1992
4091,pry,1993
4144,pry,1994
4269,pry,1995
4191,pry,1996
4222,pry,1997
4156,pry,1998
4008,pry,1999
3794,pry,2000
3794,pry,2001
3717,pry,2002
3784,pry,2003
3865,pry,2004
3901,pry,2005
3995,pry,2006
4188,pry,2007
4353,pry,2008
4112,pry,2009
4648,pry,2010
4752,pry,2011
6083,per,1980
6361,per,1981
6172,per,1982
5317,per,1983
5465,per,1984
5491,per,1985
5906,per,1986
6238,per,1987
5573,per,1988
4818,per,1989
4477,per,1990
4484,per,1991
4379,per,1992
4502,per,1993
4988,per,1994
5321,per,1995
5360,per,1996
5631,per,1997
5502,per,1998
5465,per,1999
5543,per,2000
5477,per,2001
5676,per,2002
5831,per,2003
6048,per,2004
6387,per,2005
6805,per,2006
7333,per,2007
7967,per,2008
7950,per,2009
8558,per,2010
9049,per,2011
2827,phl,1980
2843,phl,1981
2865,phl,1982
2839,phl,1983
2559,phl,1984
2309,phl,1985
2324,phl,1986
2360,phl,1987
2453,phl,1988
2539,phl,1989
2552,phl,1990
2476,phl,1991
2426,phl,1992
2421,phl,1993
2470,phl,1994
2527,phl,1995
2616,phl,1996
2691,phl,1997
2617,phl,1998
2639,phl,1999
2697,phl,2000
2717,phl,2001
2758,phl,2002
2837,phl,2003
2968,phl,2004
3051,phl,2005
3153,phl,2006
3303,phl,2007
3382,phl,2008
3364,phl,2009
3560,phl,2010
3631,phl,2011
8182,pol,1990
7581,pol,1991
7748,pol,1992
8017,pol,1993
8424,pol,1994
8997,pol,1995
9551,pol,1996
10220,pol,1997
10730,pol,1998
11210,pol,1999
11750,pol,2000
11960,pol,2001
12140,pol,2002
12620,pol,2003
13300,pol,2004
13780,pol,2005
14650,pol,2006
15650,pol,2007
16450,pol,2008
16710,pol,2009
17350,pol,2010
18090,pol,2011
12010,prt,1980
12100,prt,1981
12280,prt,1982
12200,prt,1983
11930,prt,1984
12230,prt,1985
12720,prt,1986
13540,prt,1987
14570,prt,1988
15530,prt,1989
16180,prt,1990
16910,prt,1991
17090,prt,1992
16720,prt,1993
16850,prt,1994
17520,prt,1995
18120,prt,1996
18850,prt,1997
19750,prt,1998
20470,prt,1999
21150,prt,2000
21430,prt,2001
21440,prt,2002
21100,prt,2003
21300,prt,2004
21370,prt,2005
21610,prt,2006
22070,prt,2007
22040,prt,2008
21380,prt,2009
21670,prt,2010
21320,prt,2011
64830,qat,2000
65100,qat,2001
67950,qat,2002
67160,qat,2003
74160,qat,2004
69510,qat,2005
69180,qat,2006
67790,qat,2007
67330,qat,2008
65890,qat,2009
69800,qat,2010
77990,qat,2011
7624,rou,1980
7624,rou,1981
7893,rou,1982
8348,rou,1983
8814,rou,1984
8767,rou,1985
8936,rou,1986
8972,rou,1987
8886,rou,1988
8333,rou,1989
7853,rou,1990
6899,rou,1991
6346,rou,1992
6451,rou,1993
6717,rou,1994
7213,rou,1995
7523,rou,1996
7085,rou,1997
6759,rou,1998
6689,rou,1999
6838,rou,2000
7329,rou,2001
7819,rou,2002
8249,rou,2003
8965,rou,2004
9361,rou,2005
10120,rou,2006
10750,rou,2007
11780,rou,2008
10800,rou,2009
10920,rou,2010
10910,rou,2011
13070,rus,1989
12630,rus,1990
11960,rus,1991
10220,rus,1992
9344,rus,1993
8179,rus,1994
7851,rus,1995
7589,rus,1996
7718,rus,1997
7329,rus,1998
7829,rus,1999
8613,rus,2000
9073,rus,2001
9546,rus,2002
10290,rus,2003
11090,rus,2004
11850,rus,2005
12880,rus,2006
14020,rus,2007
14770,rus,2008
13610,rus,2009
14200,rus,2010
14810,rus,2011
815.2,rwa,1980
833.1,rwa,1981
823.6,rwa,1982
847.2,rwa,1983
785,rwa,1984
789.7,rwa,1985
796.8,rwa,1986
758.9,rwa,1987
760.3,rwa,1988
742.4,rwa,1989
726.1,rwa,1990
732.4,rwa,1991
825.7,rwa,1992
818.1,rwa,1993
431.3,rwa,1994
591.3,rwa,1995
639.9,rwa,1996
671.4,rwa,1997
662.8,rwa,1998
653,rwa,1999
661,rwa,2000
686.7,rwa,2001
741.3,rwa,2002
743.8,rwa,2003
785.4,rwa,2004
840.5,rwa,2005
894.5,rwa,2006
917.5,rwa,2007
990.4,rwa,2008
1000,rwa,2009
1041,rwa,2010
1097,rwa,2011
5564,kna,1980
5582,kna,1981
5452,kna,1982
5447,kna,1983
6153,kna,1984
6688,kna,1985
7495,kna,1986
8176,kna,1987
8948,kna,1988
9662,kna,1989
9915,kna,1990
10010,kna,1991
10390,kna,1992
11140,kna,1993
11760,kna,1994
12250,kna,1995
13090,kna,1996
14020,kna,1997
14400,kna,1998
14390,kna,1999
14110,kna,2000
13830,kna,2001
13790,kna,2002
13860,kna,2003
14350,kna,2004
14960,kna,2005
15580,kna,2006
14630,kna,2007
15030,kna,2008
14010,kna,2009
13470,kna,2010
13290,kna,2011
4290,lca,1980
4369,lca,1981
3831,lca,1982
3938,lca,1983
4792,lca,1984
4445,lca,1985
5030,lca,1986
5055,lca,1987
5588,lca,1988
6011,lca,1989
7321,lca,1990
7412,lca,1991
7866,lca,1992
7909,lca,1993
7866,lca,1994
7971,lca,1995
8310,lca,1996
8198,lca,1997
8588,lca,1998
8690,lca,1999
8562,lca,2000
8026,lca,2001
8211,lca,2002
8300,lca,2003
8669,lca,2004
8941,lca,2005
9350,lca,2006
9350,lca,2007
9739,lca,2008
7995,lca,2009
8268,lca,2010
8231,lca,2011
3291,vct,1980
3463,vct,1981
3600,vct,1982
3730,vct,1983
3921,vct,1984
4131,vct,1985
4376,vct,1986
4545,vct,1987
5177,vct,1988
5279,vct,1989
5523,vct,1990
5541,vct,1991
5948,vct,1992
5951,vct,1993
5771,vct,1994
5829,vct,1995
5909,vct,1996
6697,vct,1997
7049,vct,1998
7362,vct,1999
7493,vct,2000
7653,vct,2001
7935,vct,2002
8163,vct,2003
8683,vct,2004
8852,vct,2005
9681,vct,2006
9970,vct,2007
9900,vct,2008
9665,vct,2009
9482,vct,2010
9482,vct,2011
2478,wsm,1982
2484,wsm,1983
2511,wsm,1984
2601,wsm,1985
2734,wsm,1986
2734,wsm,1987
2679,wsm,1988
2761,wsm,1989
2621,wsm,1990
2542,wsm,1991
2517,wsm,1992
2598,wsm,1993
2509,wsm,1994
2648,wsm,1995
2812,wsm,1996
2805,wsm,1997
2843,wsm,1998
2881,wsm,1999
3059,wsm,2000
3256,wsm,2001
3384,wsm,2002
3532,wsm,2003
3690,wsm,2004
3831,wsm,2005
3896,wsm,2006
4137,wsm,2007
3972,wsm,2008
3891,wsm,2009
3943,wsm,2010
4008,wsm,2011
1219,stp,2001
1339,stp,2002
1390,stp,2003
1459,stp,2004
1416,stp,2005
1488,stp,2006
1553,stp,2007
1668,stp,2008
1707,stp,2009
1753,stp,2010
1805,stp,2011
33900,sau,1980
33320,sau,1981
27800,sau,1982
23980,sau,1983
21930,sau,1984
19910,sau,1985
19950,sau,1986
18350,sau,1987
19100,sau,1988
18440,sau,1989
19300,sau,1990
20390,sau,1991
20690,sau,1992
20120,sau,1993
19770,sau,1994
19400,sau,1995
19750,sau,1996
20010,sau,1997
20320,sau,1998
19840,sau,1999
20320,sau,2000
19800,sau,2001
19110,sau,2002
19770,sau,2003
20020,sau,2004
20410,sau,2005
20410,sau,2006
20240,sau,2007
20560,sau,2008
20090,sau,2009
20530,sau,2010
21430,sau,2011
1533,sen,1980
1569,sen,1981
1646,sen,1982
1515,sen,1983
1526,sen,1984
1531,sen,1985
1532,sen,1986
1578,sen,1987
1522,sen,1988
1535,sen,1989
1480,sen,1990
1473,sen,1991
1447,sen,1992
1424,sen,1993
1384,sen,1994
1419,sen,1995
1410,sen,1996
1417,sen,1997
1464,sen,1998
1518,sen,1999
1527,sen,2000
1556,sen,2001
1525,sen,2002
1583,sen,2003
1631,sen,2004
1677,sen,2005
1674,sen,2006
1708,sen,2007
1725,sen,2008
1714,sen,2009
1738,sen,2010
1737,sen,2011
11600,srb,1990
10450,srb,1991
7564,srb,1992
5220,srb,1993
5326,srb,1994
5648,srb,1995
6112,srb,1996
6782,srb,1997
6903,srb,1998
6152,srb,1999
6501,srb,2000
6858,srb,2001
7144,srb,2002
7354,srb,2003
8056,srb,2004
8517,srb,2005
8858,srb,2006
9375,srb,2007
9772,srb,2008
9468,srb,2009
9597,srb,2010
9809,srb,2011
11320,syc,1980
10270,syc,1981
10060,syc,1982
9797,syc,1983
10160,syc,1984
11200,syc,1985
11110,syc,1986
11510,syc,1987
12050,syc,1988
13290,syc,1989
14100,syc,1990
14330,syc,1991
15170,syc,1992
15870,syc,1993
15490,syc,1994
15080,syc,1995
15590,syc,1996
17250,syc,1997
18340,syc,1998
18320,syc,1999
18930,syc,2000
18480,syc,2001
18150,syc,2002
17260,syc,2003
16830,syc,2004
18000,syc,2005
19280,syc,2006
21030,syc,2007
20360,syc,2008
20380,syc,2009
21950,syc,2010
23170,syc,2011
812,sle,1980
817.5,sle,1981
838.5,sle,1982
803.1,sle,1983
816.7,sle,1984
754.2,sle,1985
742.8,sle,1986
773.7,sle,1987
699.7,sle,1988
690.1,sle,1989
704.3,sle,1990
718.4,sle,1991
584.1,sle,1992
597.1,sle,1993
590.2,sle,1994
545.3,sle,1995
572.6,sle,1996
474.9,sle,1997
466.1,sle,1998
420.4,sle,1999
424.3,sle,2000
482.6,sle,2001
587.6,sle,2002
611.7,sle,2003
628.2,sle,2004
647,sle,2005
671.4,sle,2006
695,sle,2007
716,sle,2008
722.5,sle,2009
741.7,sle,2010
769.2,sle,2011
15120,sgp,1980
15950,sgp,1981
16360,sgp,1982
17540,sgp,1983
18730,sgp,1984
18580,sgp,1985
18840,sgp,1986
20550,sgp,1987
22260,sgp,1988
23820,sgp,1989
25230,sgp,1990
26120,sgp,1991
27120,sgp,1992
29480,sgp,1993
31590,sgp,1994
32880,sgp,1995
33980,sgp,1996
35650,sgp,1997
33710,sgp,1998
35520,sgp,1999
38060,sgp,2000
36620,sgp,2001
37810,sgp,2002
40130,sgp,2003
43260,sgp,2004
45370,sgp,2005
47830,sgp,2006
49940,sgp,2007
48160,sgp,2008
46270,sgp,2009
52170,sgp,2010
53590,sgp,2011
11830,svk,1984
12160,svk,1985
12590,svk,1986
12820,svk,1987
13000,svk,1988
13100,svk,1989
12690,svk,1990
10830,svk,1991
10100,svk,1992
9692,svk,1993
10250,svk,1994
10820,svk,1995
11550,svk,1996
12040,svk,1997
12550,svk,1998
12540,svk,1999
12730,svk,2000
13190,svk,2001
13800,svk,2002
14460,svk,2003
15180,svk,2004
16170,svk,2005
17510,svk,2006
19330,svk,2007
20400,svk,2008
19350,svk,2009
20120,svk,2010
20760,svk,2011
16450,svn,1990
14980,svn,1991
14180,svn,1992
14620,svn,1993
15420,svn,1994
15980,svn,1995
16570,svn,1996
17410,svn,1997
18070,svn,1998
19010,svn,1999
19770,svn,2000
20320,svn,2001
21070,svn,2002
21670,svn,2003
22610,svn,2004
23480,svn,2005
24770,svn,2006
26320,svn,2007
27230,svn,2008
24820,svn,2009
25050,svn,2010
24970,svn,2011
2340,slb,1990
2411,slb,1991
2641,slb,1992
2669,slb,1993
2834,slb,1994
2983,slb,1995
2948,slb,1996
2827,slb,1997
2800,slb,1998
2712,slb,1999
2262,slb,2000
2024,slb,2001
1914,slb,2002
1982,slb,2003
2022,slb,2004
2073,slb,2005
2156,slb,2006
2322,slb,2007
2425,slb,2008
2332,slb,2009
2430,slb,2010
2581,slb,2011
8763,zaf,1980
9011,zaf,1981
8754,zaf,1982
8375,zaf,1983
8576,zaf,1984
8255,zaf,1985
8048,zaf,1986
8014,zaf,1987
8154,zaf,1988
8165,zaf,1989
7975,zaf,1990
7732,zaf,1991
7411,zaf,1992
7346,zaf,1993
7423,zaf,1994
7490,zaf,1995
7641,zaf,1996
7666,zaf,1997
7526,zaf,1998
7520,zaf,1999
7641,zaf,2000
7691,zaf,2001
7864,zaf,2002
7993,zaf,2003
8259,zaf,2004
8597,zaf,2005
8977,zaf,2006
9372,zaf,2007
9604,zaf,2008
9356,zaf,2009
9497,zaf,2010
9678,zaf,2011
15370,esp,1980
15230,esp,1981
15330,esp,1982
15530,esp,1983
15740,esp,1984
16050,esp,1985
16520,esp,1986
17400,esp,1987
18240,esp,1988
19090,esp,1989
19780,esp,1990
20230,esp,1991
20350,esp,1992
20080,esp,1993
20510,esp,1994
21020,esp,1995
21480,esp,1996
22250,esp,1997
23170,esp,1998
24140,esp,1999
25150,esp,2000
25780,esp,2001
26100,esp,2002
26460,esp,2003
26880,esp,2004
27390,esp,2005
28040,esp,2006
28530,esp,2007
28350,esp,2008
27080,esp,2009
26970,esp,2010
27060,esp,2011
1553,lka,1980
1631,lka,1981
1659,lka,1982
1714,lka,1983
1780,lka,1984
1841,lka,1985
1887,lka,1986
1891,lka,1987
1911,lka,1988
1929,lka,1989
2029,lka,1990
2092,lka,1991
2164,lka,1992
2284,lka,1993
2379,lka,1994
2476,lka,1995
2542,lka,1996
2671,lka,1997
2764,lka,1998
2842,lka,1999
3005,lka,2000
