geo,alternative_gdppercapita_ppp_inflation_adjusted_from_pwt,time
ton,2488,1984
ton,2630,1985
ton,2796,1986
ton,2876,1987
ton,2781,1988
ton,2891,1989
ton,3096,1990
ton,3370,1991
ton,3155,1992
ton,3079,1993
ton,3116,1994
ton,3234,1995
ton,3184,1996
ton,3250,1997
ton,3254,1998
ton,3275,1999
ton,3398,2000
ton,3431,2001
ton,3468,2002
ton,3197,2003
tto,3354,1950
tto,3642,1951
tto,3754,1952
tto,3742,1953
tto,3882,1954
tto,4320,1955
tto,4664,1956
tto,5081,1957
tto,5470,1958
tto,5731,1959
tto,6128,1960
tto,6790,1961
tto,6732,1962
tto,7012,1963
tto,7370,1964
tto,7258,1965
tto,7529,1966
tto,7845,1967
tto,8424,1968
tto,8875,1969
tto,8859,1970
tto,8400,1971
tto,9513,1972
tto,9511,1973
tto,9915,1974
tto,10090,1975
tto,10820,1976
tto,11140,1977
tto,12330,1978
tto,12340,1979
tto,13230,1980
tto,13660,1981
tto,13670,1982
tto,11860,1983
tto,11110,1984
tto,10400,1985
tto,9256,1986
tto,9182,1987
tto,9086,1988
tto,8772,1989
tto,9094,1990
tto,9270,1991
tto,9846,1992
tto,9513,1993
tto,10210,1994
tto,10720,1995
tto,10750,1996
tto,10770,1997
tto,10880,1998
tto,12110,1999
tto,14770,2000
tto,14490,2001
tto,13760,2002
tto,18390,2003
tun,2086,1961
tun,2004,1962
tun,2210,1963
tun,2224,1964
tun,2253,1965
tun,2288,1966
tun,2196,1967
tun,2457,1968
tun,2577,1969
tun,2691,1970
tun,2958,1971
tun,3422,1972
tun,3284,1973
tun,3430,1974
tun,3528,1975
tun,3707,1976
tun,3714,1977
tun,3841,1978
tun,3934,1979
tun,4202,1980
tun,4259,1981
tun,4174,1982
tun,4364,1983
tun,4400,1984
tun,4706,1985
tun,4661,1986
tun,4884,1987
tun,4945,1988
tun,4945,1989
tun,5126,1990
tun,5243,1991
tun,5464,1992
tun,5522,1993
tun,5718,1994
tun,5746,1995
tun,6033,1996
tun,6262,1997
tun,6475,1998
tun,6793,1999
tun,6993,2000
tun,7235,2001
tun,7368,2002
tun,7602,2003
tun,7923,2004
tur,1543,1950
tur,1862,1951
tur,1949,1952
tur,2148,1953
tur,1890,1954
tur,2034,1955
tur,2000,1956
tur,2359,1957
tur,2462,1958
tur,2356,1959
tur,2264,1960
tur,2294,1961
tur,2341,1962
tur,2525,1963
tur,2540,1964
tur,2549,1965
tur,2741,1966
tur,2784,1967
tur,2906,1968
tur,2978,1969
tur,3031,1970
tur,3138,1971
tur,3274,1972
tur,3291,1973
tur,3327,1974
tur,3517,1975
tur,3798,1976
tur,3919,1977
tur,3885,1978
tur,3769,1979
tur,3588,1980
tur,3686,1981
tur,3698,1982
tur,3829,1983
tur,3979,1984
tur,4057,1985
tur,4261,1986
tur,4513,1987
tur,4513,1988
tur,4435,1989
tur,4768,1990
tur,4754,1991
tur,4917,1992
tur,5209,1993
tur,4853,1994
tur,5081,1995
tur,5370,1996
tur,5649,1997
tur,5727,1998
tur,5459,1999
tur,5715,2000
tur,5250,2001
tur,5472,2002
tur,5634,2003
tur,5982,2004
tkm,8663,1993
tkm,6432,1994
tkm,6017,1995
tkm,6100,1996
tkm,5377,1997
tkm,5922,1998
tkm,6551,1999
tkm,7624,2000
tkm,7585,2001
tkm,7157,2002
tkm,7342,2003
uga,846.8,1950
uga,903.1,1951
uga,947.4,1952
uga,860,1953
uga,834,1954
uga,846.2,1955
uga,873.5,1956
uga,908,1957
uga,854.2,1958
uga,890.7,1959
uga,873.9,1960
uga,813.6,1961
uga,878.1,1962
uga,922.6,1963
uga,925,1964
uga,939.6,1965
uga,985.2,1966
uga,1019,1967
uga,1030,1968
uga,1059,1969
uga,1059,1970
uga,1024,1971
uga,1067,1972
uga,1076,1973
uga,1040,1974
uga,1034,1975
uga,1018,1976
uga,1020,1977
uga,972.5,1978
uga,786.5,1979
uga,749.5,1980
uga,665.9,1981
uga,703.4,1982
uga,740.6,1983
uga,733.6,1984
uga,681.4,1985
uga,673.6,1986
uga,646.6,1987
uga,644.9,1988
uga,672.5,1989
uga,709.3,1990
uga,729.4,1991
uga,735.9,1992
uga,770.9,1993
uga,898.5,1994
uga,863.8,1995
uga,908.5,1996
uga,950.1,1997
uga,977.4,1998
uga,1032,1999
uga,1058,2000
uga,1076,2001
uga,1093,2002
uga,1114,2003
ukr,7287,1993
ukr,5906,1994
ukr,5189,1995
ukr,4716,1996
ukr,4609,1997
ukr,4557,1998
ukr,4656,1999
ukr,5003,2000
ukr,5590,2001
ukr,5862,2002
ukr,6427,2003
are,9756,1970
are,10800,1971
are,9901,1972
are,15220,1973
are,38430,1974
are,43250,1975
are,43630,1976
are,44560,1977
are,38130,1978
are,42140,1979
are,46960,1980
are,43740,1981
are,36680,1982
are,31560,1983
are,30130,1984
are,27090,1985
are,20160,1986
are,20900,1987
are,19860,1988
are,22000,1989
are,25290,1990
are,24630,1991
are,24710,1992
are,22450,1993
are,24010,1994
are,25350,1995
are,26940,1996
are,28790,1997
are,28590,1998
are,29110,1999
are,32180,2000
are,32850,2001
are,32980,2002
are,35680,2003
gbr,8246,1950
gbr,8590,1951
gbr,8564,1952
gbr,8956,1953
gbr,9223,1954
gbr,9515,1955
gbr,9594,1956
gbr,9701,1957
gbr,9700,1958
gbr,9968,1959
gbr,10350,1960
gbr,10500,1961
gbr,10580,1962
gbr,10910,1963
gbr,11370,1964
gbr,11590,1965
gbr,11740,1966
gbr,11990,1967
gbr,12370,1968
gbr,12550,1969
gbr,12820,1970
gbr,13130,1971
gbr,13530,1972
gbr,14510,1973
gbr,14370,1974
gbr,14260,1975
gbr,14710,1976
gbr,14820,1977
gbr,15330,1978
gbr,15750,1979
gbr,15470,1980
gbr,15310,1981
gbr,15520,1982
gbr,16060,1983
gbr,16430,1984
gbr,16970,1985
gbr,17630,1986
gbr,18400,1987
gbr,19380,1988
gbr,19780,1989
gbr,19860,1990
gbr,19530,1991
gbr,19540,1992
gbr,19960,1993
gbr,20760,1994
gbr,21270,1995
gbr,21810,1996
gbr,22470,1997
gbr,23180,1998
gbr,23800,1999
gbr,24670,2000
gbr,25130,2001
gbr,25520,2002
gbr,26040,2003
gbr,26760,2004
usa,11090,1950
usa,11850,1951
usa,12190,1952
usa,12490,1953
usa,12080,1954
usa,12760,1955
usa,12790,1956
usa,12770,1957
usa,12440,1958
usa,12930,1959
usa,13030,1960
usa,13110,1961
usa,13720,1962
usa,14140,1963
usa,14770,1964
usa,15550,1965
usa,16320,1966
usa,16500,1967
usa,17190,1968
usa,17590,1969
usa,17430,1970
usa,17870,1971
usa,18700,1972
usa,19580,1973
usa,19260,1974
usa,19050,1975
usa,19940,1976
usa,20700,1977
usa,21630,1978
usa,22050,1979
usa,21680,1980
usa,21990,1981
usa,21430,1982
usa,22260,1983
usa,23680,1984
usa,24420,1985
usa,25010,1986
usa,25580,1987
usa,26340,1988
usa,26980,1989
usa,27170,1990
usa,26790,1991
usa,27430,1992
usa,27940,1993
usa,28850,1994
usa,29290,1995
usa,30120,1996
usa,31250,1997
usa,32300,1998
usa,33440,1999
usa,34360,2000
usa,34160,2001
usa,34290,2002
usa,34880,2003
usa,36100,2004
ury,5398,1950
ury,6197,1951
ury,5818,1952
ury,6042,1953
ury,6534,1954
ury,6524,1955
ury,6409,1956
ury,6569,1957
ury,6046,1958
ury,5847,1959
ury,6050,1960
ury,6049,1961
ury,5991,1962
ury,5789,1963
ury,5885,1964
ury,5753,1965
ury,5956,1966
ury,5760,1967
ury,5776,1968
ury,6108,1969
ury,6323,1970
ury,6360,1971
ury,6132,1972
ury,6257,1973
ury,6408,1974
ury,6755,1975
ury,7002,1976
ury,7075,1977
ury,7475,1978
ury,8067,1979
ury,8477,1980
ury,8556,1981
ury,7692,1982
ury,6969,1983
ury,6775,1984
ury,6797,1985
ury,7457,1986
ury,8156,1987
ury,8035,1988
ury,8029,1989
ury,7960,1990
ury,8278,1991
ury,9095,1992
ury,9397,1993
ury,10070,1994
ury,9860,1995
ury,10370,1996
ury,10860,1997
ury,11370,1998
ury,11010,1999
ury,10740,2000
ury,10280,2001
ury,8759,2002
ury,8856,2003
ury,9878,2004
uzb,4181,1990
uzb,4061,1991
uzb,3081,1992
uzb,3792,1993
uzb,3347,1994
uzb,3169,1995
uzb,3189,1996
uzb,3346,1997
uzb,3394,1998
uzb,3580,1999
uzb,3543,2000
uzb,3622,2001
uzb,3708,2002
uzb,3915,2003
vut,1818,1970
vut,1808,1971
vut,1803,1972
vut,2043,1973
vut,2667,1974
vut,2465,1975
vut,2438,1976
vut,2341,1977
vut,2667,1978
vut,2672,1979
vut,2298,1980
vut,2325,1981
vut,2499,1982
vut,3099,1983
vut,3171,1984
vut,2950,1985
vut,2990,1986
vut,2636,1987
vut,2640,1988
vut,2659,1989
vut,2679,1990
vut,2942,1991
vut,3109,1992
vut,3147,1993
vut,3114,1994
vut,3164,1995
vut,3066,1996
vut,3217,1997
vut,3377,1998
vut,3111,1999
vut,3235,2000
vut,2752,2001
vut,2586,2002
vut,2873,2003
ven,4588,1950
ven,4869,1951
ven,5148,1952
ven,5172,1953
ven,5415,1954
ven,5650,1955
ven,5972,1956
ven,6449,1957
ven,6271,1958
ven,6390,1959
ven,5968,1960
ven,5976,1961
ven,6244,1962
ven,6414,1963
ven,6900,1964
ven,7031,1965
ven,6824,1966
ven,6871,1967
ven,7193,1968
ven,7374,1969
ven,7761,1970
ven,7067,1971
ven,7124,1972
ven,7650,1973
ven,8316,1974
ven,8592,1975
ven,9127,1976
ven,9496,1977
ven,9446,1978
ven,9233,1979
ven,8815,1980
ven,8672,1981
ven,8338,1982
ven,7786,1983
ven,7714,1984
ven,7517,1985
ven,7740,1986
ven,7825,1987
ven,8102,1988
ven,7270,1989
ven,7484,1990
ven,8063,1991
ven,8351,1992
ven,8119,1993
ven,7683,1994
ven,7792,1995
ven,7507,1996
ven,7817,1997
ven,7693,1998
ven,7193,1999
ven,7323,2000
ven,7468,2001
ven,6760,2002
ven,6251,2003
ven,7068,2004
vnm,1380,1989
vnm,1442,1990
vnm,1476,1991
vnm,1549,1992
vnm,1628,1993
vnm,1691,1994
vnm,1804,1995
vnm,1938,1996
vnm,2033,1997
vnm,2109,1998
vnm,2121,1999
vnm,2189,2000
vnm,2284,2001
vnm,2413,2002
vnm,2561,2003
yem,969.2,1989
yem,975.3,1990
yem,970.6,1991
yem,909.3,1992
yem,871.9,1993
yem,1053,1994
yem,1016,1995
yem,937.4,1996
yem,951.1,1997
yem,954.9,1998
yem,1012,1999
yem,1082,2000
yem,1104,2001
yem,1105,2002
yem,1076,2003
zmb,759.3,1955
zmb,772.7,1956
zmb,923.7,1957
zmb,804,1958
zmb,788.8,1959
zmb,819.5,1960
zmb,853.7,1961
zmb,767.1,1962
zmb,802.8,1963
zmb,919.6,1964
zmb,1081,1965
zmb,1045,1966
zmb,1134,1967
zmb,1104,1968
zmb,918.7,1969
zmb,1147,1970
zmb,1142,1971
zmb,1247,1972
zmb,1281,1973
zmb,1188,1974
zmb,1246,1975
zmb,1415,1976
zmb,1322,1977
zmb,1316,1978
zmb,1319,1979
zmb,1289,1980
zmb,1329,1981
zmb,1296,1982
zmb,1382,1983
zmb,1342,1984
zmb,1233,1985
zmb,1134,1986
zmb,1195,1987
zmb,1196,1988
zmb,1259,1989
zmb,1117,1990
zmb,1150,1991
zmb,1069,1992
zmb,1045,1993
zmb,935.6,1994
zmb,830.8,1995
zmb,837.3,1996
zmb,854.9,1997
zmb,832.3,1998
zmb,835.8,1999
zmb,865.6,2000
zmb,857.9,2001
zmb,904.3,2002
zmb,945.9,2003
zwe,1927,1954
zwe,2028,1955
zwe,2190,1956
zwe,2283,1957
zwe,2258,1958
zwe,2278,1959
zwe,2277,1960
zwe,2343,1961
zwe,2284,1962
zwe,2244,1963
zwe,2233,1964
zwe,2341,1965
zwe,2267,1966
zwe,2230,1967
zwe,1957,1968
zwe,2435,1969
zwe,2880,1970
zwe,3120,1971
zwe,3246,1972
zwe,3306,1973
zwe,3541,1974
zwe,3386,1975
zwe,3190,1976
zwe,2800,1977
zwe,2925,1978
zwe,3168,1979
zwe,3227,1980
zwe,3752,1981
zwe,3614,1982
zwe,3802,1983
zwe,3089,1984
zwe,3064,1985
zwe,2961,1986
zwe,2794,1987
zwe,3029,1988
zwe,3409,1989
zwe,3448,1990
zwe,3823,1991
zwe,3156,1992
zwe,3073,1993
zwe,3159,1994
zwe,2881,1995
zwe,3080,1996
zwe,3135,1997
zwe,3128,1998
zwe,3221,1999
zwe,3256,2000
zwe,3082,2001
zwe,2675,2002
zwe,2438,2003
