geo,alternative_gdppercapita_ppp_inflation_adjusted_from_pwt,time
kwt,23300,1982
kwt,21290,1983
kwt,20710,1984
kwt,19950,1985
kwt,19710,1986
kwt,19880,1987
kwt,19590,1988
kwt,22450,1989
kwt,16420,1990
kwt,21860,1991
kwt,25300,1992
kwt,31000,1993
kwt,30140,1994
kwt,30570,1995
kwt,30510,1996
kwt,28780,1997
kwt,28030,1998
kwt,25350,1999
kwt,25140,2000
kwt,24520,2001
kwt,23140,2002
kwt,26100,2003
kgz,3493,1993
kgz,2763,1994
kgz,2514,1995
kgz,2693,1996
kgz,3182,1997
kgz,3260,1998
kgz,3267,1999
kgz,3389,2000
kgz,3517,2001
kgz,3463,2002
lao,999.3,1970
lao,1017,1971
lao,1035,1972
lao,1002,1973
lao,999.2,1974
lao,979.1,1975
lao,919.8,1976
lao,901.6,1977
lao,829.3,1978
lao,877.8,1979
lao,892.1,1980
lao,969,1981
lao,1005,1982
lao,990.8,1983
lao,1013,1984
lao,1126,1985
lao,1144,1986
lao,1084,1987
lao,1122,1988
lao,1290,1989
lao,1309,1990
lao,1315,1991
lao,1348,1992
lao,1325,1993
lao,1360,1994
lao,1372,1995
lao,1410,1996
lao,1433,1997
lao,1221,1998
lao,1277,1999
lao,1257,2000
lao,1264,2001
lao,1424,2002
lao,1412,2003
lva,6926,1993
lva,7012,1994
lva,7052,1995
lva,7216,1996
lva,7835,1997
lva,8118,1998
lva,8424,1999
lva,8998,2000
lva,9558,2001
lva,10220,2002
lva,10810,2003
lbn,3638,1991
lbn,3485,1992
lbn,3403,1993
lbn,3468,1994
lbn,4699,1995
lbn,5334,1996
lbn,5753,1997
lbn,6054,1998
lbn,6261,1999
lbn,6175,2000
lbn,5657,2001
lbn,6030,2002
lbn,6085,2003
lso,596.9,1960
lso,609.8,1961
lso,662.9,1962
lso,694.7,1963
lso,721,1964
lso,727.3,1965
lso,688.6,1966
lso,761.9,1967
lso,733.2,1968
lso,724.2,1969
lso,712.1,1970
lso,718.7,1971
lso,725.8,1972
lso,878.5,1973
lso,920.2,1974
lso,798.4,1975
lso,836.3,1976
lso,941,1977
lso,1203,1978
lso,1006,1979
lso,1229,1980
lso,1211,1981
lso,1198,1982
lso,1206,1983
lso,1170,1984
lso,1209,1985
lso,1305,1986
lso,1320,1987
lso,1351,1988
lso,1313,1989
lso,1318,1990
lso,1251,1991
lso,1222,1992
lso,1359,1993
lso,1433,1994
lso,1497,1995
lso,1583,1996
lso,1696,1997
lso,1841,1998
lso,1822,1999
lso,1834,2000
lso,1838,2001
lso,1773,2002
lso,2005,2003
lbr,1982,1970
lbr,2040,1971
lbr,2015,1972
lbr,2124,1973
lbr,2009,1974
lbr,1606,1975
lbr,1689,1976
lbr,1653,1977
lbr,1754,1978
lbr,1778,1979
lbr,1693,1980
lbr,1739,1981
lbr,1824,1982
lbr,1607,1983
lbr,1674,1984
lbr,1631,1985
lbr,1515,1986
lbr,1426,1987
lbr,1340,1988
lbr,959,1989
lbr,551.6,1990
lbr,547.6,1991
lbr,338.8,1992
lbr,218.5,1993
lbr,171.4,1994
lbr,170.6,1995
lbr,187,1996
lbr,332.2,1997
lbr,372.6,1998
lbr,408.8,1999
lbr,472.4,2000
lbr,486.8,2001
lbr,494.1,2002
lbr,342.5,2003
lby,10330,2000
ltu,7651,1993
ltu,7073,1994
ltu,7553,1995
ltu,7876,1996
ltu,8307,1997
ltu,8842,1998
ltu,8675,1999
ltu,9161,2000
ltu,9644,2001
ltu,10240,2002
ltu,11150,2003
ltu,12390,2004
lux,10980,1950
lux,10220,1951
lux,10810,1952
lux,11110,1953
lux,10910,1954
lux,11330,1955
lux,11840,1956
lux,12480,1957
lux,12510,1958
lux,12480,1959
lux,12890,1960
lux,13290,1961
lux,13360,1962
lux,13420,1963
lux,14540,1964
lux,14590,1965
lux,14590,1966
lux,14450,1967
lux,15080,1968
lux,16670,1969
lux,16820,1970
lux,17100,1971
lux,18010,1972
lux,19290,1973
lux,19940,1974
lux,18450,1975
lux,18790,1976
lux,19070,1977
lux,19760,1978
lux,20280,1979
lux,20380,1980
lux,20240,1981
lux,20420,1982
lux,21030,1983
lux,22330,1984
lux,22960,1985
lux,25160,1986
lux,26040,1987
lux,28190,1988
lux,30730,1989
lux,32030,1990
lux,34510,1991
lux,34590,1992
lux,35490,1993
lux,36420,1994
lux,36330,1995
lux,36960,1996
lux,39690,1997
lux,42080,1998
lux,44770,1999
lux,48220,2000
lux,48220,2001
lux,48590,2002
lux,49260,2003
lux,50750,2004
mac,7005,1970
mac,7438,1971
mac,8037,1972
mac,8683,1973
mac,9390,1974
mac,10150,1975
mac,10970,1976
mac,11890,1977
mac,12770,1978
mac,13610,1979
mac,14290,1980
mac,14960,1981
mac,15590,1982
mac,16030,1983
mac,16800,1984
mac,16670,1985
mac,17250,1986
mac,19150,1987
mac,20110,1988
mac,20730,1989
mac,21870,1990
mac,21620,1991
mac,23160,1992
mac,23870,1993
mac,24460,1994
mac,25260,1995
mac,25320,1996
mac,24940,1997
mac,23840,1998
mac,22980,1999
mac,24220,2000
mac,24680,2001
mac,26850,2002
mac,30420,2003
mac,37960,2004
mkd,5522,1990
mkd,5337,1991
mkd,4935,1992
mkd,4892,1993
mkd,4847,1994
mkd,4711,1995
mkd,4761,1996
mkd,4760,1997
mkd,4888,1998
mkd,5110,1999
mkd,5271,2000
mkd,5189,2001
mkd,5093,2002
mkd,5253,2003
mdg,1260,1960
mdg,1274,1961
mdg,1302,1962
mdg,1264,1963
mdg,1268,1964
mdg,1236,1965
mdg,1241,1966
mdg,1258,1967
mdg,1320,1968
mdg,1334,1969
mdg,1382,1970
mdg,1395,1971
mdg,1384,1972
mdg,1315,1973
mdg,1294,1974
mdg,1268,1975
mdg,1168,1976
mdg,1173,1977
mdg,1146,1978
mdg,1207,1979
mdg,1175,1980
mdg,1057,1981
mdg,1018,1982
mdg,1013,1983
mdg,1002,1984
mdg,996.4,1985
mdg,976.7,1986
mdg,946.5,1987
mdg,944,1988
mdg,953,1989
mdg,916.4,1990
mdg,937.1,1991
mdg,879.5,1992
mdg,872.7,1993
mdg,846.5,1994
mdg,842.3,1995
mdg,845.3,1996
mdg,853.8,1997
mdg,858.2,1998
mdg,811,1999
mdg,822.9,2000
mdg,833.7,2001
mdg,727,2002
mdg,758.5,2003
mdg,750.6,2004
mwi,421.5,1954
mwi,428.9,1955
mwi,437.4,1956
mwi,453.3,1957
mwi,447.9,1958
mwi,451.4,1959
mwi,457.6,1960
mwi,458.9,1961
mwi,466,1962
mwi,448.9,1963
mwi,457.7,1964
mwi,492.7,1965
mwi,527.4,1966
mwi,545.7,1967
mwi,512.6,1968
mwi,525.4,1969
mwi,470.9,1970
mwi,515.1,1971
mwi,562.2,1972
mwi,579.4,1973
mwi,608.7,1974
mwi,612.3,1975
mwi,632.2,1976
mwi,647.7,1977
mwi,664.1,1978
mwi,709.9,1979
mwi,707.2,1980
mwi,701,1981
mwi,699,1982
mwi,713.2,1983
mwi,715.2,1984
mwi,742,1985
mwi,741.1,1986
mwi,717.4,1987
mwi,680.6,1988
mwi,684.6,1989
mwi,682.3,1990
mwi,686,1991
mwi,602.5,1992
mwi,668.9,1993
mwi,819.1,1994
mwi,828.1,1995
mwi,810.9,1996
mwi,835.3,1997
mwi,827.2,1998
mwi,832.1,1999
mwi,839,2000
mwi,756.4,2001
mwi,749.9,2002
mwi,770.5,2003
mwi,803.4,2004
mys,1715,1955
mys,1744,1956
mys,1718,1957
mys,1655,1958
mys,1776,1959
mys,1829,1960
mys,1910,1961
mys,1963,1962
mys,2047,1963
mys,2110,1964
mys,2207,1965
mys,2316,1966
mys,2331,1967
mys,2436,1968
mys,2506,1969
mys,2572,1970
mys,3084,1971
mys,3300,1972
mys,3574,1973
mys,3756,1974
mys,3763,1975
mys,4116,1976
mys,4295,1977
mys,4469,1978
mys,4752,1979
mys,5010,1980
mys,5206,1981
mys,5363,1982
mys,5550,1983
mys,5796,1984
mys,5688,1985
mys,5659,1986
mys,5840,1987
mys,6162,1988
mys,6555,1989
mys,6924,1990
mys,7290,1991
mys,7818,1992
mys,8271,1993
mys,8789,1994
mys,9335,1995
mys,10070,1996
mys,10500,1997
mys,10240,1998
mys,10850,1999
mys,11410,2000
mys,11340,2001
mys,11600,2002
mys,12130,2003
mdv,626.6,1970
mdv,671,1971
mdv,720.7,1972
mdv,782.9,1973
mdv,852.1,1974
mdv,917.4,1975
mdv,987.9,1976
mdv,1067,1977
mdv,1188,1978
mdv,1276,1979
mdv,1468,1980
mdv,1589,1981
mdv,1491,1982
mdv,1677,1983
mdv,2056,1984
mdv,2247,1985
mdv,2375,1986
mdv,2497,1987
mdv,2621,1988
mdv,2765,1989
mdv,3103,1990
mdv,3226,1991
mdv,3311,1992
mdv,3396,1993
mdv,3500,1994
mdv,3617,1995
mdv,3867,1996
mdv,3970,1997
mdv,4202,1998
mdv,4085,1999
mdv,4530,2000
mdv,4464,2001
mdv,4653,2002
mdv,5154,2003
mdv,5086,2004
mli,786.4,1960
mli,758.1,1961
mli,724.9,1962
mli,750.4,1963
mli,592.4,1964
mli,614.8,1965
mli,617.4,1966
mli,590.9,1967
mli,622.4,1968
mli,617.5,1969
mli,669.8,1970
mli,697,1971
mli,708.8,1972
mli,635,1973
mli,658.4,1974
mli,685.1,1975
mli,721.3,1976
mli,746.3,1977
mli,766.4,1978
mli,796.2,1979
mli,818.6,1980
mli,763.6,1981
mli,713.9,1982
mli,745.6,1983
mli,757.2,1984
mli,729.4,1985
mli,861.8,1986
mli,858.5,1987
mli,829.9,1988
mli,874.4,1989
mli,863.9,1990
mli,874.7,1991
mli,916.6,1992
mli,948.6,1993
mli,921.5,1994
mli,913,1995
mli,992,1996
mli,973.3,1997
mli,1105,1998
mli,1119,1999
mli,1047,2000
mli,1163,2001
mli,1130,2002
mli,1184,2003
mli,1183,2004
mlt,3016,1970
mlt,3163,1971
mlt,3473,1972
mlt,3790,1973
mlt,4113,1974
mlt,5121,1975
mlt,6022,1976
mlt,6726,1977
mlt,7652,1978
mlt,8449,1979
mlt,8570,1980
mlt,8732,1981
mlt,8547,1982
mlt,8905,1983
mlt,9113,1984
mlt,9417,1985
mlt,10080,1986
mlt,10360,1987
mlt,10860,1988
mlt,11660,1989
mlt,11960,1990
mlt,12730,1991
mlt,13740,1992
mlt,14070,1993
mlt,14620,1994
mlt,15080,1995
mlt,15820,1996
mlt,16570,1997
mlt,17260,1998
mlt,18030,1999
mlt,18860,2000
mlt,18770,2001
mlt,19380,2002
mlt,18790,2003
mlt,18640,2004
mrt,1277,1970
mrt,1262,1971
mrt,1243,1972
mrt,1229,1973
mrt,1322,1974
mrt,1376,1975
mrt,1494,1976
mrt,1510,1977
mrt,1382,1978
mrt,1392,1979
mrt,1272,1980
mrt,1321,1981
mrt,1159,1982
mrt,1162,1983
mrt,1160,1984
mrt,1159,1985
mrt,1212,1986
mrt,1204,1987
mrt,1210,1988
mrt,1247,1989
mrt,1237,1990
mrt,1246,1991
mrt,1192,1992
mrt,1323,1993
mrt,1335,1994
mrt,1385,1995
mrt,1398,1996
mrt,1429,1997
mrt,1424,1998
mrt,1486,1999
mrt,1521,2000
mrt,1509,2001
mrt,1502,2002
mrt,1429,2003
mus,5636,1950
mus,5754,1951
mus,5431,1952
mus,5230,1953
mus,4913,1954
mus,4953,1955
mus,4931,1956
mus,4881,1957
mus,4544,1958
mus,4567,1959
mus,3534,1960
mus,4319,1961
mus,4388,1962
mus,4809,1963
mus,4835,1964
mus,4568,1965
mus,4522,1966
mus,4523,1967
mus,4085,1968
mus,4102,1969
mus,4222,1970
mus,4469,1971
mus,4521,1972
mus,5018,1973
mus,5211,1974
mus,5820,1975
mus,6261,1976
mus,6568,1977
mus,6656,1978
mus,6711,1979
mus,6276,1980
mus,6355,1981
mus,6793,1982
mus,6784,1983
mus,6962,1984
mus,7380,1985
mus,7914,1986
mus,8663,1987
mus,9012,1988
mus,9515,1989
mus,9871,1990
mus,10350,1991
mus,10830,1992
mus,11260,1993
mus,11580,1994
mus,12420,1995
mus,12920,1996
mus,13150,1997
mus,13850,1998
mus,14060,1999
mus,15120,2000
mus,16280,2001
mus,15970,2002
mus,16460,2003
mus,16950,2004
mex,2699,1950
mex,2869,1951
mex,2896,1952
mex,2801,1953
mex,3021,1954
mex,3173,1955
mex,3302,1956
mex,3463,1957
mex,3533,1958
mex,3502,1959
mex,3695,1960
mex,3685,1961
mex,3721,1962
mex,3941,1963
mex,4330,1964
mex,4414,1965
mex,4537,1966
mex,4648,1967
mex,4893,1968
mex,4948,1969
mex,5109,1970
mex,5178,1971
mex,5438,1972
mex,5698,1973
mex,5851,1974
mex,6030,1975
mex,6109,1976
mex,6116,1977
mex,6438,1978
mex,6832,1979
mex,7201,1980
mex,7623,1981
mex,7405,1982
mex,6937,1983
mex,7028,1984
mex,7082,1985
mex,6684,1986
mex,6620,1987
mex,6529,1988
mex,6677,1989
mex,6877,1990
mex,7034,1991
mex,7148,1992
mex,7152,1993
mex,7327,1994
mex,6769,1995
mex,6958,1996
mex,7289,1997
mex,7528,1998
mex,7701,1999
mex,8082,2000
mex,7974,2001
mex,7927,2002
mex,7939,2003
mex,8168,2004
fsm,2297,1970
fsm,2279,1971
fsm,2234,1972
fsm,2881,1973
fsm,3245,1974
fsm,3150,1975
fsm,3067,1976
fsm,3047,1977
fsm,3123,1978
fsm,3094,1979
fsm,2785,1980
fsm,2960,1981
fsm,3011,1982
fsm,3300,1983
fsm,3261,1984
fsm,3422,1985
fsm,3516,1986
fsm,3423,1987
fsm,3501,1988
fsm,3402,1989
fsm,3425,1990
fsm,3537,1991
fsm,3569,1992
fsm,3717,1993
fsm,4227,1994
fsm,4275,1995
fsm,4038,1996
fsm,3775,1997
fsm,3735,1998
fsm,3466,1999
fsm,3782,2000
fsm,3794,2001
fsm,3823,2002
fsm,3854,2003
mda,2866,1992
mda,2854,1993
mda,2517,1994
mda,2668,1995
mda,2499,1996
mda,2652,1997
mda,2362,1998
mda,2179,1999
mda,2218,2000
mda,2319,2001
mda,2579,2002
mda,2707,2003
mda,2890,2004
mng,1067,1970
mng,1086,1971
mng,1093,1972
mng,1156,1973
mng,1168,1974
mng,1207,1975
mng,1219,1976
mng,1279,1977
mng,1337,1978
mng,1355,1979
mng,1403,1980
mng,1479,1981
mng,1559,1982
mng,1604,1983
mng,1654,1984
mng,1701,1985
mng,1810,1986
mng,1822,1987
mng,1864,1988
mng,1862,1989
mng,1768,1990
mng,1568,1991
mng,1392,1992
mng,1329,1993
mng,1340,1994
mng,1413,1995
mng,1414,1996
mng,1449,1997
mng,1479,1998
mng,1505,1999
mng,1501,2000
mng,1495,2001
mng,1534,2002
mng,1597,2003
mar,1302,1950
mar,1264,1951
mar,1298,1952
mar,1325,1953
mar,1336,1954
mar,1291,1955
mar,1282,1956
mar,1243,1957
mar,1271,1958
mar,1319,1959
mar,1313,1960
mar,1529,1961
mar,1717,1962
mar,1918,1963
mar,2051,1964
mar,2001,1965
mar,1955,1966
mar,2069,1967
mar,2246,1968
mar,2317,1969
mar,2286,1970
mar,2358,1971
mar,2420,1972
mar,2460,1973
mar,2491,1974
mar,2565,1975
mar,2760,1976
mar,2806,1977
mar,2972,1978
mar,3074,1979
mar,3092,1980
mar,3046,1981
mar,3247,1982
mar,3175,1983
mar,3219,1984
mar,3279,1985
mar,3531,1986
mar,3362,1987
mar,3608,1988
mar,3606,1989
mar,3636,1990
mar,3826,1991
mar,3587,1992
mar,3503,1993
mar,3825,1994
mar,3485,1995
mar,3831,1996
mar,3643,1997
mar,3825,1998
mar,3749,1999
mar,3720,2000
mar,3893,2001
mar,3952,2002
mar,4060,2003
moz,831.1,1960
moz,835.3,1961
moz,890.6,1962
moz,898.3,1963
moz,908.6,1964
moz,901.4,1965
moz,889.1,1966
moz,974.9,1967
moz,998,1968
moz,1038,1969
moz,1002,1970
moz,1050,1971
moz,1071,1972
moz,1090,1973
moz,1126,1974
moz,1143,1975
moz,1169,1976
moz,1130,1977
moz,1108,1978
moz,1107,1979
moz,1133,1980
moz,1144,1981
moz,1089,1982
moz,1010,1983
moz,950.7,1984
moz,834.3,1985
moz,844.3,1986
moz,919.1,1987
moz,1016,1988
moz,1098,1989
moz,1115,1990
moz,1091,1991
moz,988.9,1992
moz,1039,1993
moz,1079,1994
moz,893.1,1995
moz,931.5,1996
moz,1020,1997
moz,1096,1998
moz,1048,1999
moz,1093,2000
moz,1254,2001
moz,1317,2002
moz,1451,2003
nam,5241,1970
nam,5034,1971
nam,4911,1972
nam,4783,1973
nam,4837,1974
nam,5034,1975
nam,4939,1976
nam,5310,1977
nam,5269,1978
nam,5207,1979
nam,4973,1980
nam,5366,1981
nam,5452,1982
nam,5236,1983
nam,5122,1984
nam,4862,1985
nam,5034,1986
nam,5565,1987
nam,5222,1988
nam,4959,1989
nam,4467,1990
nam,4931,1991
nam,4982,1992
nam,4876,1993
nam,4894,1994
nam,4899,1995
nam,4869,1996
nam,4843,1997
nam,4805,1998
nam,4917,1999
nam,5269,2000
nam,5108,2001
nam,5298,2002
nam,5557,2003
npl,817.6,1960
npl,799.4,1961
npl,809.5,1962
npl,797.6,1963
npl,845.7,1964
npl,831.4,1965
npl,879.8,1966
npl,847,1967
npl,834.9,1968
npl,864.6,1969
npl,882.3,1970
npl,861.4,1971
npl,877.9,1972
npl,853.6,1973
npl,876,1974
npl,900.5,1975
npl,894.3,1976
npl,910.3,1977
npl,949.5,1978
npl,952.9,1979
npl,872.1,1980
npl,928.8,1981
npl,964.5,1982
npl,931.5,1983
npl,985.1,1984
npl,1019,1985
npl,1036,1986
npl,1024,1987
npl,1074,1988
npl,1114,1989
npl,1110,1990
npl,1159,1991
npl,1152,1992
npl,1180,1993
npl,1235,1994
npl,1269,1995
npl,1301,1996
npl,1332,1997
npl,1335,1998
npl,1381,1999
npl,1421,2000
npl,1477,2001
npl,1435,2002
npl,1441,2003
nld,7854,1950
nld,7737,1951
nld,7582,1952
nld,8207,1953
nld,8847,1954
nld,9312,1955
nld,9772,1956
nld,9842,1957
nld,9315,1958
nld,9633,1959
nld,10480,1960
nld,10420,1961
nld,10930,1962
nld,11170,1963
nld,11970,1964
nld,12400,1965
nld,12540,1966
nld,13050,1967
nld,13740,1968
nld,14370,1969
nld,15040,1970
nld,15430,1971
nld,15580,1972
nld,16160,1973
nld,16640,1974
nld,16490,1975
nld,17080,1976
nld,17490,1977
nld,17850,1978
nld,17990,1979
nld,18130,1980
nld,17670,1981
nld,17340,1982
nld,17580,1983
nld,17980,1984
nld,18380,1985
nld,18890,1986
nld,19100,1987
nld,19510,1988
nld,20310,1989
nld,20970,1990
nld,21320,1991
nld,21470,1992
nld,21440,1993
nld,21910,1994
nld,22430,1995
nld,23010,1996
nld,23750,1997
nld,24650,1998
nld,25510,1999
nld,26290,2000
nld,26490,2001
nld,26350,2002
nld,26150,2003
nld,26480,2004
ant,12020,1970
ant,12140,1971
ant,12260,1972
ant,13050,1973
ant,12730,1974
ant,12120,1975
ant,12400,1976
ant,12930,1977
ant,13930,1978
ant,14230,1979
ant,15320,1980
ant,15320,1981
ant,14920,1982
ant,14670,1983
ant,14250,1984
ant,13710,1985
ant,12540,1986
ant,12770,1987
ant,12700,1988
ant,13450,1989
ant,13710,1990
ant,13780,1991
ant,14180,1992
ant,14770,1993
ant,15480,1994
ant,15350,1995
ant,15130,1996
ant,15070,1997
ant,14860,1998
ant,14560,1999
ant,14010,2000
ant,14070,2001
ant,14020,2002
ant,14080,2003
nzl,10030,1950
nzl,9500,1951
nzl,9423,1952
nzl,9399,1953
nzl,10200,1954
nzl,10370,1955
nzl,10320,1956
nzl,10610,1957
nzl,10560,1958
nzl,10750,1959
nzl,12100,1960
nzl,12510,1961
nzl,12500,1962
nzl,12990,1963
nzl,13380,1964
nzl,14010,1965
nzl,14670,1966
nzl,13780,1967
nzl,13600,1968
nzl,14760,1969
nzl,14360,1970
nzl,14630,1971
nzl,15060,1972
nzl,15910,1973
nzl,16620,1974
nzl,16110,1975
nzl,16170,1976
nzl,15540,1977
nzl,15460,1978
nzl,15480,1979
nzl,15580,1980
nzl,16010,1981
nzl,16010,1982
nzl,16650,1983
nzl,17310,1984
nzl,17190,1985
nzl,17480,1986
nzl,17500,1987
nzl,17660,1988
nzl,17370,1989
nzl,17170,1990
nzl,16860,1991
nzl,16720,1992
nzl,17500,1993
nzl,18140,1994
nzl,18590,1995
nzl,18980,1996
nzl,19360,1997
nzl,19400,1998
nzl,20180,1999
nzl,20420,2000
nzl,20980,2001
nzl,21710,2002
nzl,22200,2003
nzl,22800,2004
nic,3523,1950
nic,3801,1951
nic,4243,1952
nic,4277,1953
nic,4572,1954
nic,4660,1955
nic,4579,1956
nic,4794,1957
nic,4676,1958
nic,4455,1959
nic,4493,1960
nic,4644,1961
nic,4979,1962
nic,5151,1963
nic,5471,1964
nic,5864,1965
nic,5804,1966
nic,6086,1967
nic,6015,1968
nic,6141,1969
nic,6074,1970
nic,6204,1971
nic,6307,1972
nic,6273,1973
nic,6412,1974
nic,6862,1975
nic,6997,1976
nic,6879,1977
nic,6813,1978
nic,5552,1979
nic,5297,1980
nic,5329,1981
nic,5203,1982
nic,5551,1983
nic,5525,1984
nic,5111,1985
nic,5081,1986
nic,4540,1987
nic,4280,1988
nic,3862,1989
nic,3893,1990
nic,3438,1991
nic,3388,1992
nic,3260,1993
nic,3200,1994
nic,3270,1995
nic,3291,1996
nic,3199,1997
nic,3236,1998
nic,3253,1999
nic,3438,2000
nic,3470,2001
nic,3358,2002
nic,3410,2003
nic,3420,2004
ner,1168,1960
ner,1221,1961
ner,1244,1962
ner,1244,1963
ner,1226,1964
ner,1262,1965
ner,1197,1966
ner,1213,1967
ner,1206,1968
ner,1130,1969
ner,1106,1970
ner,1072,1971
ner,1036,1972
ner,890.6,1973
ner,837,1974
ner,1039,1975
ner,1129,1976
ner,1068,1977
ner,1116,1978
ner,1173,1979
ner,1224,1980
ner,1290,1981
ner,1241,1982
ner,1232,1983
ner,1030,1984
ner,1035,1985
ner,1103,1986
ner,1000,1987
ner,988,1988
ner,981.8,1989
ner,997.5,1990
ner,948.4,1991
ner,911.1,1992
ner,871.1,1993
ner,858.5,1994
ner,841.5,1995
ner,805.8,1996
ner,833.8,1997
ner,883.8,1998
ner,884.8,1999
ner,807.5,2000
ner,832.3,2001
ner,826.3,2002
ner,834.8,2003
ner,806.8,2004
nga,713.2,1950
nga,748.6,1951
nga,792.3,1952
nga,791.2,1953
nga,835.9,1954
nga,857.6,1955
nga,827.3,1956
nga,834.9,1957
nga,876.7,1958
nga,907.1,1959
nga,1096,1960
nga,1021,1961
nga,1022,1962
nga,1076,1963
nga,1100,1964
nga,1021,1965
nga,932.6,1966
nga,786.7,1967
nga,787.2,1968
nga,917.7,1969
nga,1031,1970
nga,1087,1971
nga,1116,1972
nga,1132,1973
nga,1260,1974
nga,1189,1975
nga,1227,1976
nga,1319,1977
nga,1264,1978
nga,1069,1979
nga,987.2,1980
nga,1040,1981
nga,1012,1982
nga,955.8,1983
nga,896.6,1984
nga,953.2,1985
nga,948.2,1986
nga,915.3,1987
nga,978.5,1988
nga,1013,1989
nga,1060,1990
nga,1080,1991
nga,1082,1992
nga,1080,1993
nga,1061,1994
nga,946.2,1995
nga,1047,1996
nga,1045,1997
nga,1040,1998
nga,1056,1999
nga,1074,2000
nga,1071,2001
nga,1089,2002
nga,1223,2003
nga,1210,2004
nor,7292,1950
nor,7338,1951
nor,7647,1952
nor,8106,1953
nor,8327,1954
nor,8467,1955
nor,8613,1956
nor,8887,1957
nor,8940,1958
nor,9083,1959
nor,9375,1960
nor,9867,1961
nor,10080,1962
nor,10430,1963
nor,10850,1964
nor,11360,1965
nor,11720,1966
nor,12390,1967
nor,12540,1968
nor,12960,1969
nor,13220,1970
nor,13860,1971
nor,14290,1972
nor,14880,1973
nor,15470,1974
nor,16200,1975
nor,17090,1976
nor,17730,1977
nor,17980,1978
nor,18690,1979
nor,19520,1980
nor,19630,1981
nor,19710,1982
nor,20140,1983
nor,21240,1984
nor,22270,1985
nor,23190,1986
nor,23440,1987
nor,23340,1988
nor,23580,1989
nor,23990,1990
nor,24700,1991
nor,25370,1992
nor,25960,1993
nor,27270,1994
nor,28340,1995
nor,29780,1996
nor,31310,1997
nor,31950,1998
nor,32360,1999
nor,33090,2000
nor,33720,2001
nor,33850,2002
nor,34010,2003
nor,34770,2004
omn,9790,1970
omn,8552,1971
omn,8637,1972
omn,7331,1973
omn,7830,1974
omn,9245,1975
omn,11200,1976
omn,11070,1977
omn,10410,1978
omn,10270,1979
omn,9483,1980
omn,10510,1981
omn,11040,1982
omn,11680,1983
omn,12600,1984
omn,13570,1985
omn,13400,1986
omn,12800,1987
omn,13400,1988
omn,13210,1989
omn,13840,1990
omn,14300,1991
omn,14850,1992
omn,15330,1993
omn,15320,1994
omn,15700,1995
omn,16010,1996
omn,16370,1997
omn,16200,1998
omn,15860,1999
omn,16190,2000
omn,17070,2001
omn,16750,2002
omn,16270,2003
pak,839.5,1950
pak,821.4,1951
pak,819.7,1952
pak,857.3,1953
pak,825.2,1954
pak,806.1,1955
pak,837.2,1956
pak,815.5,1957
pak,810.4,1958
pak,821.4,1959
pak,802.6,1960
pak,812.5,1961
pak,823.2,1962
pak,882.8,1963
pak,937.2,1964
pak,990.1,1965
pak,1032,1966
pak,1056,1967
pak,1091,1968
pak,1094,1969
pak,1235,1970
pak,1243,1971
pak,1293,1972
pak,1293,1973
pak,1288,1974
pak,1337,1975
pak,1349,1976
pak,1418,1977
pak,1417,1978
pak,1504,1979
pak,1591,1980
pak,1634,1981
pak,1703,1982
pak,1758,1983
pak,1839,1984
pak,1891,1985
pak,1972,1986
pak,2074,1987
pak,2148,1988
pak,2163,1989
pak,2197,1990
pak,2255,1991
pak,2278,1992
pak,2296,1993
pak,2362,1994
pak,2425,1995
pak,2383,1996
pak,2405,1997
pak,2435,1998
pak,2486,1999
pak,2477,2000
pak,2450,2001
pak,2507,2002
pak,2592,2003
pak,2685,2004
plw,8692,1980
plw,7740,1981
plw,7948,1982
plw,7803,1983
plw,7920,1984
plw,7129,1985
plw,7005,1986
plw,6774,1987
plw,8022,1988
plw,8174,1989
plw,8558,1990
plw,8698,1991
plw,8628,1992
plw,8603,1993
plw,9028,1994
plw,9786,1995
plw,10570,1996
plw,10610,1997
plw,10610,1998
plw,9497,1999
plw,9357,2000
plw,9611,2001
plw,9558,2002
plw,9550,2003
pan,2106,1950
pan,1968,1951
pan,2091,1952
pan,2198,1953
pan,2196,1954
pan,2311,1955
pan,2290,1956
pan,2387,1957
pan,2265,1958
pan,2185,1959
pan,2520,1960
pan,2704,1961
pan,2859,1962
pan,2919,1963
pan,3018,1964
pan,3178,1965
pan,3293,1966
pan,3492,1967
pan,3710,1968
pan,3722,1969
pan,3834,1970
pan,3958,1971
pan,3903,1972
pan,4152,1973
pan,4037,1974
pan,4240,1975
pan,4319,1976
pan,4628,1977
pan,4808,1978
pan,4881,1979
pan,5763,1980
pan,6095,1981
pan,6229,1982
pan,6116,1983
pan,6166,1984
pan,6458,1985
pan,6537,1986
pan,6533,1987
pan,5958,1988
pan,6077,1989
pan,6146,1990
pan,6815,1991
pan,6942,1992
pan,7020,1993
pan,6958,1994
pan,6929,1995
pan,6925,1996
pan,7250,1997
pan,7677,1998
pan,7824,1999
pan,7935,2000
pan,7946,2001
pan,8051,2002
pan,8243,2003
png,2095,1970
png,2248,1971
png,2594,1972
png,2682,1973
png,2588,1974
png,2561,1975
png,3985,1976
png,3680,1977
png,3837,1978
png,3805,1979
png,3616,1980
png,3548,1981
png,3381,1982
png,3464,1983
png,3394,1984
png,3625,1985
png,3694,1986
png,3677,1987
png,3513,1988
png,3513,1989
