new_births_total_number_estimated,geo,time
40520,mkd,1981
40400,mkd,1982
40140,mkd,1983
39730,mkd,1984
39160,mkd,1985
38490,mkd,1986
37750,mkd,1987
36980,mkd,1988
36200,mkd,1989
35410,mkd,1990
34580,mkd,1991
33680,mkd,1992
32710,mkd,1993
31690,mkd,1994
30670,mkd,1995
29680,mkd,1996
28760,mkd,1997
27950,mkd,1998
27250,mkd,1999
26640,mkd,2000
26080,mkd,2001
25540,mkd,2002
24990,mkd,2003
24430,mkd,2004
23910,mkd,2005
23450,mkd,2006
23110,mkd,2007
22900,mkd,2008
22830,mkd,2009
22860,mkd,2010
22980,mkd,2011
23130,mkd,2012
23260,mkd,2013
23350,mkd,2014
23390,mkd,2015
73200,mdg,1800
73520,mdg,1801
73840,mdg,1802
74160,mdg,1803
74480,mdg,1804
74810,mdg,1805
75130,mdg,1806
75460,mdg,1807
75790,mdg,1808
76120,mdg,1809
76480,mdg,1810
76820,mdg,1811
77170,mdg,1812
77530,mdg,1813
77910,mdg,1814
78300,mdg,1815
78700,mdg,1816
79100,mdg,1817
79530,mdg,1818
79960,mdg,1819
80400,mdg,1820
80860,mdg,1821
81330,mdg,1822
81810,mdg,1823
82310,mdg,1824
82820,mdg,1825
83340,mdg,1826
83870,mdg,1827
84410,mdg,1828
84970,mdg,1829
85540,mdg,1830
86130,mdg,1831
86720,mdg,1832
87310,mdg,1833
87910,mdg,1834
88510,mdg,1835
89120,mdg,1836
89730,mdg,1837
90340,mdg,1838
90960,mdg,1839
91580,mdg,1840
92210,mdg,1841
92840,mdg,1842
93470,mdg,1843
94110,mdg,1844
94760,mdg,1845
95400,mdg,1846
96060,mdg,1847
96720,mdg,1848
97380,mdg,1849
98040,mdg,1850
98710,mdg,1851
99380,mdg,1852
100000,mdg,1853
100700,mdg,1854
101400,mdg,1855
102100,mdg,1856
102800,mdg,1857
103500,mdg,1858
104200,mdg,1859
104900,mdg,1860
105600,mdg,1861
106300,mdg,1862
107000,mdg,1863
107800,mdg,1864
108500,mdg,1865
109200,mdg,1866
110000,mdg,1867
110700,mdg,1868
111500,mdg,1869
112200,mdg,1870
113000,mdg,1871
113700,mdg,1872
114500,mdg,1873
115300,mdg,1874
116000,mdg,1875
116800,mdg,1876
117600,mdg,1877
118400,mdg,1878
119200,mdg,1879
120000,mdg,1880
120800,mdg,1881
121600,mdg,1882
122400,mdg,1883
123300,mdg,1884
124100,mdg,1885
124900,mdg,1886
125800,mdg,1887
126600,mdg,1888
127500,mdg,1889
128300,mdg,1890
129200,mdg,1891
130100,mdg,1892
131000,mdg,1893
131900,mdg,1894
132700,mdg,1895
133600,mdg,1896
134600,mdg,1897
135500,mdg,1898
136400,mdg,1899
137300,mdg,1900
138200,mdg,1901
139200,mdg,1902
140100,mdg,1903
141000,mdg,1904
142000,mdg,1905
143000,mdg,1906
143900,mdg,1907
144900,mdg,1908
145900,mdg,1909
146900,mdg,1910
147800,mdg,1911
148900,mdg,1912
149900,mdg,1913
150900,mdg,1914
151900,mdg,1915
152900,mdg,1916
154000,mdg,1917
155000,mdg,1918
156100,mdg,1919
157100,mdg,1920
158200,mdg,1921
159300,mdg,1922
160400,mdg,1923
161500,mdg,1924
162600,mdg,1925
164100,mdg,1926
165500,mdg,1927
167100,mdg,1928
168700,mdg,1929
170300,mdg,1930
171900,mdg,1931
173500,mdg,1932
175100,mdg,1933
176700,mdg,1934
178300,mdg,1935
179900,mdg,1936
181500,mdg,1937
183100,mdg,1938
184700,mdg,1939
186400,mdg,1940
188000,mdg,1941
189600,mdg,1942
191200,mdg,1943
192800,mdg,1944
194400,mdg,1945
196000,mdg,1946
197600,mdg,1947
199200,mdg,1948
200800,mdg,1949
202500,mdg,1950
204700,mdg,1951
209300,mdg,1952
213900,mdg,1953
218600,mdg,1954
223400,mdg,1955
228300,mdg,1956
233300,mdg,1957
238300,mdg,1958
243500,mdg,1959
248800,mdg,1960
254200,mdg,1961
259900,mdg,1962
265700,mdg,1963
271900,mdg,1964
278400,mdg,1965
285500,mdg,1966
293200,mdg,1967
301500,mdg,1968
310200,mdg,1969
319500,mdg,1970
329200,mdg,1971
339200,mdg,1972
349200,mdg,1973
358900,mdg,1974
367700,mdg,1975
374900,mdg,1976
380200,mdg,1977
384000,mdg,1978
386700,mdg,1979
389300,mdg,1980
393300,mdg,1981
399800,mdg,1982
409300,mdg,1983
422000,mdg,1984
437600,mdg,1985
455100,mdg,1986
473400,mdg,1987
491300,mdg,1988
508300,mdg,1989
524300,mdg,1990
539300,mdg,1991
553700,mdg,1992
568000,mdg,1993
582000,mdg,1994
595400,mdg,1995
608000,mdg,1996
619500,mdg,1997
630000,mdg,1998
639400,mdg,1999
648000,mdg,2000
655900,mdg,2001
663600,mdg,2002
671400,mdg,2003
679600,mdg,2004
688600,mdg,2005
698700,mdg,2006
709800,mdg,2007
721900,mdg,2008
735100,mdg,2009
749300,mdg,2010
764600,mdg,2011
780700,mdg,2012
797300,mdg,2013
814300,mdg,2014
831400,mdg,2015
34450,mwi,1800
34450,mwi,1801
34450,mwi,1802
34450,mwi,1803
34450,mwi,1804
34450,mwi,1805
34450,mwi,1806
34450,mwi,1807
34450,mwi,1808
34450,mwi,1809
34450,mwi,1810
34450,mwi,1811
34450,mwi,1812
34450,mwi,1813
34450,mwi,1814
34450,mwi,1815
34450,mwi,1816
34450,mwi,1817
34450,mwi,1818
34450,mwi,1819
34450,mwi,1820
34450,mwi,1821
34450,mwi,1822
34450,mwi,1823
34450,mwi,1824
34450,mwi,1825
34450,mwi,1826
34450,mwi,1827
34450,mwi,1828
34450,mwi,1829
34450,mwi,1830
34450,mwi,1831
34450,mwi,1832
34450,mwi,1833
34450,mwi,1834
34450,mwi,1835
34450,mwi,1836
34450,mwi,1837
34450,mwi,1838
34450,mwi,1839
34450,mwi,1840
34450,mwi,1841
34450,mwi,1842
34450,mwi,1843
34450,mwi,1844
34450,mwi,1845
34450,mwi,1846
34450,mwi,1847
34450,mwi,1848
34450,mwi,1849
34450,mwi,1850
34470,mwi,1851
34490,mwi,1852
34510,mwi,1853
34540,mwi,1854
34560,mwi,1855
34580,mwi,1856
34600,mwi,1857
34620,mwi,1858
34640,mwi,1859
34670,mwi,1860
34690,mwi,1861
34710,mwi,1862
34730,mwi,1863
34750,mwi,1864
34780,mwi,1865
34800,mwi,1866
34820,mwi,1867
34840,mwi,1868
34860,mwi,1869
34880,mwi,1870
34910,mwi,1871
34930,mwi,1872
34950,mwi,1873
34970,mwi,1874
34990,mwi,1875
35020,mwi,1876
35040,mwi,1877
35060,mwi,1878
35080,mwi,1879
35100,mwi,1880
35120,mwi,1881
35150,mwi,1882
35170,mwi,1883
35190,mwi,1884
35210,mwi,1885
35230,mwi,1886
35260,mwi,1887
35280,mwi,1888
35300,mwi,1889
35320,mwi,1890
35340,mwi,1891
35360,mwi,1892
35390,mwi,1893
35410,mwi,1894
35430,mwi,1895
35450,mwi,1896
35560,mwi,1897
35770,mwi,1898
36070,mwi,1899
36460,mwi,1900
36960,mwi,1901
37300,mwi,1902
38030,mwi,1903
38890,mwi,1904
39890,mwi,1905
41030,mwi,1906
42120,mwi,1907
43320,mwi,1908
44550,mwi,1909
45760,mwi,1910
47010,mwi,1911
48150,mwi,1912
49220,mwi,1913
50320,mwi,1914
51440,mwi,1915
52590,mwi,1916
53760,mwi,1917
54920,mwi,1918
56110,mwi,1919
57320,mwi,1920
58430,mwi,1921
59420,mwi,1922
60300,mwi,1923
61180,mwi,1924
62080,mwi,1925
63610,mwi,1926
65800,mwi,1927
68690,mwi,1928
71700,mwi,1929
75320,mwi,1930
78940,mwi,1931
82550,mwi,1932
86170,mwi,1933
89790,mwi,1934
93400,mwi,1935
97020,mwi,1936
100600,mwi,1937
104300,mwi,1938
107900,mwi,1939
111500,mwi,1940
115100,mwi,1941
118700,mwi,1942
122300,mwi,1943
126000,mwi,1944
129600,mwi,1945
133200,mwi,1946
136800,mwi,1947
140400,mwi,1948
144000,mwi,1949
147700,mwi,1950
149300,mwi,1951
152600,mwi,1952
156200,mwi,1953
160000,mwi,1954
164100,mwi,1955
168300,mwi,1956
172800,mwi,1957
177600,mwi,1958
182500,mwi,1959
187700,mwi,1960
193100,mwi,1961
198800,mwi,1962
204600,mwi,1963
210600,mwi,1964
216700,mwi,1965
222900,mwi,1966
229100,mwi,1967
235400,mwi,1968
241700,mwi,1969
248200,mwi,1970
255000,mwi,1971
261900,mwi,1972
269300,mwi,1973
276900,mwi,1974
284700,mwi,1975
292600,mwi,1976
300500,mwi,1977
308500,mwi,1978
316600,mwi,1979
325400,mwi,1980
335600,mwi,1981
347300,mwi,1982
360600,mwi,1983
375200,mwi,1984
390200,mwi,1985
404800,mwi,1986
418200,mwi,1987
429700,mwi,1988
439000,mwi,1989
446200,mwi,1990
451400,mwi,1991
455300,mwi,1992
458800,mwi,1993
462200,mwi,1994
465900,mwi,1995
470400,mwi,1996
475600,mwi,1997
481600,mwi,1998
488700,mwi,1999
496900,mwi,2000
506300,mwi,2001
516900,mwi,2002
528300,mwi,2003
540400,mwi,2004
552600,mwi,2005
564700,mwi,2006
576400,mwi,2007
587500,mwi,2008
598100,mwi,2009
608300,mwi,2010
618500,mwi,2011
629100,mwi,2012
640500,mwi,2013
652600,mwi,2014
665400,mwi,2015
10990,mys,1800
10990,mys,1801
10990,mys,1802
10990,mys,1803
10990,mys,1804
10990,mys,1805
10990,mys,1806
10990,mys,1807
10990,mys,1808
10990,mys,1809
10990,mys,1810
11000,mys,1811
11020,mys,1812
11060,mys,1813
11100,mys,1814
11160,mys,1815
11230,mys,1816
11310,mys,1817
11400,mys,1818
11510,mys,1819
11630,mys,1820
11760,mys,1821
11900,mys,1822
12060,mys,1823
12240,mys,1824
12420,mys,1825
12630,mys,1826
12840,mys,1827
13080,mys,1828
13320,mys,1829
13590,mys,1830
13870,mys,1831
14160,mys,1832
14450,mys,1833
14750,mys,1834
15050,mys,1835
15360,mys,1836
15680,mys,1837
16000,mys,1838
16340,mys,1839
16670,mys,1840
17020,mys,1841
17370,mys,1842
17730,mys,1843
18100,mys,1844
18470,mys,1845
18850,mys,1846
19240,mys,1847
19640,mys,1848
20050,mys,1849
20460,mys,1850
20890,mys,1851
21320,mys,1852
21760,mys,1853
22210,mys,1854
22670,mys,1855
23140,mys,1856
23620,mys,1857
24100,mys,1858
24600,mys,1859
25110,mys,1860
25650,mys,1861
26230,mys,1862
26830,mys,1863
27480,mys,1864
28150,mys,1865
28870,mys,1866
29630,mys,1867
30420,mys,1868
31260,mys,1869
32150,mys,1870
33080,mys,1871
34070,mys,1872
34890,mys,1873
35980,mys,1874
37120,mys,1875
38320,mys,1876
39410,mys,1877
40750,mys,1878
42160,mys,1879
43630,mys,1880
45000,mys,1881
46560,mys,1882
48180,mys,1883
49710,mys,1884
51440,mys,1885
53220,mys,1886
54940,mys,1887
56850,mys,1888
58820,mys,1889
60860,mys,1890
62980,mys,1891
65160,mys,1892
67420,mys,1893
69770,mys,1894
72190,mys,1895
74620,mys,1896
77060,mys,1897
79500,mys,1898
81960,mys,1899
84430,mys,1900
86920,mys,1901
89450,mys,1902
91930,mys,1903
94410,mys,1904
96900,mys,1905
99450,mys,1906
101900,mys,1907
104700,mys,1908
107500,mys,1909
110100,mys,1910
112900,mys,1911
115300,mys,1912
117500,mys,1913
119800,mys,1914
122200,mys,1915
124600,mys,1916
127100,mys,1917
129700,mys,1918
132300,mys,1919
135000,mys,1920
136700,mys,1921
138500,mys,1922
140400,mys,1923
142300,mys,1924
144000,mys,1925
145900,mys,1926
147900,mys,1927
149900,mys,1928
151900,mys,1929
157300,mys,1930
162700,mys,1931
168100,mys,1932
173500,mys,1933
178900,mys,1934
184300,mys,1935
189700,mys,1936
195100,mys,1937
200500,mys,1938
205900,mys,1939
211200,mys,1940
216600,mys,1941
222000,mys,1942
227400,mys,1943
232800,mys,1944
238200,mys,1945
243600,mys,1946
249000,mys,1947
254400,mys,1948
259800,mys,1949
265200,mys,1950
268900,mys,1951
276400,mys,1952
283900,mys,1953
291600,mys,1954
299400,mys,1955
307300,mys,1956
315100,mys,1957
322800,mys,1958
330000,mys,1959
336500,mys,1960
342000,mys,1961
346200,mys,1962
349100,mys,1963
350800,mys,1964
351500,mys,1965
351800,mys,1966
352100,mys,1967
352800,mys,1968
354200,mys,1969
356400,mys,1970
359000,mys,1971
361900,mys,1972
364900,mys,1973
368200,mys,1974
372000,mys,1975
376800,mys,1976
382700,mys,1977
389900,mys,1978
398400,mys,1979
408000,mys,1980
418500,mys,1981
429400,mys,1982
440400,mys,1983
451400,mys,1984
462100,mys,1985
472700,mys,1986
483200,mys,1987
493600,mys,1988
503800,mys,1989
513800,mys,1990
523800,mys,1991
533600,mys,1992
542700,mys,1993
550500,mys,1994
556000,mys,1995
557900,mys,1996
555500,mys,1997
549000,mys,1998
538700,mys,1999
525500,mys,2000
510700,mys,2001
496000,mys,2002
482700,mys,2003
471900,mys,2004
464300,mys,2005
460600,mys,2006
460000,mys,2007
462000,mys,2008
466300,mys,2009
472300,mys,2010
479600,mys,2011
487500,mys,2012
495400,mys,2013
502700,mys,2014
509100,mys,2015
1766,mdv,1800
1766,mdv,1801
1766,mdv,1802
1766,mdv,1803
1766,mdv,1804
1766,mdv,1805
1766,mdv,1806
1766,mdv,1807
1766,mdv,1808
1766,mdv,1809
1766,mdv,1810
1766,mdv,1811
1767,mdv,1812
1769,mdv,1813
1771,mdv,1814
1773,mdv,1815
1776,mdv,1816
1780,mdv,1817
1784,mdv,1818
1788,mdv,1819
1793,mdv,1820
1799,mdv,1821
1805,mdv,1822
1811,mdv,1823
1819,mdv,1824
1826,mdv,1825
1834,mdv,1826
1843,mdv,1827
1852,mdv,1828
1862,mdv,1829
1873,mdv,1830
1884,mdv,1831
1895,mdv,1832
1906,mdv,1833
1917,mdv,1834
1928,mdv,1835
1939,mdv,1836
1951,mdv,1837
1962,mdv,1838
1974,mdv,1839
1985,mdv,1840
1997,mdv,1841
2008,mdv,1842
2020,mdv,1843
2032,mdv,1844
2044,mdv,1845
2056,mdv,1846
2068,mdv,1847
2080,mdv,1848
2092,mdv,1849
2104,mdv,1850
2114,mdv,1851
2124,mdv,1852
2134,mdv,1853
2145,mdv,1854
2155,mdv,1855
2165,mdv,1856
2175,mdv,1857
2186,mdv,1858
2196,mdv,1859
2207,mdv,1860
2217,mdv,1861
2228,mdv,1862
2238,mdv,1863
2249,mdv,1864
2260,mdv,1865
2271,mdv,1866
2281,mdv,1867
2292,mdv,1868
2303,mdv,1869
2314,mdv,1870
2325,mdv,1871
2336,mdv,1872
2347,mdv,1873
2358,mdv,1874
2369,mdv,1875
2381,mdv,1876
2392,mdv,1877
2403,mdv,1878
2415,mdv,1879
2426,mdv,1880
2437,mdv,1881
2449,mdv,1882
2460,mdv,1883
2472,mdv,1884
2484,mdv,1885
2495,mdv,1886
2507,mdv,1887
2519,mdv,1888
2531,mdv,1889
2543,mdv,1890
2555,mdv,1891
2567,mdv,1892
2579,mdv,1893
2591,mdv,1894
2604,mdv,1895
2616,mdv,1896
2628,mdv,1897
2641,mdv,1898
2653,mdv,1899
2666,mdv,1900
2678,mdv,1901
2691,mdv,1902
2704,mdv,1903
2716,mdv,1904
2729,mdv,1905
2742,mdv,1906
2755,mdv,1907
2768,mdv,1908
2781,mdv,1909
2789,mdv,1910
2799,mdv,1911
2796,mdv,1912
2785,mdv,1913
2774,mdv,1914
2763,mdv,1915
2752,mdv,1916
2741,mdv,1917
2734,mdv,1918
2727,mdv,1919
2719,mdv,1920
2725,mdv,1921
2745,mdv,1922
2778,mdv,1923
2812,mdv,1924
2846,mdv,1925
2872,mdv,1926
2902,mdv,1927
2929,mdv,1928
2960,mdv,1929
2951,mdv,1930
2943,mdv,1931
2934,mdv,1932
2925,mdv,1933
2917,mdv,1934
2908,mdv,1935
2899,mdv,1936
2891,mdv,1937
2882,mdv,1938
2873,mdv,1939
2865,mdv,1940
2856,mdv,1941
2847,mdv,1942
2839,mdv,1943
2830,mdv,1944
2821,mdv,1945
2813,mdv,1946
2804,mdv,1947
2795,mdv,1948
2787,mdv,1949
2778,mdv,1950
2923,mdv,1951
3205,mdv,1952
3473,mdv,1953
3726,mdv,1954
3964,mdv,1955
4187,mdv,1956
4396,mdv,1957
4589,mdv,1958
4767,mdv,1959
4929,mdv,1960
5076,mdv,1961
5208,mdv,1962
5326,mdv,1963
5431,mdv,1964
5526,mdv,1965
5610,mdv,1966
5686,mdv,1967
5756,mdv,1968
5823,mdv,1969
5888,mdv,1970
5947,mdv,1971
6002,mdv,1972
6060,mdv,1973
6129,mdv,1974
6226,mdv,1975
6371,mdv,1976
6572,mdv,1977
6830,mdv,1978
7138,mdv,1979
7483,mdv,1980
7851,mdv,1981
8215,mdv,1982
8550,mdv,1983
8840,mdv,1984
9065,mdv,1985
9218,mdv,1986
9299,mdv,1987
9314,mdv,1988
9262,mdv,1989
9142,mdv,1990
8952,mdv,1991
8704,mdv,1992
8413,mdv,1993
8093,mdv,1994
7761,mdv,1995
7431,mdv,1996
7116,mdv,1997
6828,mdv,1998
6582,mdv,1999
6390,mdv,2000
6260,mdv,2001
6189,mdv,2002
6172,mdv,2003
6204,mdv,2004
6286,mdv,2005
6416,mdv,2006
6583,mdv,2007
6773,mdv,2008
6971,mdv,2009
7160,mdv,2010
7323,mdv,2011
7451,mdv,2012
7537,mdv,2013
7573,mdv,2014
7557,mdv,2015
60700,mli,1800
60700,mli,1801
60700,mli,1802
60700,mli,1803
60700,mli,1804
60700,mli,1805
60700,mli,1806
60700,mli,1807
60700,mli,1808
60700,mli,1809
60700,mli,1810
60720,mli,1811
60780,mli,1812
60860,mli,1813
60970,mli,1814
61100,mli,1815
61270,mli,1816
61460,mli,1817
61680,mli,1818
61930,mli,1819
62210,mli,1820
62520,mli,1821
62850,mli,1822
63220,mli,1823
63620,mli,1824
64040,mli,1825
64500,mli,1826
64990,mli,1827
65510,mli,1828
66060,mli,1829
66650,mli,1830
67260,mli,1831
67880,mli,1832
68510,mli,1833
69140,mli,1834
69780,mli,1835
70430,mli,1836
71080,mli,1837
71730,mli,1838
72400,mli,1839
73060,mli,1840
73740,mli,1841
74420,mli,1842
75110,mli,1843
75800,mli,1844
76500,mli,1845
77210,mli,1846
77920,mli,1847
78640,mli,1848
79370,mli,1849
80100,mli,1850
80860,mli,1851
81620,mli,1852
82390,mli,1853
83170,mli,1854
83960,mli,1855
84750,mli,1856
85550,mli,1857
86360,mli,1858
87180,mli,1859
88000,mli,1860
88840,mli,1861
89680,mli,1862
90520,mli,1863
91380,mli,1864
92240,mli,1865
93110,mli,1866
93990,mli,1867
94880,mli,1868
95780,mli,1869
96680,mli,1870
97600,mli,1871
98520,mli,1872
99420,mli,1873
100400,mli,1874
101300,mli,1875
102300,mli,1876
103200,mli,1877
104200,mli,1878
105200,mli,1879
106200,mli,1880
107100,mli,1881
108200,mli,1882
109200,mli,1883
110200,mli,1884
111200,mli,1885
112300,mli,1886
113300,mli,1887
114400,mli,1888
115500,mli,1889
116600,mli,1890
117700,mli,1891
118800,mli,1892
119900,mli,1893
121000,mli,1894
122200,mli,1895
123300,mli,1896
124500,mli,1897
125700,mli,1898
126900,mli,1899
128100,mli,1900
129300,mli,1901
130500,mli,1902
131700,mli,1903
133000,mli,1904
134200,mli,1905
135500,mli,1906
136700,mli,1907
138000,mli,1908
139300,mli,1909
140600,mli,1910
142000,mli,1911
143300,mli,1912
144700,mli,1913
146000,mli,1914
147400,mli,1915
148800,mli,1916
150200,mli,1917
151600,mli,1918
153000,mli,1919
154400,mli,1920
155800,mli,1921
157300,mli,1922
158700,mli,1923
160200,mli,1924
161700,mli,1925
163400,mli,1926
164900,mli,1927
166700,mli,1928
168500,mli,1929
172200,mli,1930
176000,mli,1931
179800,mli,1932
183600,mli,1933
187400,mli,1934
191100,mli,1935
194900,mli,1936
198700,mli,1937
202500,mli,1938
206300,mli,1939
210000,mli,1940
213800,mli,1941
217600,mli,1942
221400,mli,1943
225200,mli,1944
228900,mli,1945
232700,mli,1946
236500,mli,1947
240300,mli,1948
244100,mli,1949
247800,mli,1950
248300,mli,1951
249400,mli,1952
250600,mli,1953
252000,mli,1954
253600,mli,1955
255300,mli,1956
257200,mli,1957
259400,mli,1958
261600,mli,1959
264100,mli,1960
266800,mli,1961
269700,mli,1962
272800,mli,1963
276000,mli,1964
279600,mli,1965
283300,mli,1966
287300,mli,1967
291500,mli,1968
296000,mli,1969
300600,mli,1970
305400,mli,1971
310300,mli,1972
315300,mli,1973
320400,mli,1974
325500,mli,1975
330800,mli,1976
336300,mli,1977
341800,mli,1978
347600,mli,1979
353300,mli,1980
359000,mli,1981
364600,mli,1982
370100,mli,1983
375700,mli,1984
381300,mli,1985
387300,mli,1986
393800,mli,1987
400900,mli,1988
408700,mli,1989
417200,mli,1990
426400,mli,1991
436200,mli,1992
446500,mli,1993
457400,mli,1994
468900,mli,1995
481200,mli,1996
494200,mli,1997
508100,mli,1998
522700,mli,1999
538000,mli,2000
553900,mli,2001
570300,mli,2002
587000,mli,2003
603700,mli,2004
620300,mli,2005
636500,mli,2006
652200,mli,2007
667400,mli,2008
681900,mli,2009
695800,mli,2010
708900,mli,2011
721400,mli,2012
733600,mli,2013
745600,mli,2014
757600,mli,2015
5169,mlt,1800
5169,mlt,1801
5169,mlt,1802
5169,mlt,1803
5169,mlt,1804
5169,mlt,1805
5169,mlt,1806
5169,mlt,1807
5169,mlt,1808
5169,mlt,1809
5169,mlt,1810
5171,mlt,1811
5174,mlt,1812
5179,mlt,1813
5185,mlt,1814
5193,mlt,1815
5203,mlt,1816
5215,mlt,1817
5228,mlt,1818
5243,mlt,1819
5259,mlt,1820
5277,mlt,1821
5297,mlt,1822
5319,mlt,1823
5342,mlt,1824
5368,mlt,1825
5395,mlt,1826
5423,mlt,1827
5454,mlt,1828
5486,mlt,1829
5520,mlt,1830
5556,mlt,1831
5593,mlt,1832
5629,mlt,1833
5666,mlt,1834
5703,mlt,1835
5740,mlt,1836
5777,mlt,1837
5815,mlt,1838
5853,mlt,1839
5891,mlt,1840
5929,mlt,1841
5968,mlt,1842
6007,mlt,1843
6046,mlt,1844
6085,mlt,1845
6125,mlt,1846
6165,mlt,1847
6205,mlt,1848
6246,mlt,1849
6286,mlt,1850
6328,mlt,1851
6369,mlt,1852
6411,mlt,1853
6452,mlt,1854
6495,mlt,1855
6537,mlt,1856
6580,mlt,1857
6623,mlt,1858
6666,mlt,1859
6710,mlt,1860
6753,mlt,1861
6798,mlt,1862
6842,mlt,1863
6887,mlt,1864
6932,mlt,1865
6977,mlt,1866
7023,mlt,1867
7069,mlt,1868
7115,mlt,1869
7161,mlt,1870
7208,mlt,1871
7255,mlt,1872
7302,mlt,1873
7349,mlt,1874
7397,mlt,1875
7446,mlt,1876
7493,mlt,1877
7542,mlt,1878
7592,mlt,1879
7641,mlt,1880
7678,mlt,1881
7702,mlt,1882
7740,mlt,1883
7777,mlt,1884
7802,mlt,1885
7840,mlt,1886
7877,mlt,1887
7902,mlt,1888
7940,mlt,1889
7979,mlt,1890
8004,mlt,1891
8043,mlt,1892
8082,mlt,1893
8121,mlt,1894
8146,mlt,1895
8185,mlt,1896
8225,mlt,1897
8250,mlt,1898
8290,mlt,1899
8803,mlt,1900
8951,mlt,1901
9100,mlt,1902
9252,mlt,1903
9405,mlt,1904
9560,mlt,1905
9392,mlt,1906
9221,mlt,1907
9048,mlt,1908
8873,mlt,1909
8695,mlt,1910
8480,mlt,1911
8262,mlt,1912
8041,mlt,1913
7817,mlt,1914
7589,mlt,1915
7839,mlt,1916
8092,mlt,1917
8348,mlt,1918
8607,mlt,1919
8868,mlt,1920
8864,mlt,1921
8859,mlt,1922
8854,mlt,1923
8848,mlt,1924
8842,mlt,1925
8948,mlt,1926
9055,mlt,1927
9163,mlt,1928
9271,mlt,1929
9278,mlt,1930
9285,mlt,1931
9293,mlt,1932
9300,mlt,1933
9307,mlt,1934
9314,mlt,1935
9321,mlt,1936
9329,mlt,1937
9336,mlt,1938
9343,mlt,1939
9350,mlt,1940
9357,mlt,1941
9364,mlt,1942
9372,mlt,1943
9379,mlt,1944
9386,mlt,1945
9393,mlt,1946
9400,mlt,1947
9408,mlt,1948
9415,mlt,1949
9422,mlt,1950
9368,mlt,1951
9249,mlt,1952
9110,mlt,1953
8950,mlt,1954
8769,mlt,1955
8565,mlt,1956
8338,mlt,1957
8085,mlt,1958
7801,mlt,1959
7484,mlt,1960
7130,mlt,1961
6744,mlt,1962
6335,mlt,1963
5921,mlt,1964
5532,mlt,1965
5198,mlt,1966
4941,mlt,1967
4774,mlt,1968
4703,mlt,1969
4726,mlt,1970
4834,mlt,1971
4999,mlt,1972
5192,mlt,1973
5390,mlt,1974
5570,mlt,1975
5710,mlt,1976
5805,mlt,1977
5854,mlt,1978
5858,mlt,1979
5827,mlt,1980
5780,mlt,1981
5738,mlt,1982
5715,mlt,1983
5715,mlt,1984
5733,mlt,1985
5758,mlt,1986
5773,mlt,1987
5767,mlt,1988
5736,mlt,1989
5679,mlt,1990
5603,mlt,1991
5515,mlt,1992
5421,mlt,1993
5321,mlt,1994
5210,mlt,1995
5080,mlt,1996
4924,mlt,1997
4744,mlt,1998
4547,mlt,1999
4343,mlt,2000
4147,mlt,2001
3972,mlt,2002
3829,mlt,2003
3723,mlt,2004
3654,mlt,2005
3620,mlt,2006
3610,mlt,2007
3614,mlt,2008
3627,mlt,2009
3644,mlt,2010
3661,mlt,2011
3679,mlt,2012
3698,mlt,2013
3716,mlt,2014
3734,mlt,2015
3357,mtq,1800
3357,mtq,1801
3357,mtq,1802
3357,mtq,1803
3357,mtq,1804
3357,mtq,1805
3357,mtq,1806
3357,mtq,1807
3357,mtq,1808
3357,mtq,1809
3357,mtq,1810
3359,mtq,1811
3361,mtq,1812
3365,mtq,1813
3370,mtq,1814
3376,mtq,1815
3383,mtq,1816
3392,mtq,1817
3401,mtq,1818
3412,mtq,1819
3425,mtq,1820
3439,mtq,1821
3454,mtq,1822
3470,mtq,1823
3488,mtq,1824
3506,mtq,1825
3527,mtq,1826
3548,mtq,1827
3571,mtq,1828
3596,mtq,1829
3622,mtq,1830
3649,mtq,1831
3676,mtq,1832
3704,mtq,1833
3731,mtq,1834
3760,mtq,1835
3788,mtq,1836
3816,mtq,1837
3845,mtq,1838
3874,mtq,1839
3903,mtq,1840
3932,mtq,1841
3961,mtq,1842
3991,mtq,1843
4021,mtq,1844
4051,mtq,1845
4082,mtq,1846
4112,mtq,1847
4143,mtq,1848
4174,mtq,1849
4205,mtq,1850
4237,mtq,1851
4269,mtq,1852
4301,mtq,1853
4333,mtq,1854
4365,mtq,1855
4398,mtq,1856
4431,mtq,1857
4464,mtq,1858
4497,mtq,1859
4531,mtq,1860
4565,mtq,1861
4599,mtq,1862
4633,mtq,1863
4668,mtq,1864
4703,mtq,1865
4738,mtq,1866
4774,mtq,1867
4809,mtq,1868
4845,mtq,1869
4882,mtq,1870
4918,mtq,1871
4955,mtq,1872
4991,mtq,1873
5028,mtq,1874
5066,mtq,1875
5104,mtq,1876
5141,mtq,1877
5180,mtq,1878
5218,mtq,1879
5257,mtq,1880
5296,mtq,1881
5336,mtq,1882
5376,mtq,1883
5415,mtq,1884
5456,mtq,1885
5496,mtq,1886
5537,mtq,1887
5578,mtq,1888
5620,mtq,1889
5662,mtq,1890
5705,mtq,1891
5747,mtq,1892
5790,mtq,1893
5834,mtq,1894
5877,mtq,1895
5921,mtq,1896
5965,mtq,1897
6010,mtq,1898
6055,mtq,1899
6100,mtq,1900
6146,mtq,1901
6191,mtq,1902
6238,mtq,1903
6284,mtq,1904
6331,mtq,1905
6379,mtq,1906
6426,mtq,1907
6474,mtq,1908
6522,mtq,1909
