new_births_total_number_estimated,geo,time
6571,mtq,1910
6620,mtq,1911
6669,mtq,1912
6719,mtq,1913
6770,mtq,1914
6820,mtq,1915
6871,mtq,1916
6923,mtq,1917
6975,mtq,1918
7027,mtq,1919
7080,mtq,1920
7133,mtq,1921
7186,mtq,1922
7240,mtq,1923
7295,mtq,1924
7349,mtq,1925
7404,mtq,1926
7448,mtq,1927
7504,mtq,1928
7560,mtq,1929
7647,mtq,1930
7734,mtq,1931
7821,mtq,1932
7909,mtq,1933
7996,mtq,1934
8083,mtq,1935
8170,mtq,1936
8257,mtq,1937
8344,mtq,1938
8431,mtq,1939
8519,mtq,1940
8606,mtq,1941
8693,mtq,1942
8780,mtq,1943
8867,mtq,1944
8954,mtq,1945
9041,mtq,1946
9129,mtq,1947
9216,mtq,1948
9303,mtq,1949
9390,mtq,1950
9480,mtq,1951
9651,mtq,1952
9807,mtq,1953
9945,mtq,1954
10070,mtq,1955
10170,mtq,1956
10260,mtq,1957
10340,mtq,1958
10400,mtq,1959
10450,mtq,1960
10490,mtq,1961
10520,mtq,1962
10530,mtq,1963
10520,mtq,1964
10470,mtq,1965
10380,mtq,1966
10240,mtq,1967
10050,mtq,1968
9795,mtq,1969
9478,mtq,1970
9090,mtq,1971
8640,mtq,1972
8147,mtq,1973
7633,mtq,1974
7129,mtq,1975
6667,mtq,1976
6269,mtq,1977
5954,mtq,1978
5731,mtq,1979
5608,mtq,1980
5583,mtq,1981
5631,mtq,1982
5727,mtq,1983
5850,mtq,1984
5978,mtq,1985
6090,mtq,1986
6173,mtq,1987
6221,mtq,1988
6229,mtq,1989
6198,mtq,1990
6140,mtq,1991
6070,mtq,1992
6004,mtq,1993
5946,mtq,1994
5900,mtq,1995
5863,mtq,1996
5831,mtq,1997
5798,mtq,1998
5762,mtq,1999
5725,mtq,2000
5686,mtq,2001
5647,mtq,2002
5607,mtq,2003
5562,mtq,2004
5509,mtq,2005
5441,mtq,2006
5355,mtq,2007
5250,mtq,2008
5129,mtq,2009
4996,mtq,2010
4857,mtq,2011
4717,mtq,2012
4586,mtq,2013
4468,mtq,2014
4368,mtq,2015
16820,mrt,1800
16820,mrt,1801
16820,mrt,1802
16820,mrt,1803
16820,mrt,1804
16820,mrt,1805
16820,mrt,1806
16820,mrt,1807
16820,mrt,1808
16820,mrt,1809
16820,mrt,1810
16820,mrt,1811
16830,mrt,1812
16840,mrt,1813
16850,mrt,1814
16870,mrt,1815
16890,mrt,1816
16910,mrt,1817
16940,mrt,1818
16970,mrt,1819
17000,mrt,1820
17040,mrt,1821
17080,mrt,1822
17130,mrt,1823
17180,mrt,1824
17230,mrt,1825
17280,mrt,1826
17340,mrt,1827
17400,mrt,1828
17470,mrt,1829
17540,mrt,1830
17610,mrt,1831
17680,mrt,1832
17760,mrt,1833
17830,mrt,1834
17910,mrt,1835
17980,mrt,1836
18060,mrt,1837
18130,mrt,1838
18210,mrt,1839
18280,mrt,1840
18360,mrt,1841
18440,mrt,1842
18510,mrt,1843
18590,mrt,1844
18670,mrt,1845
18750,mrt,1846
18820,mrt,1847
18900,mrt,1848
18980,mrt,1849
19060,mrt,1850
19140,mrt,1851
19220,mrt,1852
19300,mrt,1853
19380,mrt,1854
19460,mrt,1855
19540,mrt,1856
19620,mrt,1857
19700,mrt,1858
19780,mrt,1859
19870,mrt,1860
19950,mrt,1861
20030,mrt,1862
20110,mrt,1863
20200,mrt,1864
20280,mrt,1865
20370,mrt,1866
20450,mrt,1867
20540,mrt,1868
20620,mrt,1869
20710,mrt,1870
20790,mrt,1871
20880,mrt,1872
20960,mrt,1873
21050,mrt,1874
21140,mrt,1875
21230,mrt,1876
21310,mrt,1877
21400,mrt,1878
21490,mrt,1879
21580,mrt,1880
21670,mrt,1881
21760,mrt,1882
21850,mrt,1883
21940,mrt,1884
22030,mrt,1885
22120,mrt,1886
22210,mrt,1887
22300,mrt,1888
22400,mrt,1889
22490,mrt,1890
22580,mrt,1891
22680,mrt,1892
22770,mrt,1893
22860,mrt,1894
22960,mrt,1895
23060,mrt,1896
23150,mrt,1897
23250,mrt,1898
23340,mrt,1899
23440,mrt,1900
23540,mrt,1901
23630,mrt,1902
23730,mrt,1903
23830,mrt,1904
23930,mrt,1905
24030,mrt,1906
24130,mrt,1907
24230,mrt,1908
24330,mrt,1909
24430,mrt,1910
24530,mrt,1911
24630,mrt,1912
24730,mrt,1913
24840,mrt,1914
24940,mrt,1915
25040,mrt,1916
25150,mrt,1917
25250,mrt,1918
25360,mrt,1919
25460,mrt,1920
25570,mrt,1921
25680,mrt,1922
25780,mrt,1923
25890,mrt,1924
26000,mrt,1925
26070,mrt,1926
26140,mrt,1927
26210,mrt,1928
26280,mrt,1929
26540,mrt,1930
26800,mrt,1931
27060,mrt,1932
27320,mrt,1933
27580,mrt,1934
27840,mrt,1935
28100,mrt,1936
28360,mrt,1937
28620,mrt,1938
28880,mrt,1939
29140,mrt,1940
29400,mrt,1941
29660,mrt,1942
29920,mrt,1943
30180,mrt,1944
30440,mrt,1945
30690,mrt,1946
30950,mrt,1947
31210,mrt,1948
31470,mrt,1949
31730,mrt,1950
32390,mrt,1951
33670,mrt,1952
34910,mrt,1953
36100,mrt,1954
37250,mrt,1955
38360,mrt,1956
39430,mrt,1957
40460,mrt,1958
41460,mrt,1959
42430,mrt,1960
43400,mrt,1961
44360,mrt,1962
45340,mrt,1963
46330,mrt,1964
47360,mrt,1965
48440,mrt,1966
49550,mrt,1967
50690,mrt,1968
51880,mrt,1969
53090,mrt,1970
54340,mrt,1971
55620,mrt,1972
56920,mrt,1973
58230,mrt,1974
59540,mrt,1975
60850,mrt,1976
62160,mrt,1977
63460,mrt,1978
64770,mrt,1979
66110,mrt,1980
67480,mrt,1981
68920,mrt,1982
70420,mrt,1983
71990,mrt,1984
73640,mrt,1985
75350,mrt,1986
77110,mrt,1987
78900,mrt,1988
80730,mrt,1989
82580,mrt,1990
84470,mrt,1991
86400,mrt,1992
88370,mrt,1993
90390,mrt,1994
92480,mrt,1995
94650,mrt,1996
96900,mrt,1997
99220,mrt,1998
101600,mrt,1999
104000,mrt,2000
106500,mrt,2001
108900,mrt,2002
111400,mrt,2003
113700,mrt,2004
116000,mrt,2005
118200,mrt,2006
120300,mrt,2007
122300,mrt,2008
124200,mrt,2009
126000,mrt,2010
127700,mrt,2011
129400,mrt,2012
131100,mrt,2013
132700,mrt,2014
134400,mrt,2015
2240,mus,1800
2288,mus,1801
2337,mus,1802
2387,mus,1803
2438,mus,1804
2490,mus,1805
2543,mus,1806
2598,mus,1807
2653,mus,1808
2710,mus,1809
2791,mus,1810
2850,mus,1811
2911,mus,1812
2973,mus,1813
3037,mus,1814
3102,mus,1815
3168,mus,1816
3236,mus,1817
3305,mus,1818
3376,mus,1819
3448,mus,1820
3522,mus,1821
3597,mus,1822
3674,mus,1823
3752,mus,1824
3833,mus,1825
3915,mus,1826
3998,mus,1827
4084,mus,1828
4171,mus,1829
4260,mus,1830
4351,mus,1831
4444,mus,1832
4539,mus,1833
4636,mus,1834
4735,mus,1835
4836,mus,1836
4940,mus,1837
5046,mus,1838
5153,mus,1839
5263,mus,1840
5386,mus,1841
5521,mus,1842
5670,mus,1843
5833,mus,1844
6012,mus,1845
6208,mus,1846
6421,mus,1847
6652,mus,1848
6904,mus,1849
7176,mus,1850
7470,mus,1851
7761,mus,1852
8048,mus,1853
8331,mus,1854
8610,mus,1855
8886,mus,1856
9157,mus,1857
9423,mus,1858
9685,mus,1859
9943,mus,1860
10200,mus,1861
10440,mus,1862
10670,mus,1863
10880,mus,1864
11080,mus,1865
11270,mus,1866
11440,mus,1867
11600,mus,1868
11730,mus,1869
11850,mus,1870
11940,mus,1871
12010,mus,1872
12070,mus,1873
12140,mus,1874
12860,mus,1875
12940,mus,1876
13020,mus,1877
13100,mus,1878
13180,mus,1879
13260,mus,1880
13300,mus,1881
13310,mus,1882
13310,mus,1883
13330,mus,1884
13320,mus,1885
13320,mus,1886
13310,mus,1887
13290,mus,1888
13270,mus,1889
13240,mus,1890
13350,mus,1891
13450,mus,1892
13540,mus,1893
13640,mus,1894
13720,mus,1895
13850,mus,1896
13960,mus,1897
14080,mus,1898
14200,mus,1899
14310,mus,1900
14210,mus,1901
14100,mus,1902
13990,mus,1903
13880,mus,1904
13770,mus,1905
13560,mus,1906
13340,mus,1907
13130,mus,1908
12920,mus,1909
12710,mus,1910
14480,mus,1911
14090,mus,1912
13700,mus,1913
13320,mus,1914
12940,mus,1915
12990,mus,1916
13030,mus,1917
13080,mus,1918
13130,mus,1919
13170,mus,1920
13770,mus,1921
14390,mus,1922
15020,mus,1923
15660,mus,1924
16300,mus,1925
15530,mus,1926
14750,mus,1927
13960,mus,1928
13170,mus,1929
13610,mus,1930
14040,mus,1931
14480,mus,1932
14920,mus,1933
15360,mus,1934
15800,mus,1935
16240,mus,1936
16670,mus,1937
17110,mus,1938
17550,mus,1939
17990,mus,1940
18430,mus,1941
18870,mus,1942
19300,mus,1943
19740,mus,1944
20180,mus,1945
20620,mus,1946
21060,mus,1947
21500,mus,1948
21940,mus,1949
22370,mus,1950
22480,mus,1951
22780,mus,1952
23220,mus,1953
23820,mus,1954
24570,mus,1955
25450,mus,1956
26430,mus,1957
27460,mus,1958
28460,mus,1959
29340,mus,1960
30000,mus,1961
30330,mus,1962
30290,mus,1963
29880,mus,1964
29140,mus,1965
28150,mus,1966
27050,mus,1967
25970,mus,1968
24990,mus,1969
24220,mus,1970
23740,mus,1971
23520,mus,1972
23530,mus,1973
23700,mus,1974
23930,mus,1975
24060,mus,1976
23990,mus,1977
23670,mus,1978
23100,mus,1979
22360,mus,1980
21600,mus,1981
20970,mus,1982
20570,mus,1983
20440,mus,1984
20580,mus,1985
20910,mus,1986
21330,mus,1987
21730,mus,1988
22050,mus,1989
22260,mus,1990
22330,mus,1991
22290,mus,1992
22160,mus,1993
21940,mus,1994
21660,mus,1995
21340,mus,1996
21020,mus,1997
20700,mus,1998
20400,mus,1999
20090,mus,2000
19760,mus,2001
19380,mus,2002
18930,mus,2003
18430,mus,2004
17880,mus,2005
17290,mus,2006
16710,mus,2007
16140,mus,2008
15620,mus,2009
15160,mus,2010
14780,mus,2011
14470,mus,2012
14230,mus,2013
14060,mus,2014
13940,mus,2015
399,myt,1800
399,myt,1801
399,myt,1802
399,myt,1803
399,myt,1804
399,myt,1805
399,myt,1806
399,myt,1807
399,myt,1808
399,myt,1809
399,myt,1810
399,myt,1811
400,myt,1812
400,myt,1813
400,myt,1814
401,myt,1815
401,myt,1816
402,myt,1817
403,myt,1818
403,myt,1819
404,myt,1820
405,myt,1821
406,myt,1822
408,myt,1823
409,myt,1824
410,myt,1825
412,myt,1826
413,myt,1827
415,myt,1828
417,myt,1829
419,myt,1830
421,myt,1831
423,myt,1832
425,myt,1833
427,myt,1834
429,myt,1835
431,myt,1836
433,myt,1837
435,myt,1838
437,myt,1839
439,myt,1840
441,myt,1841
443,myt,1842
445,myt,1843
447,myt,1844
449,myt,1845
451,myt,1846
453,myt,1847
456,myt,1848
458,myt,1849
460,myt,1850
462,myt,1851
464,myt,1852
466,myt,1853
468,myt,1854
470,myt,1855
473,myt,1856
475,myt,1857
477,myt,1858
479,myt,1859
481,myt,1860
483,myt,1861
486,myt,1862
488,myt,1863
490,myt,1864
492,myt,1865
494,myt,1866
497,myt,1867
499,myt,1868
501,myt,1869
503,myt,1870
506,myt,1871
508,myt,1872
510,myt,1873
513,myt,1874
515,myt,1875
517,myt,1876
520,myt,1877
522,myt,1878
524,myt,1879
527,myt,1880
529,myt,1881
532,myt,1882
534,myt,1883
536,myt,1884
539,myt,1885
541,myt,1886
544,myt,1887
546,myt,1888
549,myt,1889
551,myt,1890
554,myt,1891
556,myt,1892
559,myt,1893
561,myt,1894
564,myt,1895
566,myt,1896
569,myt,1897
571,myt,1898
574,myt,1899
577,myt,1900
579,myt,1901
582,myt,1902
584,myt,1903
587,myt,1904
590,myt,1905
592,myt,1906
595,myt,1907
598,myt,1908
600,myt,1909
603,myt,1910
606,myt,1911
609,myt,1912
611,myt,1913
614,myt,1914
617,myt,1915
620,myt,1916
623,myt,1917
626,myt,1918
628,myt,1919
631,myt,1920
634,myt,1921
637,myt,1922
640,myt,1923
643,myt,1924
646,myt,1925
653,myt,1926
659,myt,1927
664,myt,1928
671,myt,1929
669.5,myt,1930
668,myt,1931
666.4,myt,1932
664.9,myt,1933
663.4,myt,1934
661.9,myt,1935
660.3,myt,1936
658.8,myt,1937
657.3,myt,1938
655.8,myt,1939
654.2,myt,1940
652.7,myt,1941
651.2,myt,1942
649.7,myt,1943
648.1,myt,1944
646.6,myt,1945
645.1,myt,1946
643.6,myt,1947
642,myt,1948
640.5,myt,1949
639,myt,1950
653,myt,1951
684,myt,1952
718,myt,1953
756,myt,1954
798,myt,1955
843,myt,1956
893,myt,1957
946,myt,1958
1002,myt,1959
1061,myt,1960
1123,myt,1961
1187,myt,1962
1253,myt,1963
1320,myt,1964
1389,myt,1965
1459,myt,1966
1530,myt,1967
1604,myt,1968
1679,myt,1969
1758,myt,1970
1841,myt,1971
1928,myt,1972
2021,myt,1973
2118,myt,1974
2219,myt,1975
2320,myt,1976
2421,myt,1977
2522,myt,1978
2622,myt,1979
2726,myt,1980
2837,myt,1981
2959,myt,1982
3091,myt,1983
3230,myt,1984
3366,myt,1985
3489,myt,1986
3593,myt,1987
3675,myt,1988
3739,myt,1989
3795,myt,1990
3858,myt,1991
3940,myt,1992
4053,myt,1993
4199,myt,1994
4376,myt,1995
4580,myt,1996
4798,myt,1997
5021,myt,1998
5242,myt,1999
5463,myt,2000
5686,myt,2001
5914,myt,2002
6146,myt,2003
6374,myt,2004
6588,myt,2005
6775,myt,2006
6926,myt,2007
7037,myt,2008
7108,myt,2009
7145,myt,2010
7156,myt,2011
7153,myt,2012
7149,myt,2013
7151,myt,2014
7165,myt,2015
289700,mex,1800
290600,mex,1801
291600,mex,1802
292500,mex,1803
293400,mex,1804
294400,mex,1805
295300,mex,1806
296200,mex,1807
297200,mex,1808
298100,mex,1809
299100,mex,1810
300100,mex,1811
301100,mex,1812
302100,mex,1813
303200,mex,1814
304300,mex,1815
305500,mex,1816
306600,mex,1817
307800,mex,1818
309100,mex,1819
310300,mex,1820
311600,mex,1821
312900,mex,1822
314300,mex,1823
315700,mex,1824
317100,mex,1825
318600,mex,1826
320100,mex,1827
321600,mex,1828
323200,mex,1829
324800,mex,1830
326500,mex,1831
328100,mex,1832
329800,mex,1833
331400,mex,1834
333100,mex,1835
334800,mex,1836
336500,mex,1837
338200,mex,1838
339900,mex,1839
341600,mex,1840
343400,mex,1841
345300,mex,1842
347200,mex,1843
349300,mex,1844
351400,mex,1845
353700,mex,1846
356000,mex,1847
358400,mex,1848
360800,mex,1849
363400,mex,1850
366200,mex,1851
369000,mex,1852
371900,mex,1853
374900,mex,1854
378100,mex,1855
381300,mex,1856
384600,mex,1857
388000,mex,1858
391600,mex,1859
395200,mex,1860
399000,mex,1861
402900,mex,1862
406900,mex,1863
411000,mex,1864
415200,mex,1865
419400,mex,1866
423800,mex,1867
428300,mex,1868
432900,mex,1869
437700,mex,1870
442500,mex,1871
447400,mex,1872
452000,mex,1873
457200,mex,1874
462500,mex,1875
467900,mex,1876
473100,mex,1877
478900,mex,1878
484800,mex,1879
490700,mex,1880
496600,mex,1881
502700,mex,1882
508800,mex,1883
514900,mex,1884
521400,mex,1885
528000,mex,1886
534400,mex,1887
541400,mex,1888
548600,mex,1889
556300,mex,1890
564000,mex,1891
572000,mex,1892
580200,mex,1893
588700,mex,1894
597400,mex,1895
606300,mex,1896
614900,mex,1897
623500,mex,1898
632000,mex,1899
640300,mex,1900
623800,mex,1901
651800,mex,1902
658100,mex,1903
664200,mex,1904
670100,mex,1905
675200,mex,1906
681800,mex,1907
679500,mex,1908
675500,mex,1909
669900,mex,1910
662900,mex,1911
654000,mex,1912
645900,mex,1913
637700,mex,1914
629500,mex,1915
621300,mex,1916
613200,mex,1917
626900,mex,1918
640600,mex,1919
654500,mex,1920
671900,mex,1921
693300,mex,1922
701100,mex,1923
708900,mex,1924
716900,mex,1925
724900,mex,1926
732900,mex,1927
745500,mex,1928
758800,mex,1929
789000,mex,1930
819200,mex,1931
849400,mex,1932
879600,mex,1933
909800,mex,1934
940000,mex,1935
970200,mex,1936
1000000,mex,1937
1031000,mex,1938
1061000,mex,1939
1091000,mex,1940
1121000,mex,1941
1151000,mex,1942
1182000,mex,1943
1212000,mex,1944
1242000,mex,1945
1272000,mex,1946
1303000,mex,1947
1333000,mex,1948
1363000,mex,1949
1393000,mex,1950
1411000,mex,1951
1446000,mex,1952
1482000,mex,1953
1518000,mex,1954
1554000,mex,1955
1591000,mex,1956
1628000,mex,1957
1665000,mex,1958
1702000,mex,1959
1741000,mex,1960
1781000,mex,1961
1823000,mex,1962
1867000,mex,1963
1914000,mex,1964
1965000,mex,1965
2025000,mex,1966
2091000,mex,1967
2164000,mex,1968
2239000,mex,1969
2311000,mex,1970
2374000,mex,1971
2424000,mex,1972
2458000,mex,1973
2475000,mex,1974
2475000,mex,1975
2463000,mex,1976
2443000,mex,1977
2422000,mex,1978
2402000,mex,1979
2387000,mex,1980
2377000,mex,1981
2373000,mex,1982
2374000,mex,1983
2379000,mex,1984
2388000,mex,1985
2401000,mex,1986
2416000,mex,1987
2432000,mex,1988
2447000,mex,1989
2461000,mex,1990
2473000,mex,1991
2485000,mex,1992
2496000,mex,1993
2505000,mex,1994
2511000,mex,1995
2513000,mex,1996
2512000,mex,1997
2507000,mex,1998
2498000,mex,1999
2486000,mex,2000
2472000,mex,2001
2456000,mex,2002
2440000,mex,2003
2424000,mex,2004
2410000,mex,2005
2399000,mex,2006
2390000,mex,2007
2383000,mex,2008
2379000,mex,2009
2375000,mex,2010
2372000,mex,2011
2368000,mex,2012
2363000,mex,2013
2356000,mex,2014
2346000,mex,2015
688,fsm,1800
688,fsm,1801
688,fsm,1802
688,fsm,1803
688,fsm,1804
688,fsm,1805
688,fsm,1806
688,fsm,1807
688,fsm,1808
688,fsm,1809
688,fsm,1810
688,fsm,1811
689,fsm,1812
689,fsm,1813
690,fsm,1814
691,fsm,1815
692,fsm,1816
693,fsm,1817
694,fsm,1818
696,fsm,1819
698,fsm,1820
699,fsm,1821
702,fsm,1822
704,fsm,1823
706,fsm,1824
709,fsm,1825
712,fsm,1826
715,fsm,1827
718,fsm,1828
721,fsm,1829
725,fsm,1830
728,fsm,1831
732,fsm,1832
736,fsm,1833
740,fsm,1834
744,fsm,1835
747,fsm,1836
751,fsm,1837
755,fsm,1838
759,fsm,1839
763,fsm,1840
767,fsm,1841
771,fsm,1842
775,fsm,1843
779,fsm,1844
783,fsm,1845
787,fsm,1846
791,fsm,1847
795,fsm,1848
799,fsm,1849
803,fsm,1850
807,fsm,1851
811,fsm,1852
815,fsm,1853
819,fsm,1854
823,fsm,1855
827,fsm,1856
831,fsm,1857
836,fsm,1858
840,fsm,1859
844,fsm,1860
848,fsm,1861
852,fsm,1862
856,fsm,1863
861,fsm,1864
865,fsm,1865
869,fsm,1866
874,fsm,1867
878,fsm,1868
882,fsm,1869
887,fsm,1870
891,fsm,1871
895,fsm,1872
900,fsm,1873
904,fsm,1874
909,fsm,1875
913,fsm,1876
918,fsm,1877
922,fsm,1878
927,fsm,1879
931,fsm,1880
936,fsm,1881
941,fsm,1882
945,fsm,1883
950,fsm,1884
955,fsm,1885
959,fsm,1886
964,fsm,1887
969,fsm,1888
974,fsm,1889
978,fsm,1890
983,fsm,1891
988,fsm,1892
993,fsm,1893
998,fsm,1894
1003,fsm,1895
1008,fsm,1896
1013,fsm,1897
1018,fsm,1898
1023,fsm,1899
1028,fsm,1900
1033,fsm,1901
1038,fsm,1902
1043,fsm,1903
1048,fsm,1904
1054,fsm,1905
1059,fsm,1906
1064,fsm,1907
1069,fsm,1908
1075,fsm,1909
1080,fsm,1910
1085,fsm,1911
1091,fsm,1912
1096,fsm,1913
1101,fsm,1914
1107,fsm,1915
1112,fsm,1916
1118,fsm,1917
1124,fsm,1918
1130,fsm,1919
1135,fsm,1920
1141,fsm,1921
1147,fsm,1922
1153,fsm,1923
1159,fsm,1924
1165,fsm,1925
1180,fsm,1926
1195,fsm,1927
1210,fsm,1928
1227,fsm,1929
1245,fsm,1930
1264,fsm,1931
1282,fsm,1932
1301,fsm,1933
1319,fsm,1934
1338,fsm,1935
1356,fsm,1936
1375,fsm,1937
1393,fsm,1938
1412,fsm,1939
1430,fsm,1940
1449,fsm,1941
1467,fsm,1942
1486,fsm,1943
1504,fsm,1944
1523,fsm,1945
1541,fsm,1946
1560,fsm,1947
1578,fsm,1948
1597,fsm,1949
1615,fsm,1950
1629,fsm,1951
1659,fsm,1952
1689,fsm,1953
1720,fsm,1954
1753,fsm,1955
1787,fsm,1956
1822,fsm,1957
1860,fsm,1958
1901,fsm,1959
1946,fsm,1960
1995,fsm,1961
2051,fsm,1962
2110,fsm,1963
2173,fsm,1964
2236,fsm,1965
2295,fsm,1966
2347,fsm,1967
2391,fsm,1968
2426,fsm,1969
2451,fsm,1970
2466,fsm,1971
2476,fsm,1972
2485,fsm,1973
2495,fsm,1974
2515,fsm,1975
2550,fsm,1976
2604,fsm,1977
2676,fsm,1978
2763,fsm,1979
2858,fsm,1980
2954,fsm,1981
3041,fsm,1982
3112,fsm,1983
3166,fsm,1984
3203,fsm,1985
3227,fsm,1986
3244,fsm,1987
3260,fsm,1988
3277,fsm,1989
3298,fsm,1990
3322,fsm,1991
3347,fsm,1992
3370,fsm,1993
3388,fsm,1994
3398,fsm,1995
3394,fsm,1996
3376,fsm,1997
3341,fsm,1998
3290,fsm,1999
3223,fsm,2000
3142,fsm,2001
3051,fsm,2002
2956,fsm,2003
2860,fsm,2004
2769,fsm,2005
2686,fsm,2006
2614,fsm,2007
2553,fsm,2008
2506,fsm,2009
2473,fsm,2010
2455,fsm,2011
2447,fsm,2012
2448,fsm,2013
2456,fsm,2014
2468,fsm,2015
31540,mda,1800
31540,mda,1801
31540,mda,1802
31540,mda,1803
31540,mda,1804
31540,mda,1805
31540,mda,1806
31540,mda,1807
31540,mda,1808
31540,mda,1809
31540,mda,1810
31560,mda,1811
31580,mda,1812
31620,mda,1813
31680,mda,1814
31750,mda,1815
31840,mda,1816
31940,mda,1817
32050,mda,1818
32180,mda,1819
32320,mda,1820
32480,mda,1821
32660,mda,1822
32840,mda,1823
33050,mda,1824
33270,mda,1825
33510,mda,1826
33760,mda,1827
34030,mda,1828
34320,mda,1829
34620,mda,1830
34940,mda,1831
35260,mda,1832
35580,mda,1833
35910,mda,1834
36240,mda,1835
36570,mda,1836
36910,mda,1837
37250,mda,1838
37590,mda,1839
37930,mda,1840
38280,mda,1841
38630,mda,1842
38990,mda,1843
39350,mda,1844
39710,mda,1845
40080,mda,1846
40440,mda,1847
40820,mda,1848
41190,mda,1849
41570,mda,1850
41950,mda,1851
42330,mda,1852
42720,mda,1853
43110,mda,1854
43500,mda,1855
43900,mda,1856
44300,mda,1857
44710,mda,1858
45120,mda,1859
45530,mda,1860
45950,mda,1861
46370,mda,1862
46790,mda,1863
47220,mda,1864
47650,mda,1865
48090,mda,1866
48530,mda,1867
48980,mda,1868
49420,mda,1869
49880,mda,1870
50330,mda,1871
50790,mda,1872
51240,mda,1873
51710,mda,1874
52180,mda,1875
52660,mda,1876
53130,mda,1877
53620,mda,1878
54110,mda,1879
54600,mda,1880
55090,mda,1881
55590,mda,1882
56100,mda,1883
56600,mda,1884
57120,mda,1885
57650,mda,1886
58160,mda,1887
58700,mda,1888
59230,mda,1889
59780,mda,1890
60320,mda,1891
60870,mda,1892
61430,mda,1893
61990,mda,1894
62560,mda,1895
63130,mda,1896
63710,mda,1897
64110,mda,1898
64420,mda,1899
64720,mda,1900
65030,mda,1901
65330,mda,1902
65640,mda,1903
66050,mda,1904
66360,mda,1905
66670,mda,1906
66960,mda,1907
67270,mda,1908
67580,mda,1909
68000,mda,1910
68300,mda,1911
68610,mda,1912
68920,mda,1913
69240,mda,1914
69550,mda,1915
69970,mda,1916
70280,mda,1917
70590,mda,1918
70910,mda,1919
71220,mda,1920
71540,mda,1921
71960,mda,1922
72280,mda,1923
72590,mda,1924
72910,mda,1925
73220,mda,1926
72090,mda,1927
70820,mda,1928
69510,mda,1929
69500,mda,1930
69490,mda,1931
69480,mda,1932
69470,mda,1933
69460,mda,1934
69450,mda,1935
69440,mda,1936
69440,mda,1937
69430,mda,1938
69420,mda,1939
69410,mda,1940
69400,mda,1941
69390,mda,1942
69380,mda,1943
69370,mda,1944
69360,mda,1945
69350,mda,1946
69340,mda,1947
69330,mda,1948
69320,mda,1949
69310,mda,1950
70700,mda,1951
73340,mda,1952
75690,mda,1953
77740,mda,1954
79490,mda,1955
80920,mda,1956
82030,mda,1957
82780,mda,1958
83100,mda,1959
82950,mda,1960
82280,mda,1961
81100,mda,1962
79460,mda,1963
77510,mda,1964
75460,mda,1965
73560,mda,1966
72030,mda,1967
71000,mda,1968
70570,mda,1969
70720,mda,1970
71390,mda,1971
72360,mda,1972
73500,mda,1973
74730,mda,1974
76050,mda,1975
77500,mda,1976
79120,mda,1977
80910,mda,1978
82800,mda,1979
84740,mda,1980
86710,mda,1981
88600,mda,1982
90260,mda,1983
91530,mda,1984
92120,mda,1985
91760,mda,1986
90340,mda,1987
87910,mda,1988
84560,mda,1989
80540,mda,1990
76190,mda,1991
71870,mda,1992
67860,mda,1993
64310,mda,1994
61220,mda,1995
58440,mda,1996
55750,mda,1997
53030,mda,1998
50300,mda,1999
47750,mda,2000
45570,mda,2001
43960,mda,2002
43000,mda,2003
42670,mda,2004
42870,mda,2005
43440,mda,2006
44130,mda,2007
44730,mda,2008
45140,mda,2009
45260,mda,2010
45100,mda,2011
44740,mda,2012
44240,mda,2013
43630,mda,2014
42920,mda,2015
25630,mng,1800
25630,mng,1801
25630,mng,1802
25630,mng,1803
25630,mng,1804
25630,mng,1805
25630,mng,1806
25630,mng,1807
25630,mng,1808
25630,mng,1809
25630,mng,1810
25640,mng,1811
25640,mng,1812
25640,mng,1813
25650,mng,1814
25660,mng,1815
25670,mng,1816
25680,mng,1817
25700,mng,1818
25720,mng,1819
25740,mng,1820
25760,mng,1821
25780,mng,1822
25800,mng,1823
25830,mng,1824
25860,mng,1825
25890,mng,1826
25920,mng,1827
25950,mng,1828
25990,mng,1829
26030,mng,1830
26070,mng,1831
26110,mng,1832
26150,mng,1833
26190,mng,1834
26230,mng,1835
26270,mng,1836
26310,mng,1837
26350,mng,1838
26390,mng,1839
26430,mng,1840
26470,mng,1841
26510,mng,1842
26550,mng,1843
26590,mng,1844
26630,mng,1845
26670,mng,1846
26710,mng,1847
26750,mng,1848
26790,mng,1849
26830,mng,1850
26870,mng,1851
26910,mng,1852
26950,mng,1853
26990,mng,1854
27030,mng,1855
27070,mng,1856
27110,mng,1857
27140,mng,1858
27180,mng,1859
27220,mng,1860
27260,mng,1861
27300,mng,1862
27340,mng,1863
27390,mng,1864
27430,mng,1865
27470,mng,1866
27520,mng,1867
27560,mng,1868
27600,mng,1869
27650,mng,1870
27690,mng,1871
27740,mng,1872
27780,mng,1873
27830,mng,1874
27880,mng,1875
27930,mng,1876
27980,mng,1877
28030,mng,1878
28080,mng,1879
28130,mng,1880
28180,mng,1881
28230,mng,1882
28280,mng,1883
28340,mng,1884
28390,mng,1885
28440,mng,1886
28490,mng,1887
28540,mng,1888
28600,mng,1889
28650,mng,1890
28700,mng,1891
28750,mng,1892
28800,mng,1893
28860,mng,1894
28910,mng,1895
28960,mng,1896
29020,mng,1897
29070,mng,1898
29120,mng,1899
29180,mng,1900
29230,mng,1901
29280,mng,1902
29340,mng,1903
29390,mng,1904
29440,mng,1905
29500,mng,1906
