geo,electricity_use_per_person,time
sdn,47.33,1992
sdn,45,1993
sdn,46.19,1994
sdn,45.42,1995
sdn,45.81,1996
sdn,42.89,1997
sdn,41.6,1998
sdn,61.38,1999
sdn,63.11,2000
sdn,52.83,2001
sdn,61.67,2002
sdn,64.99,2003
sdn,65.28,2004
sdn,76.77,2005
sdn,85.25,2006
sdn,91.62,2007
sdn,99.61,2008
sdn,114.2,2009
sdn,132.7,2010
sdn,143.4,2011
swe,4002,1960
swe,4355,1961
swe,4614,1962
swe,4729,1963
swe,5189,1964
swe,5521,1965
swe,5632,1966
swe,6018,1967
swe,6513,1968
swe,7018,1969
swe,7316,1970
swe,7674,1971
swe,8132,1972
swe,8745,1973
swe,8786,1974
swe,9052,1975
swe,9752,1976
swe,9828,1977
swe,10140,1978
swe,10690,1979
swe,10700,1980
swe,11110,1981
swe,11440,1982
swe,12610,1983
swe,13690,1984
swe,14950,1985
swe,14860,1986
swe,15750,1987
swe,15900,1988
swe,15680,1989
swe,15840,1990
swe,15930,1991
swe,15540,1992
swe,15510,1993
swe,15290,1994
swe,15480,1995
swe,15430,1996
swe,15410,1997
swe,15520,1998
swe,15470,1999
swe,15680,2000
swe,16020,2001
swe,15710,2002
swe,15360,2003
swe,15420,2004
swe,15430,2005
swe,15260,2006
swe,15260,2007
swe,14870,2008
swe,14140,2009
swe,14930,2010
swe,14030,2011
che,3076,1960
che,3226,1961
che,3278,1962
che,3351,1963
che,3455,1964
che,3586,1965
che,3653,1966
che,3750,1967
che,3852,1968
che,4023,1969
che,4307,1970
che,4615,1971
che,4776,1972
che,5010,1973
che,5027,1974
che,4879,1975
che,5083,1976
che,5325,1977
che,5520,1978
che,5779,1979
che,5992,1980
che,6120,1981
che,6189,1982
che,6330,1983
che,6601,1984
che,6854,1985
che,6994,1986
che,7163,1987
che,7204,1988
che,7369,1989
che,7445,1990
che,7538,1991
che,7430,1992
che,7235,1993
che,7155,1994
che,7283,1995
che,7394,1996
che,7342,1997
che,7481,1998
che,7647,1999
che,7845,2000
che,7992,2001
che,8031,2002
che,8195,2003
che,8206,2004
che,8305,2005
che,8360,2006
che,8163,2007
che,8306,2008
che,8021,2009
che,8175,2010
che,7928,2011
syr,175.5,1971
syr,200.8,1972
syr,181.6,1973
syr,209.9,1974
syr,235.6,1975
syr,229,1976
syr,222.8,1977
syr,287.7,1978
syr,315.3,1979
syr,355.5,1980
syr,412.9,1981
syr,519.6,1982
syr,599.1,1983
syr,588.4,1984
syr,617.1,1985
syr,605.6,1986
syr,589.8,1987
syr,627.5,1988
syr,676.6,1989
syr,688.5,1990
syr,700.4,1991
syr,702.3,1992
syr,687.4,1993
syr,751.7,1994
syr,832.8,1995
syr,893.6,1996
syr,914.6,1997
syr,958.8,1998
syr,1014,1999
syr,1067,2000
syr,1149,2001
syr,1240,2002
syr,1303,2003
syr,1410,2004
syr,1514,2005
syr,1559,2006
syr,1565,2007
syr,1583,2008
syr,1528,2009
syr,1809,2010
syr,1715,2011
tjk,3350,1990
tjk,3190,1991
tjk,2979,1992
tjk,2559,1993
tjk,2512,1994
tjk,2397,1995
tjk,2323,1996
tjk,2047,1997
tjk,2091,1998
tjk,2197,1999
tjk,2172,2000
tjk,2153,2001
tjk,2148,2002
tjk,2143,2003
tjk,2160,2004
tjk,2144,2005
tjk,2128,2006
tjk,2059,2007
tjk,1947,2008
tjk,1807,2009
tjk,1808,2010
tjk,1714,2011
tza,30.19,1971
tza,31.99,1972
tza,33.57,1973
tza,33.8,1974
tza,34.23,1975
tza,34.87,1976
tza,34.91,1977
tza,34.23,1978
tza,36.66,1979
tza,36.6,1980
tza,37.55,1981
tza,35.53,1982
tza,33.7,1983
tza,34.32,1984
tza,36.02,1985
tza,40.35,1986
tza,40.74,1987
tza,44.33,1988
tza,46.63,1989
tza,51.13,1990
tza,54.22,1991
tza,52.91,1992
tza,51.92,1993
tza,49.33,1994
tza,56.97,1995
tza,61.6,1996
tza,56.7,1997
tza,60.47,1998
tza,56.2,1999
tza,58.2,2000
tza,60.32,2001
tza,62.75,2002
tza,55.25,2003
tza,54.92,2004
tza,68.13,2005
tza,67.4,2006
tza,80.11,2007
tza,83.44,2008
tza,81.35,2009
tza,91.48,2010
tza,92.16,2011
tha,120.3,1971
tha,140.3,1972
tha,161.5,1973
tha,165.8,1974
tha,183.8,1975
tha,206.7,1976
tha,233.6,1977
tha,261.7,1978
tha,278.7,1979
tha,290.6,1980
tha,299.1,1981
tha,320.6,1982
tha,349.1,1983
tha,380.8,1984
tha,405.8,1985
tha,434.8,1986
tha,483.1,1987
tha,537.9,1988
tha,614.3,1989
tha,709.2,1990
tha,792.8,1991
tha,895.7,1992
tha,1013,1993
tha,1114,1994
tha,1258,1995
tha,1393,1996
tha,1425,1997
tha,1374,1998
tha,1373,1999
tha,1462,2000
tha,1516,2001
tha,1624,2002
tha,1715,2003
tha,1825,2004
tha,1911,2005
tha,2003,2006
tha,2084,2007
tha,2116,2008
tha,2120,2009
tha,2335,2010
tha,2316,2011
tgo,64.05,1971
tgo,61.4,1972
tgo,55.57,1973
tgo,71.71,1974
tgo,74.26,1975
tgo,69.79,1976
tgo,106,1977
tgo,119.9,1978
tgo,76.43,1979
tgo,62.85,1980
tgo,67.21,1981
tgo,74.1,1982
tgo,67.08,1983
tgo,76.43,1984
tgo,77.47,1985
tgo,76.7,1986
tgo,80.92,1987
tgo,81.01,1988
tgo,86.03,1989
tgo,90.56,1990
tgo,84.37,1991
tgo,93.34,1992
tgo,69.08,1993
tgo,77.01,1994
tgo,99.43,1995
tgo,103.1,1996
tgo,105.2,1997
tgo,106.7,1998
tgo,114.1,1999
tgo,96.41,2000
tgo,100.4,2001
tgo,97.59,2002
tgo,104.4,2003
tgo,108.7,2004
tgo,110.8,2005
tgo,109.9,2006
tgo,103.9,2007
tto,1036,1971
tto,1146,1972
tto,1125,1973
tto,1155,1974
tto,1134,1975
tto,1264,1976
tto,1398,1977
tto,1477,1978
tto,1735,1979
tto,1875,1980
tto,2073,1981
tto,2406,1982
tto,2551,1983
tto,2601,1984
tto,2582,1985
tto,2779,1986
tto,2912,1987
tto,2620,1988
tto,2518,1989
tto,2683,1990
tto,2648,1991
tto,2846,1992
tto,2814,1993
tto,2888,1994
tto,3101,1995
tto,3251,1996
tto,3639,1997
tto,3763,1998
tto,3810,1999
tto,3991,2000
tto,4100,2001
tto,4082,2002
tto,4771,2003
tto,4698,2004
tto,5142,2005
tto,4991,2006
tto,5736,2007
tto,5709,2008
tto,5721,2009
tto,5952,2010
tto,6332,2011
tun,154.2,1971
tun,174.9,1972
tun,192.3,1973
tun,206.8,1974
tun,216.5,1975
tun,241,1976
tun,274.5,1977
tun,303,1978
tun,354.1,1979
tun,402.1,1980
tun,422.4,1981
tun,410.5,1982
tun,450.5,1983
tun,467.2,1984
tun,511.1,1985
tun,530.8,1986
tun,554,1987
tun,586.2,1988
tun,611.3,1989
tun,638.4,1990
tun,651.7,1991
tun,687.4,1992
tun,710.3,1993
tun,764.2,1994
tun,774.9,1995
tun,786,1996
tun,826.2,1997
tun,868.2,1998
tun,947.5,1999
tun,991.3,2000
tun,1048,2001
tun,1076,2002
tun,1004,2003
tun,1044,2004
tun,1092,2005
tun,1116,2006
tun,1160,2007
tun,1199,2008
tun,1285,2009
tun,1350,2010
tun,1297,2011
tur,90.05,1960
tur,96.64,1961
tur,111.8,1962
tur,120.3,1963
tur,131.8,1964
tur,143.7,1965
tur,156.6,1966
tur,170.4,1967
tur,184.9,1968
tur,206.1,1969
tur,223.1,1970
tur,247.1,1971
tur,277.3,1972
tur,298.2,1973
tur,313.3,1974
tur,359.4,1975
tur,421.5,1976
tur,462.7,1977
tur,480.5,1978
tur,489.5,1979
tur,496.3,1980
tur,519.8,1981
tur,543.7,1982
tur,555.4,1983
tur,613.4,1984
tur,659.2,1985
tur,697.9,1986
tur,770.1,1987
tur,808.1,1988
tur,873.5,1989
tur,928.4,1990
tur,964.1,1991
tur,1043,1992
tur,1114,1993
tur,1145,1994
tur,1227,1995
tur,1328,1996
tur,1440,1997
tur,1521,1998
tur,1557,1999
tur,1654,2000
tur,1615,2001
tur,1671,2002
tur,1776,2003
tur,1897,2004
tur,2019,2005
tur,2183,2006
tur,2351,2007
tur,2425,2008
tur,2317,2009
tur,2498,2010
tur,2709,2011
tkm,2293,1990
tkm,2208,1991
tkm,2007,1992
tkm,2073,1993
tkm,1677,1994
tkm,1570,1995
tkm,1446,1996
tkm,1177,1997
tkm,1561,1998
tkm,1417,1999
tkm,1698,2000
tkm,1788,2001
tkm,1780,2002
tkm,1749,2003
tkm,1916,2004
tkm,2055,2005
tkm,2119,2006
tkm,2260,2007
tkm,2325,2008
tkm,2367,2009
tkm,2403,2010
tkm,2444,2011
ukr,4787,1990
ukr,4643,1991
ukr,4314,1992
ukr,3953,1993
ukr,3475,1994
ukr,3349,1995
ukr,3060,1996
ukr,2959,1997
ukr,2839,1998
ukr,2792,1999
ukr,2778,2000
ukr,2791,2001
ukr,2845,2002
ukr,2998,2003
ukr,3151,2004
ukr,3246,2005
ukr,3400,2006
ukr,3529,2007
ukr,3534,2008
ukr,3228,2009
ukr,3550,2010
ukr,3662,2011
are,694.3,1971
are,1349,1972
are,1754,1973
are,1937,1974
are,2390,1975
are,2895,1976
are,3798,1977
are,4232,1978
are,5012,1979
are,5779,1980
are,6152,1981
are,7173,1982
are,7760,1983
are,8009,1984
are,8284,1985
are,8352,1986
are,8385,1987
are,8576,1988
are,8322,1989
are,8604,1990
are,8276,1991
are,8449,1992
are,9322,1993
are,9677,1994
are,9679,1995
are,9776,1996
are,10160,1997
are,11480,1998
are,12520,1999
are,12750,2000
are,12790,2001
are,13580,2002
are,13710,2003
are,13380,2004
are,13560,2005
are,12690,2006
are,12170,2007
are,10810,2008
are,9998,2009
are,9855,2010
are,9389,2011
gbr,2412,1960
gbr,2554,1961
gbr,2781,1962
gbr,3002,1963
gbr,3127,1964
gbr,3330,1965
gbr,3426,1966
gbr,3507,1967
gbr,3763,1968
gbr,4006,1969
gbr,4167,1970
gbr,4255,1971
gbr,4373,1972
gbr,4672,1973
gbr,4534,1974
gbr,4492,1975
gbr,4588,1976
gbr,4668,1977
gbr,4730,1978
gbr,4923,1979
gbr,4684,1980
gbr,4573,1981
gbr,4480,1982
gbr,4549,1983
gbr,4598,1984
gbr,4827,1985
gbr,4954,1986
gbr,5082,1987
gbr,5233,1988
gbr,5295,1989
gbr,5357,1990
gbr,5452,1991
gbr,5452,1992
gbr,5492,1993
gbr,5380,1994
gbr,5576,1995
gbr,5816,1996
gbr,5832,1997
gbr,5909,1998
gbr,6007,1999
gbr,6115,2000
gbr,6143,2001
gbr,6147,2002
gbr,6183,2003
gbr,6151,2004
gbr,6289,2005
gbr,6226,2006
gbr,6136,2007
gbr,6056,2008
gbr,5686,2009
gbr,5745,2010
gbr,5516,2011
usa,4050,1960
usa,4182,1961
usa,4434,1962
usa,4690,1963
usa,4970,1964
usa,5235,1965
usa,5590,1966
usa,5888,1967
usa,6385,1968
usa,6905,1969
usa,7237,1970
usa,7517,1971
usa,8076,1972
usa,8573,1973
usa,8450,1974
usa,8522,1975
usa,8969,1976
usa,9338,1977
usa,9561,1978
usa,9701,1979
usa,9862,1980
usa,9977,1981
usa,9544,1982
usa,9742,1983
usa,10280,1984
usa,10410,1985
usa,10420,1986
usa,10890,1987
usa,11300,1988
usa,11530,1989
usa,11710,1990
usa,12130,1991
usa,12010,1992
usa,12260,1993
usa,12460,1994
usa,12660,1995
usa,12850,1996
usa,12890,1997
usa,13150,1998
usa,13280,1999
usa,13670,2000
usa,13050,2001
usa,13300,2002
usa,13310,2003
usa,13390,2004
usa,13700,2005
usa,13580,2006
usa,13660,2007
usa,13660,2008
usa,12910,2009
usa,13390,2010
usa,13250,2011
ury,732,1971
ury,695.7,1972
ury,705.1,1973
ury,702.8,1974
ury,762.1,1975
ury,806.2,1976
ury,846.6,1977
ury,918.6,1978
ury,934,1979
ury,1004,1980
ury,1037,1981
ury,1038,1982
ury,1039,1983
ury,1041,1984
ury,1071,1985
ury,1106,1986
ury,1159,1987
ury,1253,1988
ury,1206,1989
ury,1244,1990
ury,1345,1991
ury,1366,1992
ury,1455,1993
ury,1487,1994
ury,1578,1995
ury,1636,1996
ury,1732,1997
ury,1807,1998
ury,1915,1999
ury,2031,2000
ury,2000,2001
ury,1998,2002
ury,1885,2003
ury,1929,2004
ury,2000,2005
ury,2221,2006
ury,2414,2007
ury,2588,2008
ury,2662,2009
ury,2805,2010
ury,2810,2011
uzb,2383,1990
uzb,2325,1991
uzb,2128,1992
uzb,2018,1993
uzb,1924,1994
uzb,1844,1995
uzb,1828,1996
uzb,1816,1997
uzb,1780,1998
uzb,1746,1999
uzb,1780,2000
uzb,1753,2001
uzb,1776,2002
uzb,1759,2003
uzb,1759,2004
uzb,1711,2005
uzb,1750,2006
uzb,1658,2007
uzb,1647,2008
uzb,1638,2009
uzb,1648,2010
uzb,1626,2011
ven,1113,1971
ven,1169,1972
ven,1218,1973
ven,1269,1974
ven,1273,1975
ven,1329,1976
ven,1431,1977
ven,1566,1978
ven,1854,1979
ven,2031,1980
ven,2261,1981
ven,2080,1982
ven,2233,1983
ven,2357,1984
ven,2336,1985
ven,2333,1986
ven,2444,1987
ven,2604,1988
ven,2485,1989
ven,2464,1990
ven,2534,1991
ven,2672,1992
ven,2679,1993
ven,2647,1994
ven,2632,1995
ven,2653,1996
ven,2679,1997
ven,2648,1998
ven,2580,1999
ven,2644,2000
ven,2708,2001
ven,2733,2002
ven,2633,2003
ven,2769,2004
ven,2859,2005
ven,3034,2006
ven,2987,2007
ven,3071,2008
ven,3031,2009
ven,3288,2010
ven,3313,2011
vnm,41.03,1971
vnm,38.34,1972
vnm,40,1973
vnm,34.42,1974
vnm,39.43,1975
vnm,46.91,1976
vnm,53.86,1977
vnm,54.59,1978
vnm,53.41,1979
vnm,54.56,1980
vnm,55.11,1981
vnm,57.86,1982
vnm,57.54,1983
vnm,67.01,1984
vnm,70.34,1985
vnm,73.41,1986
vnm,80.15,1987
vnm,87.18,1988
vnm,94.16,1989
vnm,98.1,1990
vnm,102,1991
vnm,105.5,1992
vnm,116.3,1993
vnm,134.5,1994
vnm,159.3,1995
vnm,187,1996
vnm,210.6,1997
vnm,241.2,1998
vnm,261.4,1999
vnm,295,2000
vnm,335.3,2001
vnm,387,2002
vnm,443.1,2003
vnm,493.6,2004
vnm,579.9,2005
vnm,655.3,2006
vnm,738.4,2007
vnm,813.1,2008
vnm,917.4,2009
vnm,1035,2010
vnm,1073,2011
yem,33.74,1971
yem,34.18,1972
yem,32.21,1973
yem,36.81,1974
yem,38.49,1975
yem,43.84,1976
yem,44.72,1977
yem,49.05,1978
yem,51.75,1979
yem,63.61,1980
yem,66.05,1981
yem,76.55,1982
yem,77.77,1983
yem,83.65,1984
yem,85.27,1985
yem,96.93,1986
yem,100,1987
yem,109.6,1988
yem,107.5,1989
yem,124.8,1990
yem,132.4,1991
yem,133.3,1992
yem,135.6,1993
yem,121.6,1994
yem,127.1,1995
yem,122.5,1996
yem,136.1,1997
yem,132.9,1998
yem,131.4,1999
yem,140.7,2000
yem,144.9,2001
yem,152.8,2002
yem,163.4,2003
yem,172.7,2004
yem,183.4,2005
yem,194.1,2006
yem,212.2,2007
yem,232.2,2008
yem,229.6,2009
yem,262.7,2010
yem,193.5,2011
zmb,1018,1971
zmb,1067,1972
zmb,1116,1973
zmb,1182,1974
zmb,1150,1975
zmb,1168,1976
zmb,1108,1977
zmb,1065,1978
zmb,1045,1979
zmb,1038,1980
zmb,1076,1981
zmb,1062,1982
zmb,1042,1983
zmb,1004,1984
zmb,960,1985
zmb,914,1986
zmb,899.7,1987
zmb,952.8,1988
zmb,797.6,1989
zmb,780.5,1990
zmb,755.9,1991
zmb,755.6,1992
zmb,761.1,1993
zmb,752.2,1994
zmb,731,1995
zmb,705.7,1996
zmb,657.3,1997
zmb,600.2,1998
zmb,603.6,1999
zmb,616.2,2000
zmb,638.4,2001
zmb,665,2002
zmb,685.4,2003
zmb,708.1,2004
zmb,716.1,2005
zmb,743,2006
zmb,686.1,2007
zmb,608.4,2008
zmb,586.7,2009
zmb,609.6,2010
zmb,599,2011
zwe,661.1,1971
zwe,839,1972
zwe,860.2,1973
zwe,894.1,1974
zwe,967.1,1975
zwe,1027,1976
zwe,938.4,1977
zwe,874.2,1978
zwe,911.1,1979
zwe,959.7,1980
zwe,959.2,1981
zwe,946.6,1982
zwe,888.4,1983
zwe,833.6,1984
zwe,937.7,1985
zwe,872.2,1986
zwe,878.9,1987
zwe,857.7,1988
zwe,882.5,1989
zwe,863,1990
zwe,851.9,1991
zwe,781.4,1992
zwe,729.5,1993
zwe,766.2,1994
zwe,806.8,1995
zwe,845,1996
zwe,872,1997
zwe,841.7,1998
zwe,884.8,1999
zwe,853.2,2000
zwe,826.1,2001
zwe,830.6,2002
zwe,831.7,2003
zwe,810.4,2004
zwe,983.7,2005
zwe,896.9,2006
zwe,814,2007
zwe,673.9,2008
zwe,654.7,2009
zwe,707.4,2010
zwe,757.4,2011
