income_per_person_long_series,geo,time
820.4,jpn,1520
820.9,jpn,1521
821.3,jpn,1522
821.8,jpn,1523
822.3,jpn,1524
822.7,jpn,1525
823.2,jpn,1526
823.7,jpn,1527
824.1,jpn,1528
824.6,jpn,1529
825.1,jpn,1530
825.6,jpn,1531
826,jpn,1532
826.5,jpn,1533
827,jpn,1534
827.4,jpn,1535
827.9,jpn,1536
828.4,jpn,1537
828.9,jpn,1538
829.3,jpn,1539
829.8,jpn,1540
830.3,jpn,1541
830.7,jpn,1542
831.2,jpn,1543
831.7,jpn,1544
832.2,jpn,1545
832.6,jpn,1546
833.1,jpn,1547
833.6,jpn,1548
834.1,jpn,1549
834.5,jpn,1550
835,jpn,1551
835.5,jpn,1552
836,jpn,1553
836.4,jpn,1554
836.9,jpn,1555
837.4,jpn,1556
837.9,jpn,1557
838.3,jpn,1558
838.8,jpn,1559
839.3,jpn,1560
839.8,jpn,1561
840.3,jpn,1562
840.7,jpn,1563
841.2,jpn,1564
841.7,jpn,1565
842.2,jpn,1566
842.6,jpn,1567
843.1,jpn,1568
843.6,jpn,1569
844.1,jpn,1570
844.6,jpn,1571
845.1,jpn,1572
845.5,jpn,1573
846,jpn,1574
846.5,jpn,1575
847,jpn,1576
847.5,jpn,1577
847.9,jpn,1578
848.4,jpn,1579
848.9,jpn,1580
849.4,jpn,1581
849.9,jpn,1582
850.4,jpn,1583
850.8,jpn,1584
851.3,jpn,1585
851.8,jpn,1586
852.3,jpn,1587
852.8,jpn,1588
853.3,jpn,1589
853.8,jpn,1590
854.2,jpn,1591
854.7,jpn,1592
855.2,jpn,1593
855.7,jpn,1594
856.2,jpn,1595
856.7,jpn,1596
857.2,jpn,1597
857.7,jpn,1598
858.1,jpn,1599
858.6,jpn,1600
858.2,jpn,1601
857.7,jpn,1602
857.2,jpn,1603
856.7,jpn,1604
856.3,jpn,1605
855.8,jpn,1606
855.3,jpn,1607
854.8,jpn,1608
854.4,jpn,1609
853.9,jpn,1610
853.4,jpn,1611
852.9,jpn,1612
852.5,jpn,1613
852,jpn,1614
851.5,jpn,1615
851.1,jpn,1616
850.6,jpn,1617
850.1,jpn,1618
849.7,jpn,1619
849.2,jpn,1620
848.7,jpn,1621
848.2,jpn,1622
847.8,jpn,1623
847.3,jpn,1624
846.8,jpn,1625
846.4,jpn,1626
845.9,jpn,1627
845.4,jpn,1628
845,jpn,1629
844.5,jpn,1630
844,jpn,1631
843.6,jpn,1632
843.1,jpn,1633
842.6,jpn,1634
842.2,jpn,1635
841.7,jpn,1636
841.2,jpn,1637
840.8,jpn,1638
840.3,jpn,1639
839.8,jpn,1640
839.4,jpn,1641
838.9,jpn,1642
838.4,jpn,1643
838,jpn,1644
837.5,jpn,1645
837.1,jpn,1646
836.6,jpn,1647
836.1,jpn,1648
835.7,jpn,1649
835.2,jpn,1650
837.2,jpn,1651
839.2,jpn,1652
841.2,jpn,1653
843.1,jpn,1654
845.1,jpn,1655
847.1,jpn,1656
849.2,jpn,1657
851.2,jpn,1658
853.2,jpn,1659
855.2,jpn,1660
857.2,jpn,1661
859.3,jpn,1662
861.3,jpn,1663
863.3,jpn,1664
865.4,jpn,1665
867.4,jpn,1666
869.5,jpn,1667
871.5,jpn,1668
873.6,jpn,1669
875.7,jpn,1670
877.8,jpn,1671
879.8,jpn,1672
881.9,jpn,1673
884,jpn,1674
886.1,jpn,1675
888.2,jpn,1676
890.3,jpn,1677
892.4,jpn,1678
894.5,jpn,1679
896.7,jpn,1680
898.8,jpn,1681
900.9,jpn,1682
903,jpn,1683
905.2,jpn,1684
907.3,jpn,1685
909.5,jpn,1686
911.6,jpn,1687
913.8,jpn,1688
916,jpn,1689
918.1,jpn,1690
920.3,jpn,1691
922.5,jpn,1692
924.7,jpn,1693
926.9,jpn,1694
929.1,jpn,1695
931.3,jpn,1696
933.5,jpn,1697
935.7,jpn,1698
937.9,jpn,1699
940.1,jpn,1700
939.2,jpn,1701
938.4,jpn,1702
937.5,jpn,1703
936.6,jpn,1704
935.8,jpn,1705
934.9,jpn,1706
934,jpn,1707
933.1,jpn,1708
932.3,jpn,1709
931.4,jpn,1710
930.5,jpn,1711
929.7,jpn,1712
928.8,jpn,1713
928,jpn,1714
927.1,jpn,1715
926.2,jpn,1716
925.4,jpn,1717
924.5,jpn,1718
923.7,jpn,1719
922.8,jpn,1720
921.7,jpn,1721
920.5,jpn,1722
919.4,jpn,1723
918.3,jpn,1724
917.2,jpn,1725
916.1,jpn,1726
914.9,jpn,1727
913.8,jpn,1728
912.7,jpn,1729
911.6,jpn,1730
910.7,jpn,1731
909.7,jpn,1732
908.8,jpn,1733
907.9,jpn,1734
907,jpn,1735
906.1,jpn,1736
905.1,jpn,1737
904.2,jpn,1738
903.3,jpn,1739
902.4,jpn,1740
901.5,jpn,1741
900.5,jpn,1742
899.6,jpn,1743
898.7,jpn,1744
897.8,jpn,1745
896.9,jpn,1746
896,jpn,1747
895.1,jpn,1748
894.2,jpn,1749
893.3,jpn,1750
894.5,jpn,1751
895.7,jpn,1752
897,jpn,1753
898.2,jpn,1754
899.5,jpn,1755
900.7,jpn,1756
902,jpn,1757
903.2,jpn,1758
904.5,jpn,1759
905.7,jpn,1760
907,jpn,1761
908.3,jpn,1762
909.5,jpn,1763
910.8,jpn,1764
912,jpn,1765
913.3,jpn,1766
914.6,jpn,1767
915.8,jpn,1768
917.1,jpn,1769
918.4,jpn,1770
919.7,jpn,1771
920.9,jpn,1772
922.2,jpn,1773
923.5,jpn,1774
924.8,jpn,1775
926.1,jpn,1776
927.4,jpn,1777
928.6,jpn,1778
929.9,jpn,1779
931.2,jpn,1780
932.5,jpn,1781
933.8,jpn,1782
935.1,jpn,1783
936.4,jpn,1784
937.7,jpn,1785
939,jpn,1786
940.3,jpn,1787
941.6,jpn,1788
942.9,jpn,1789
944.2,jpn,1790
945.5,jpn,1791
946.9,jpn,1792
948.2,jpn,1793
949.5,jpn,1794
950.8,jpn,1795
952.1,jpn,1796
953.5,jpn,1797
954.8,jpn,1798
956.1,jpn,1799
957.4,jpn,1800
958.6,jpn,1801
959.8,jpn,1802
961,jpn,1803
962.2,jpn,1804
963.4,jpn,1805
964.6,jpn,1806
965.8,jpn,1807
967,jpn,1808
968.2,jpn,1809
969.3,jpn,1810
970.5,jpn,1811
971.8,jpn,1812
973,jpn,1813
974.2,jpn,1814
975.4,jpn,1815
976.6,jpn,1816
977.8,jpn,1817
979,jpn,1818
980.2,jpn,1819
981.4,jpn,1820
982.6,jpn,1821
983.9,jpn,1822
985.1,jpn,1823
986.3,jpn,1824
987.5,jpn,1825
988.7,jpn,1826
990,jpn,1827
991.2,jpn,1828
992.4,jpn,1829
993.6,jpn,1830
994.9,jpn,1831
996.1,jpn,1832
997.3,jpn,1833
998.6,jpn,1834
999.8,jpn,1835
1001,jpn,1836
1002,jpn,1837
1004,jpn,1838
1005,jpn,1839
1006,jpn,1840
1007,jpn,1841
1009,jpn,1842
1010,jpn,1843
1011,jpn,1844
1012,jpn,1845
1014,jpn,1846
1015,jpn,1847
1016,jpn,1848
1017,jpn,1849
1019,jpn,1850
1022,jpn,1851
1026,jpn,1852
1030,jpn,1853
1033,jpn,1854
1037,jpn,1855
1041,jpn,1856
1045,jpn,1857
1048,jpn,1858
1052,jpn,1859
1056,jpn,1860
1060,jpn,1861
1063,jpn,1862
1067,jpn,1863
1071,jpn,1864
1075,jpn,1865
1079,jpn,1866
1083,jpn,1867
1087,jpn,1868
1091,jpn,1869
1094,jpn,1870
1099,jpn,1871
1103,jpn,1872
1108,jpn,1873
1114,jpn,1874
1191,jpn,1875
1151,jpn,1876
1176,jpn,1877
1160,jpn,1878
1219,jpn,1879
1257,jpn,1880
1205,jpn,1881
1225,jpn,1882
1212,jpn,1883
1208,jpn,1884
1241,jpn,1885
1319,jpn,1886
1367,jpn,1887
1290,jpn,1888
1335,jpn,1889
1446,jpn,1890
1364,jpn,1891
1441,jpn,1892
1432,jpn,1893
1587,jpn,1894
1590,jpn,1895
1485,jpn,1896
1497,jpn,1897
1757,jpn,1898
1605,jpn,1899
1653,jpn,1900
1688,jpn,1901
1576,jpn,1902
1662,jpn,1903
1653,jpn,1904
1606,jpn,1905
1797,jpn,1906
1833,jpn,1907
1820,jpn,1908
1792,jpn,1909
1793,jpn,1910
1860,jpn,1911
1896,jpn,1912
1896,jpn,1913
1810,jpn,1914
1947,jpn,1915
2215,jpn,1916
2259,jpn,1917
2259,jpn,1918
2470,jpn,1919
2288,jpn,1920
2504,jpn,1921
2461,jpn,1922
2427,jpn,1923
2458,jpn,1924
2519,jpn,1925
2496,jpn,1926
2489,jpn,1927
2647,jpn,1928
2686,jpn,1929
2449,jpn,1930
2427,jpn,1931
2586,jpn,1932
2793,jpn,1933
2756,jpn,1934
2780,jpn,1935
2942,jpn,1936
3035,jpn,1937
3211,jpn,1938
3692,jpn,1939
3768,jpn,1940
3766,jpn,1941
3694,jpn,1942
3699,jpn,1943
3486,jpn,1944
1765,jpn,1945
1893,jpn,1946
2020,jpn,1947
2262,jpn,1948
2359,jpn,1949
2518,jpn,1950
2699,jpn,1951
2988,jpn,1952
3144,jpn,1953
3260,jpn,1954
3448,jpn,1955
3633,jpn,1956
3834,jpn,1957
3991,jpn,1958
4287,jpn,1959
4760,jpn,1960
5286,jpn,1961
5701,jpn,1962
6128,jpn,1963
6770,jpn,1964
7083,jpn,1965
7767,jpn,1966
8507,jpn,1967
9502,jpn,1968
10620,jpn,1969
14310,jpn,1970
14780,jpn,1971
15800,jpn,1972
16830,jpn,1973
16410,jpn,1974
16720,jpn,1975
17200,jpn,1976
17790,jpn,1977
18560,jpn,1978
19420,jpn,1979
19810,jpn,1980
20480,jpn,1981
21010,jpn,1982
21500,jpn,1983
22310,jpn,1984
23590,jpn,1985
24150,jpn,1986
25040,jpn,1987
26740,jpn,1988
28080,jpn,1989
29550,jpn,1990
30440,jpn,1991
30610,jpn,1992
30590,jpn,1993
30750,jpn,1994
31220,jpn,1995
31960,jpn,1996
32380,jpn,1997
31650,jpn,1998
31530,jpn,1999
32190,jpn,2000
32230,jpn,2001
32250,jpn,2002
32720,jpn,2003
33480,jpn,2004
33920,jpn,2005
34490,jpn,2006
35250,jpn,2007
34900,jpn,2008
33010,jpn,2009
34570,jpn,2010
34320,jpn,2011
34890,jpn,2012
35500,jpn,2013
36060,jpn,2014
36500,jpn,2015
36860,jpn,2016
37350,jpn,2017
37880,jpn,2018
38470,jpn,2019
1144,jor,1800
1144,jor,1801
1144,jor,1802
1144,jor,1803
1144,jor,1804
1144,jor,1805
1144,jor,1806
1144,jor,1807
1144,jor,1808
1144,jor,1809
1144,jor,1810
1144,jor,1811
1144,jor,1812
1144,jor,1813
1144,jor,1814
1144,jor,1815
1144,jor,1816
1144,jor,1817
1144,jor,1818
1144,jor,1819
1144,jor,1820
1149,jor,1821
1153,jor,1822
1158,jor,1823
1163,jor,1824
1167,jor,1825
1172,jor,1826
1176,jor,1827
1181,jor,1828
1186,jor,1829
1190,jor,1830
1195,jor,1831
1200,jor,1832
1204,jor,1833
1209,jor,1834
1214,jor,1835
1219,jor,1836
1224,jor,1837
1228,jor,1838
1233,jor,1839
1238,jor,1840
1243,jor,1841
1248,jor,1842
1253,jor,1843
1258,jor,1844
1263,jor,1845
1268,jor,1846
1273,jor,1847
1278,jor,1848
1283,jor,1849
1288,jor,1850
1293,jor,1851
1298,jor,1852
1303,jor,1853
1308,jor,1854
1313,jor,1855
1318,jor,1856
1324,jor,1857
1329,jor,1858
1334,jor,1859
1339,jor,1860
1345,jor,1861
1350,jor,1862
1355,jor,1863
1361,jor,1864
1366,jor,1865
1371,jor,1866
1377,jor,1867
1382,jor,1868
1388,jor,1869
1393,jor,1870
1404,jor,1871
1415,jor,1872
1426,jor,1873
1437,jor,1874
1448,jor,1875
1459,jor,1876
1470,jor,1877
1482,jor,1878
1493,jor,1879
1505,jor,1880
1516,jor,1881
1528,jor,1882
1540,jor,1883
1552,jor,1884
1564,jor,1885
1576,jor,1886
1588,jor,1887
1600,jor,1888
1613,jor,1889
1625,jor,1890
1638,jor,1891
1650,jor,1892
1663,jor,1893
1676,jor,1894
1689,jor,1895
1702,jor,1896
1715,jor,1897
1728,jor,1898
1742,jor,1899
1755,jor,1900
1769,jor,1901
1782,jor,1902
1796,jor,1903
1810,jor,1904
1824,jor,1905
1838,jor,1906
1852,jor,1907
1867,jor,1908
1881,jor,1909
1896,jor,1910
1910,jor,1911
1925,jor,1912
1940,jor,1913
1967,jor,1914
1994,jor,1915
2022,jor,1916
2050,jor,1917
2078,jor,1918
2107,jor,1919
2136,jor,1920
2166,jor,1921
2196,jor,1922
2226,jor,1923
2257,jor,1924
2288,jor,1925
2320,jor,1926
2352,jor,1927
2384,jor,1928
2417,jor,1929
2451,jor,1930
2485,jor,1931
2519,jor,1932
2554,jor,1933
2589,jor,1934
2625,jor,1935
2662,jor,1936
2699,jor,1937
2736,jor,1938
2774,jor,1939
2812,jor,1940
2851,jor,1941
2891,jor,1942
2931,jor,1943
2971,jor,1944
3012,jor,1945
3054,jor,1946
3096,jor,1947
3139,jor,1948
3183,jor,1949
3227,jor,1950
3289,jor,1951
3348,jor,1952
3408,jor,1953
3467,jor,1954
3153,jor,1955
4151,jor,1956
4083,jor,1957
4307,jor,1958
4437,jor,1959
4520,jor,1960
5210,jor,1961
5082,jor,1962
5140,jor,1963
5783,jor,1964
6176,jor,1965
6087,jor,1966
5935,jor,1967
5187,jor,1968
5380,jor,1969
4647,jor,1970
4590,jor,1971
4569,jor,1972
4634,jor,1973
4862,jor,1974
5011,jor,1975
6007,jor,1976
6174,jor,1977
7214,jor,1978
7603,jor,1979
8691,jor,1980
8735,jor,1981
9008,jor,1982
8839,jor,1983
9248,jor,1984
9224,jor,1985
9704,jor,1986
9629,jor,1987
9215,jor,1988
7960,jor,1989
7358,jor,1990
6763,jor,1991
7428,jor,1992
7628,jor,1993
7816,jor,1994
8078,jor,1995
7941,jor,1996
7891,jor,1997
7846,jor,1998
7850,jor,1999
7932,jor,2000
8102,jor,2001
8323,jor,2002
8429,jor,2003
8908,jor,2004
9295,jor,2005
9819,jor,2006
10390,jor,2007
10900,jor,2008
11250,jor,2009
11260,jor,2010
11290,jor,2011
11330,jor,2012
11440,jor,2013
11570,jor,2014
11760,jor,2015
12020,jor,2016
12280,jor,2017
12540,jor,2018
12810,jor,2019
1200,kaz,1800
1201,kaz,1801
1202,kaz,1802
1203,kaz,1803
1205,kaz,1804
1206,kaz,1805
1207,kaz,1806
1208,kaz,1807
1210,kaz,1808
1211,kaz,1809
1212,kaz,1810
1214,kaz,1811
1215,kaz,1812
1216,kaz,1813
1217,kaz,1814
1219,kaz,1815
1220,kaz,1816
1221,kaz,1817
1222,kaz,1818
1224,kaz,1819
1225,kaz,1820
1233,kaz,1821
1241,kaz,1822
1248,kaz,1823
1256,kaz,1824
1264,kaz,1825
1272,kaz,1826
1280,kaz,1827
1288,kaz,1828
1297,kaz,1829
1305,kaz,1830
1313,kaz,1831
1321,kaz,1832
1330,kaz,1833
1338,kaz,1834
1347,kaz,1835
1355,kaz,1836
1364,kaz,1837
1372,kaz,1838
1381,kaz,1839
1390,kaz,1840
1399,kaz,1841
1407,kaz,1842
1416,kaz,1843
1425,kaz,1844
1434,kaz,1845
1443,kaz,1846
1453,kaz,1847
1462,kaz,1848
1471,kaz,1849
1480,kaz,1850
1490,kaz,1851
1499,kaz,1852
1509,kaz,1853
1518,kaz,1854
1528,kaz,1855
1538,kaz,1856
1547,kaz,1857
1557,kaz,1858
1567,kaz,1859
1577,kaz,1860
1587,kaz,1861
1597,kaz,1862
1607,kaz,1863
1617,kaz,1864
1627,kaz,1865
1638,kaz,1866
1648,kaz,1867
1659,kaz,1868
1669,kaz,1869
1680,kaz,1870
1690,kaz,1871
1701,kaz,1872
1712,kaz,1873
1723,kaz,1874
1733,kaz,1875
1744,kaz,1876
1755,kaz,1877
1767,kaz,1878
1778,kaz,1879
1789,kaz,1880
1800,kaz,1881
1812,kaz,1882
1823,kaz,1883
1835,kaz,1884
1846,kaz,1885
1775,kaz,1886
2076,kaz,1887
1997,kaz,1888
1857,kaz,1889
1849,kaz,1890
1694,kaz,1891
1854,kaz,1892
2101,kaz,1893
2389,kaz,1894
2211,kaz,1895
2435,kaz,1896
2394,kaz,1897
2458,kaz,1898
2608,kaz,1899
2552,kaz,1900
2615,kaz,1901
2842,kaz,1902
2646,kaz,1903
2926,kaz,1904
2590,kaz,1905
2475,kaz,1906
2379,kaz,1907
2598,kaz,1908
2697,kaz,1909
2878,kaz,1910
2659,kaz,1911
2873,kaz,1912
3018,kaz,1913
2882,kaz,1914
2966,kaz,1915
2637,kaz,1916
2315,kaz,1917
1417,kaz,1918
1222,kaz,1919
1227,kaz,1920
1123,kaz,1921
1304,kaz,1922
1502,kaz,1923
1902,kaz,1924
2377,kaz,1925
2669,kaz,1926
2780,kaz,1927
2924,kaz,1928
2958,kaz,1929
3091,kaz,1930
3119,kaz,1931
3071,kaz,1932
3187,kaz,1933
3479,kaz,1934
3978,kaz,1935
4249,kaz,1936
4601,kaz,1937
4588,kaz,1938
4774,kaz,1939
4575,kaz,1940
4489,kaz,1941
4405,kaz,1942
4322,kaz,1943
4241,kaz,1944
4162,kaz,1945
4084,kaz,1946
4537,kaz,1947
5126,kaz,1948
5599,kaz,1949
6065,kaz,1950
5989,kaz,1951
6268,kaz,1952
6430,kaz,1953
6630,kaz,1954
7071,kaz,1955
7612,kaz,1956
7632,kaz,1957
8062,kaz,1958
7831,kaz,1959
8421,kaz,1960
8746,kaz,1961
8837,kaz,1962
8506,kaz,1963
9474,kaz,1964
9890,kaz,1965
10250,kaz,1966
10590,kaz,1967
11100,kaz,1968
11150,kaz,1969
11900,kaz,1970
12100,kaz,1971
12040,kaz,1972
12930,kaz,1973
13060,kaz,1974
12860,kaz,1975
13220,kaz,1976
13290,kaz,1977
13390,kaz,1978
13100,kaz,1979
12890,kaz,1980
12790,kaz,1981
12880,kaz,1982
13060,kaz,1983
12980,kaz,1984
12870,kaz,1985
13160,kaz,1986
13100,kaz,1987
13150,kaz,1988
13170,kaz,1989
12650,kaz,1990
11190,kaz,1991
10570,kaz,1992
9649,kaz,1993
8573,kaz,1994
8021,kaz,1995
8155,kaz,1996
8407,kaz,1997
8375,kaz,1998
8694,kaz,1999
9580,kaz,2000
10860,kaz,2001
11900,kaz,2002
12980,kaz,2003
14160,kaz,2004
15530,kaz,2005
17030,kaz,2006
18330,kaz,2007
18700,kaz,2008
18680,kaz,2009
19710,kaz,2010
20770,kaz,2011
21500,kaz,2012
22460,kaz,2013
23390,kaz,2014
24480,kaz,2015
25500,kaz,2016
26520,kaz,2017
27560,kaz,2018
28630,kaz,2019
898.5,ken,1800
901.2,ken,1801
903.9,ken,1802
906.6,ken,1803
909.3,ken,1804
912,ken,1805
914.7,ken,1806
917.4,ken,1807
920.2,ken,1808
922.9,ken,1809
925.7,ken,1810
928.4,ken,1811
931.2,ken,1812
934,ken,1813
936.8,ken,1814
939.6,ken,1815
942.4,ken,1816
945.2,ken,1817
948,ken,1818
950.8,ken,1819
953.7,ken,1820
956.5,ken,1821
959.4,ken,1822
962.2,ken,1823
965.1,ken,1824
968,ken,1825
970.9,ken,1826
973.8,ken,1827
976.7,ken,1828
979.6,ken,1829
982.5,ken,1830
985.5,ken,1831
988.4,ken,1832
991.3,ken,1833
994.3,ken,1834
997.3,ken,1835
1000,ken,1836
1003,ken,1837
1006,ken,1838
1009,ken,1839
1012,ken,1840
1015,ken,1841
1018,ken,1842
1021,ken,1843
1024,ken,1844
1027,ken,1845
1031,ken,1846
1034,ken,1847
1037,ken,1848
1040,ken,1849
1043,ken,1850
1046,ken,1851
1049,ken,1852
1052,ken,1853
1055,ken,1854
1059,ken,1855
1062,ken,1856
1065,ken,1857
1068,ken,1858
1071,ken,1859
1074,ken,1860
1078,ken,1861
1081,ken,1862
1084,ken,1863
1087,ken,1864
1091,ken,1865
1094,ken,1866
1097,ken,1867
1100,ken,1868
1104,ken,1869
1107,ken,1870
1110,ken,1871
1114,ken,1872
1117,ken,1873
1120,ken,1874
1124,ken,1875
1127,ken,1876
1130,ken,1877
1134,ken,1878
1137,ken,1879
1140,ken,1880
1144,ken,1881
1147,ken,1882
1151,ken,1883
1154,ken,1884
1158,ken,1885
1161,ken,1886
1164,ken,1887
1168,ken,1888
1171,ken,1889
1175,ken,1890
1178,ken,1891
1182,ken,1892
1185,ken,1893
1189,ken,1894
1193,ken,1895
1196,ken,1896
1200,ken,1897
1203,ken,1898
1207,ken,1899
1210,ken,1900
1221,ken,1901
1231,ken,1902
1241,ken,1903
1252,ken,1904
1262,ken,1905
1273,ken,1906
1283,ken,1907
1294,ken,1908
1305,ken,1909
1316,ken,1910
1327,ken,1911
1338,ken,1912
1349,ken,1913
1360,ken,1914
1372,ken,1915
1383,ken,1916
1395,ken,1917
1407,ken,1918
1418,ken,1919
1430,ken,1920
1442,ken,1921
1454,ken,1922
1467,ken,1923
1479,ken,1924
1491,ken,1925
1504,ken,1926
1516,ken,1927
1529,ken,1928
1542,ken,1929
1555,ken,1930
1568,ken,1931
1581,ken,1932
1594,ken,1933
1607,ken,1934
1621,ken,1935
1635,ken,1936
1648,ken,1937
1662,ken,1938
1676,ken,1939
1690,ken,1940
1704,ken,1941
1718,ken,1942
1733,ken,1943
1747,ken,1944
1762,ken,1945
1777,ken,1946
1792,ken,1947
1807,ken,1948
1822,ken,1949
1837,ken,1950
2100,ken,1951
1926,ken,1952
1790,ken,1953
1885,ken,1954
1941,ken,1955
1983,ken,1956
2013,ken,1957
1960,ken,1958
1841,ken,1959
1934,ken,1960
1808,ken,1961
1897,ken,1962
1917,ken,1963
1968,ken,1964
1998,ken,1965
2165,ken,1966
2184,ken,1967
2113,ken,1968
2174,ken,1969
1993,ken,1970
2049,ken,1971
2076,ken,1972
2106,ken,1973
2130,ken,1974
2045,ken,1975
2050,ken,1976
2156,ken,1977
2264,ken,1978
2262,ken,1979
2300,ken,1980
2297,ken,1981
2292,ken,1982
2237,ken,1983
2192,ken,1984
2203,ken,1985
2276,ken,1986
2325,ken,1987
2384,ken,1988
2411,ken,1989
2429,ken,1990
2382,ken,1991
2288,ken,1992
2224,ken,1993
2215,ken,1994
2246,ken,1995
2276,ken,1996
2222,ken,1997
2239,ken,1998
2229,ken,1999
2183,ken,2000
2222,ken,2001
2177,ken,2002
2182,ken,2003
2234,ken,2004
2306,ken,2005
2389,ken,2006
2492,ken,2007
2466,ken,2008
2469,ken,2009
2544,ken,2010
2585,ken,2011
2631,ken,2012
2704,ken,2013
2797,ken,2014
2897,ken,2015
3002,ken,2016
3113,ken,2017
3230,ken,2018
3355,ken,2019
580,kir,1800
580.4,kir,1801
580.8,kir,1802
581.3,kir,1803
581.7,kir,1804
582.1,kir,1805
582.6,kir,1806
583,kir,1807
583.4,kir,1808
583.8,kir,1809
584.3,kir,1810
584.7,kir,1811
585.1,kir,1812
585.5,kir,1813
586,kir,1814
586.4,kir,1815
586.8,kir,1816
587.3,kir,1817
587.7,kir,1818
588.1,kir,1819
588.6,kir,1820
589,kir,1821
589.4,kir,1822
589.8,kir,1823
590.3,kir,1824
590.7,kir,1825
591.1,kir,1826
591.6,kir,1827
592,kir,1828
592.4,kir,1829
592.9,kir,1830
593.3,kir,1831
593.7,kir,1832
594.2,kir,1833
594.6,kir,1834
595,kir,1835
595.5,kir,1836
595.9,kir,1837
596.4,kir,1838
596.8,kir,1839
597.2,kir,1840
597.7,kir,1841
598.1,kir,1842
598.5,kir,1843
599,kir,1844
599.4,kir,1845
599.9,kir,1846
600.3,kir,1847
600.7,kir,1848
601.2,kir,1849
601.6,kir,1850
602.1,kir,1851
602.5,kir,1852
602.9,kir,1853
603.4,kir,1854
603.8,kir,1855
604.3,kir,1856
604.7,kir,1857
605.1,kir,1858
605.6,kir,1859
606,kir,1860
606.5,kir,1861
606.9,kir,1862
607.4,kir,1863
607.8,kir,1864
608.3,kir,1865
608.7,kir,1866
609.1,kir,1867
609.6,kir,1868
610,kir,1869
610.5,kir,1870
610.9,kir,1871
611.4,kir,1872
611.8,kir,1873
612.3,kir,1874
612.7,kir,1875
613.2,kir,1876
613.6,kir,1877
614.1,kir,1878
614.5,kir,1879
615,kir,1880
615.4,kir,1881
615.9,kir,1882
616.3,kir,1883
616.8,kir,1884
617.2,kir,1885
617.7,kir,1886
618.1,kir,1887
618.6,kir,1888
619,kir,1889
619.5,kir,1890
619.9,kir,1891
620.4,kir,1892
620.8,kir,1893
621.3,kir,1894
621.8,kir,1895
622.2,kir,1896
622.7,kir,1897
623.1,kir,1898
623.6,kir,1899
624,kir,1900
624.5,kir,1901
624.9,kir,1902
625.4,kir,1903
625.9,kir,1904
626.3,kir,1905
626.8,kir,1906
627.2,kir,1907
627.7,kir,1908
628.2,kir,1909
628.6,kir,1910
629.1,kir,1911
629.5,kir,1912
630,kir,1913
648.1,kir,1914
666.7,kir,1915
685.8,kir,1916
705.5,kir,1917
725.7,kir,1918
746.5,kir,1919
767.9,kir,1920
790,kir,1921
812.6,kir,1922
836,kir,1923
859.9,kir,1924
884.6,kir,1925
910,kir,1926
936.1,kir,1927
963,kir,1928
990.6,kir,1929
1019,kir,1930
1048,kir,1931
1078,kir,1932
1109,kir,1933
1141,kir,1934
1174,kir,1935
1207,kir,1936
1242,kir,1937
1278,kir,1938
1314,kir,1939
1352,kir,1940
1391,kir,1941
1431,kir,1942
1472,kir,1943
1514,kir,1944
1558,kir,1945
1602,kir,1946
1648,kir,1947
1695,kir,1948
1744,kir,1949
1794,kir,1950
1846,kir,1951
1899,kir,1952
1953,kir,1953
2009,kir,1954
2067,kir,1955
2126,kir,1956
2187,kir,1957
2250,kir,1958
2314,kir,1959
2381,kir,1960
2449,kir,1961
2519,kir,1962
2592,kir,1963
2666,kir,1964
2742,kir,1965
2821,kir,1966
2902,kir,1967
2985,kir,1968
3071,kir,1969
3159,kir,1970
3019,kir,1971
3317,kir,1972
3938,kir,1973
5614,kir,1974
5796,kir,1975
4152,kir,1976
3868,kir,1977
3814,kir,1978
3288,kir,1979
1780,kir,1980
1674,kir,1981
1797,kir,1982
1578,kir,1983
1654,kir,1984
1534,kir,1985
1512,kir,1986
1422,kir,1987
1634,kir,1988
1455,kir,1989
1453,kir,1990
1365,kir,1991
1388,kir,1992
1418,kir,1993
1468,kir,1994
1434,kir,1995
1500,kir,1996
1559,kir,1997
1702,kir,1998
1676,kir,1999
1804,kir,2000
1785,kir,2001
1763,kir,2002
1801,kir,2003
1826,kir,2004
1792,kir,2005
1683,kir,2006
1782,kir,2007
1803,kir,2008
1765,kir,2009
1729,kir,2010
1750,kir,2011
1764,kir,2012
1779,kir,2013
1791,kir,2014
1791,kir,2015
1790,kir,2016
1789,kir,2017
1789,kir,2018
1788,kir,2019
963.4,prk,1800
962.3,prk,1801
961.2,prk,1802
960.1,prk,1803
959,prk,1804
957.8,prk,1805
956.7,prk,1806
955.6,prk,1807
954.5,prk,1808
953.4,prk,1809
952.3,prk,1810
951.2,prk,1811
950.1,prk,1812
949,prk,1813
947.9,prk,1814
946.8,prk,1815
945.7,prk,1816
944.6,prk,1817
943.5,prk,1818
942.4,prk,1819
941.3,prk,1820
940.2,prk,1821
939.1,prk,1822
938,prk,1823
936.9,prk,1824
935.8,prk,1825
934.7,prk,1826
933.6,prk,1827
932.6,prk,1828
931.5,prk,1829
930.4,prk,1830
929.3,prk,1831
928.2,prk,1832
927.2,prk,1833
926.1,prk,1834
925,prk,1835
923.9,prk,1836
922.9,prk,1837
921.8,prk,1838
920.7,prk,1839
919.6,prk,1840
918.6,prk,1841
917.5,prk,1842
916.4,prk,1843
915.4,prk,1844
914.3,prk,1845
